Zona_Descr,Descr_Tipologia,Stato,Compr_min,Compr_max,Loc_min,Loc_max,Semestre,Anno
CENTRO STORICO -DUOMO,Magazzini,NORMALE,2450,3300,12,16,1,2020
SANBABILA,Magazzini,NORMALE,2450,3300,12,16,1,2020
MONTENAPOLEONE,Magazzini,NORMALE,2450,3300,12,16,1,2020
MISSORI,Magazzini,NORMALE,2450,3300,12,16,1,2020
CAIROLI,Magazzini,NORMALE,2450,3300,12,16,1,2020
CENTRO STORICO -DUOMO,Negozi,OTTIMO,15100,21600,83,124,1,2020
SANBABILA,Negozi,OTTIMO,15100,21600,83,124,1,2020
MONTENAPOLEONE,Negozi,OTTIMO,15100,21600,83,124,1,2020
MISSORI,Negozi,OTTIMO,15100,21600,83,124,1,2020
CAIROLI,Negozi,OTTIMO,15100,21600,83,124,1,2020
CENTRO STORICO -DUOMO,Negozi,NORMALE,8400,12400,40,59,1,2020
SANBABILA,Negozi,NORMALE,8400,12400,40,59,1,2020
MONTENAPOLEONE,Negozi,NORMALE,8400,12400,40,59,1,2020
MISSORI,Negozi,NORMALE,8400,12400,40,59,1,2020
CAIROLI,Negozi,NORMALE,8400,12400,40,59,1,2020
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6000,9000,22,"37,4",1,2020
SANBABILA,Uffici,OTTIMO,6000,9000,22,"37,4",1,2020
MONTENAPOLEONE,Uffici,OTTIMO,6000,9000,22,"37,4",1,2020
MISSORI,Uffici,OTTIMO,6000,9000,22,"37,4",1,2020
CAIROLI,Uffici,OTTIMO,6000,9000,22,"37,4",1,2020
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6200,10500,27,47,1,2020
SANBABILA,Uffici strutturati,OTTIMO,6200,10500,27,47,1,2020
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6200,10500,27,47,1,2020
MISSORI,Uffici strutturati,OTTIMO,6200,10500,27,47,1,2020
CAIROLI,Uffici strutturati,OTTIMO,6200,10500,27,47,1,2020
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,15,"20,5",1,2020
SANBABILA,Laboratori,NORMALE,2800,3300,15,"20,5",1,2020
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,15,"20,5",1,2020
MISSORI,Laboratori,NORMALE,2800,3300,15,"20,5",1,2020
CAIROLI,Laboratori,NORMALE,2800,3300,15,"20,5",1,2020
CENTRO STORICO -DUOMO,Abitazioni civili,NORMALE,7400,8900,23,28,2,2020
SANBABILA,Abitazioni civili,NORMALE,7400,8900,23,28,2,2020
MONTENAPOLEONE,Abitazioni civili,NORMALE,7400,8900,23,28,2,2020
MISSORI,Abitazioni civili,NORMALE,7400,8900,23,28,2,2020
CAIROLI,Abitazioni civili,NORMALE,7400,8900,23,28,2,2020
CENTRO STORICO -DUOMO,Abitazioni civili,OTTIMO,8900,12300,28,"35,5",2,2020
SANBABILA,Abitazioni civili,OTTIMO,8900,12300,28,"35,5",2,2020
MONTENAPOLEONE,Abitazioni civili,OTTIMO,8900,12300,28,"35,5",2,2020
MISSORI,Abitazioni civili,OTTIMO,8900,12300,28,"35,5",2,2020
CAIROLI,Abitazioni civili,OTTIMO,8900,12300,28,"35,5",2,2020
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,NORMALE,6400,7400,18,22,2,2020
SANBABILA,Abitazioni di tipo economico,NORMALE,6400,7400,18,22,2,2020
MONTENAPOLEONE,Abitazioni di tipo economico,NORMALE,6400,7400,18,22,2,2020
MISSORI,Abitazioni di tipo economico,NORMALE,6400,7400,18,22,2,2020
CAIROLI,Abitazioni di tipo economico,NORMALE,6400,7400,18,22,2,2020
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,OTTIMO,7500,8900,24,"29,3",2,2020
SANBABILA,Abitazioni di tipo economico,OTTIMO,7500,8900,24,"29,3",2,2020
MONTENAPOLEONE,Abitazioni di tipo economico,OTTIMO,7500,8900,24,"29,3",2,2020
MISSORI,Abitazioni di tipo economico,OTTIMO,7500,8900,24,"29,3",2,2020
CAIROLI,Abitazioni di tipo economico,OTTIMO,7500,8900,24,"29,3",2,2020
CENTRO STORICO -DUOMO,Abitazioni signorili,OTTIMO,11000,14300,"35,5",46,2,2020
SANBABILA,Abitazioni signorili,OTTIMO,11000,14300,"35,5",46,2,2020
MONTENAPOLEONE,Abitazioni signorili,OTTIMO,11000,14300,"35,5",46,2,2020
MISSORI,Abitazioni signorili,OTTIMO,11000,14300,"35,5",46,2,2020
CAIROLI,Abitazioni signorili,OTTIMO,11000,14300,"35,5",46,2,2020
CENTRO STORICO -DUOMO,Box,NORMALE,4700,6600,"14,5","21,5",2,2020
SANBABILA,Box,NORMALE,4700,6600,"14,5","21,5",2,2020
MONTENAPOLEONE,Box,NORMALE,4700,6600,"14,5","21,5",2,2020
MISSORI,Box,NORMALE,4700,6600,"14,5","21,5",2,2020
CAIROLI,Box,NORMALE,4700,6600,"14,5","21,5",2,2020
CENTRO STORICO -DUOMO,Magazzini,NORMALE,2450,3300,12,16,2,2020
SANBABILA,Magazzini,NORMALE,2450,3300,12,16,2,2020
MONTENAPOLEONE,Magazzini,NORMALE,2450,3300,12,16,2,2020
MISSORI,Magazzini,NORMALE,2450,3300,12,16,2,2020
CAIROLI,Magazzini,NORMALE,2450,3300,12,16,2,2020
CENTRO STORICO -DUOMO,Negozi,OTTIMO,14600,21600,83,124,2,2020
SANBABILA,Negozi,OTTIMO,14600,21600,83,124,2,2020
MONTENAPOLEONE,Negozi,OTTIMO,14600,21600,83,124,2,2020
MISSORI,Negozi,OTTIMO,14600,21600,83,124,2,2020
CAIROLI,Negozi,OTTIMO,14600,21600,83,124,2,2020
CENTRO STORICO -DUOMO,Negozi,NORMALE,8000,11800,40,59,2,2020
SANBABILA,Negozi,NORMALE,8000,11800,40,59,2,2020
MONTENAPOLEONE,Negozi,NORMALE,8000,11800,40,59,2,2020
MISSORI,Negozi,NORMALE,8000,11800,40,59,2,2020
CAIROLI,Negozi,NORMALE,8000,11800,40,59,2,2020
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6000,9000,"21,3","37,4",2,2020
SANBABILA,Uffici,OTTIMO,6000,9000,"21,3","37,4",2,2020
MONTENAPOLEONE,Uffici,OTTIMO,6000,9000,"21,3","37,4",2,2020
MISSORI,Uffici,OTTIMO,6000,9000,"21,3","37,4",2,2020
CAIROLI,Uffici,OTTIMO,6000,9000,"21,3","37,4",2,2020
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6200,10500,27,47,2,2020
SANBABILA,Uffici strutturati,OTTIMO,6200,10500,27,47,2,2020
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6200,10500,27,47,2,2020
MISSORI,Uffici strutturati,OTTIMO,6200,10500,27,47,2,2020
CAIROLI,Uffici strutturati,OTTIMO,6200,10500,27,47,2,2020
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,15,"20,5",2,2020
SANBABILA,Laboratori,NORMALE,2800,3300,15,"20,5",2,2020
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,15,"20,5",2,2020
MISSORI,Laboratori,NORMALE,2800,3300,15,"20,5",2,2020
CAIROLI,Laboratori,NORMALE,2800,3300,15,"20,5",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6900,8400,"19,5","29,3",1,2020
SAN LORENZO,Abitazioni civili,OTTIMO,6900,8400,"19,5","29,3",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,5200,6900,"16,5","19,5",1,2020
SAN LORENZO,Abitazioni civili,NORMALE,5200,6900,"16,5","19,5",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"20,2",1,2020
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"20,2",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4100,5000,13,17,1,2020
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4100,5000,13,17,1,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7800,9500,"22,7",29,1,2020
SAN LORENZO,Abitazioni signorili,OTTIMO,7800,9500,"22,7",29,1,2020
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4500,"10,5","15,5",1,2020
SAN LORENZO,Box,NORMALE,3300,4500,"10,5","15,5",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1600,2300,9,13,1,2020
SAN LORENZO,Magazzini,NORMALE,1600,2300,9,13,1,2020
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5500,7500,"29,5","40,8",1,2020
SAN LORENZO,Negozi,OTTIMO,5500,7500,"29,5","40,8",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,4000,5500,22,"27,7",1,2020
SAN LORENZO,Negozi,NORMALE,4000,5500,22,"27,7",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4000,6000,18,"25,8",1,2020
SAN LORENZO,Uffici,OTTIMO,4000,6000,18,"25,8",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4400,6400,"20,6","28,4",1,2020
SAN LORENZO,Uffici strutturati,OTTIMO,4400,6400,"20,6","28,4",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,"11,7","14,7",1,2020
SAN LORENZO,Laboratori,NORMALE,2200,2600,"11,7","14,7",1,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6900,8400,"19,5","28,4",2,2020
SAN LORENZO,Abitazioni civili,OTTIMO,6900,8400,"19,5","28,4",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,5200,6900,16,"19,5",2,2020
SAN LORENZO,Abitazioni civili,NORMALE,5200,6900,16,"19,5",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4100,5000,"12,5","16,5",2,2020
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4100,5000,"12,5","16,5",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5100,6400,"16,6","20,2",2,2020
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5100,6400,"16,6","20,2",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7800,9500,"22,7",29,2,2020
SAN LORENZO,Abitazioni signorili,OTTIMO,7800,9500,"22,7",29,2,2020
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3200,4400,"10,5","15,5",2,2020
SAN LORENZO,Box,NORMALE,3200,4400,"10,5","15,5",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1600,2300,9,13,2,2020
SAN LORENZO,Magazzini,NORMALE,1600,2300,9,13,2,2020
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5500,7500,"29,5","40,8",2,2020
SAN LORENZO,Negozi,OTTIMO,5500,7500,"29,5","40,8",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,4000,5500,22,"27,7",2,2020
SAN LORENZO,Negozi,NORMALE,4000,5500,22,"27,7",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4000,6000,18,"25,8",2,2020
SAN LORENZO,Uffici,OTTIMO,4000,6000,18,"25,8",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4400,6400,"20,6","28,4",2,2020
SAN LORENZO,Uffici strutturati,OTTIMO,4400,6400,"20,6","28,4",2,2020
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,"11,7","14,7",2,2020
SAN LORENZO,Laboratori,NORMALE,2200,2600,"11,7","14,7",2,2020
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,7900,10200,"21,6","30,5",1,2020
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,7900,"18,6","21,5",1,2020
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6700,7800,"18,6",23,1,2020
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,16,"18,5",1,2020
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,12400,"30,5","40,5",1,2020
CENTRO STORICO - BRERA,Box,NORMALE,3500,5200,"11,5","15,5",1,2020
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2000,7,"10,5",1,2020
CENTRO STORICO - BRERA,Negozi,OTTIMO,6500,8500,30,"43,7",1,2020
CENTRO STORICO - BRERA,Negozi,NORMALE,4500,6500,20,"28,4",1,2020
CENTRO STORICO - BRERA,Uffici,OTTIMO,4100,6000,20,25,1,2020
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4600,6400,"21,6","27,9",1,2020
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3100,11,14,1,2020
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,7900,10200,"21,6","30,5",2,2020
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,7900,"18,6","21,5",2,2020
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6700,7800,"18,6",23,2,2020
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,16,"18,5",2,2020
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,12600,"30,5","40,5",2,2020
CENTRO STORICO - BRERA,Box,NORMALE,3500,5200,"11,5","15,5",2,2020
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2000,7,"10,5",2,2020
CENTRO STORICO - BRERA,Negozi,OTTIMO,6500,8500,30,"43,7",2,2020
CENTRO STORICO - BRERA,Negozi,NORMALE,4500,6500,20,"28,4",2,2020
CENTRO STORICO - BRERA,Uffici,OTTIMO,4100,6000,20,25,2,2020
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4600,6400,"21,6",29,2,2020
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3100,11,14,2,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7700,9600,"21,3","25,9",1,2020
CADORNA,Abitazioni civili,OTTIMO,7700,9600,"21,3","25,9",1,2020
VIA DANTE,Abitazioni civili,OTTIMO,7700,9600,"21,3","25,9",1,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6100,7700,"17,5","21,2",1,2020
CADORNA,Abitazioni civili,NORMALE,6100,7700,"17,5","21,2",1,2020
VIA DANTE,Abitazioni civili,NORMALE,6100,7700,"17,5","21,2",1,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",1,2020
CADORNA,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",1,2020
VIA DANTE,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",1,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6100,7700,"18,3","21,3",1,2020
CADORNA,Abitazioni di tipo economico,OTTIMO,6100,7700,"18,3","21,3",1,2020
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6100,7700,"18,3","21,3",1,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,8700,11200,"24,7","34,5",1,2020
CADORNA,Abitazioni signorili,OTTIMO,8700,11200,"24,7","34,5",1,2020
VIA DANTE,Abitazioni signorili,OTTIMO,8700,11200,"24,7","34,5",1,2020
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3800,5100,"12,5",17,1,2020
CADORNA,Box,NORMALE,3800,5100,"12,5",17,1,2020
VIA DANTE,Box,NORMALE,3800,5100,"12,5",17,1,2020
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,9,13,1,2020
CADORNA,Magazzini,NORMALE,1500,2100,9,13,1,2020
VIA DANTE,Magazzini,NORMALE,1500,2100,9,13,1,2020
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5500,8000,"27,5","41,7",1,2020
CADORNA,Negozi,OTTIMO,5500,8000,"27,5","41,7",1,2020
VIA DANTE,Negozi,OTTIMO,5500,8000,"27,5","41,7",1,2020
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4000,5500,"18,4","26,8",1,2020
CADORNA,Negozi,NORMALE,4000,5500,"18,4","26,8",1,2020
VIA DANTE,Negozi,NORMALE,4000,5500,"18,4","26,8",1,2020
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,4100,6000,17,"24,8",1,2020
CADORNA,Uffici,OTTIMO,4100,6000,17,"24,8",1,2020
VIA DANTE,Uffici,OTTIMO,4100,6000,17,"24,8",1,2020
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4600,6400,"20,4","25,8",1,2020
CADORNA,Uffici strutturati,OTTIMO,4600,6400,"20,4","25,8",1,2020
VIA DANTE,Uffici strutturati,OTTIMO,4600,6400,"20,4","25,8",1,2020
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,1,2020
CADORNA,Laboratori,NORMALE,2400,3000,12,15,1,2020
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,1,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7700,9600,"21,3","25,9",2,2020
CADORNA,Abitazioni civili,OTTIMO,7700,9600,"21,3","25,9",2,2020
VIA DANTE,Abitazioni civili,OTTIMO,7700,9600,"21,3","25,9",2,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6100,7700,"17,5","21,2",2,2020
CADORNA,Abitazioni civili,NORMALE,6100,7700,"17,5","21,2",2,2020
VIA DANTE,Abitazioni civili,NORMALE,6100,7700,"17,5","21,2",2,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",2,2020
CADORNA,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",2,2020
VIA DANTE,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",2,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6100,7700,"18,3","21,3",2,2020
CADORNA,Abitazioni di tipo economico,OTTIMO,6100,7700,"18,3","21,3",2,2020
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6100,7700,"18,3","21,3",2,2020
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,8700,11200,"24,7","34,5",2,2020
CADORNA,Abitazioni signorili,OTTIMO,8700,11200,"24,7","34,5",2,2020
VIA DANTE,Abitazioni signorili,OTTIMO,8700,11200,"24,7","34,5",2,2020
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3800,5100,"12,5",17,2,2020
CADORNA,Box,NORMALE,3800,5100,"12,5",17,2,2020
VIA DANTE,Box,NORMALE,3800,5100,"12,5",17,2,2020
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,9,13,2,2020
CADORNA,Magazzini,NORMALE,1500,2100,9,13,2,2020
VIA DANTE,Magazzini,NORMALE,1500,2100,9,13,2,2020
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5500,8000,"27,5","41,7",2,2020
CADORNA,Negozi,OTTIMO,5500,8000,"27,5","41,7",2,2020
VIA DANTE,Negozi,OTTIMO,5500,8000,"27,5","41,7",2,2020
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4000,5500,"18,4","26,8",2,2020
CADORNA,Negozi,NORMALE,4000,5500,"18,4","26,8",2,2020
VIA DANTE,Negozi,NORMALE,4000,5500,"18,4","26,8",2,2020
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,4100,6000,17,"24,8",2,2020
CADORNA,Uffici,OTTIMO,4100,6000,17,"24,8",2,2020
VIA DANTE,Uffici,OTTIMO,4100,6000,17,"24,8",2,2020
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4600,6400,"20,4","25,8",2,2020
CADORNA,Uffici strutturati,OTTIMO,4600,6400,"20,4","25,8",2,2020
VIA DANTE,Uffici strutturati,OTTIMO,4600,6400,"20,4","25,8",2,2020
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,2,2020
CADORNA,Laboratori,NORMALE,2400,3000,12,15,2,2020
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,2,2020
PARCO SEMPIONE,Abitazioni civili,OTTIMO,6000,8500,18,27,1,2020
ARCO DELLA PACE,Abitazioni civili,OTTIMO,6000,8500,18,27,1,2020
CORSO MAGENTA,Abitazioni civili,OTTIMO,6000,8500,18,27,1,2020
PARCO SEMPIONE,Abitazioni civili,NORMALE,4000,5900,"12,5","16,9",1,2020
ARCO DELLA PACE,Abitazioni civili,NORMALE,4000,5900,"12,5","16,9",1,2020
CORSO MAGENTA,Abitazioni civili,NORMALE,4000,5900,"12,5","16,9",1,2020
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,3000,3800,10,12,1,2020
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,3000,3800,10,12,1,2020
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,3000,3800,10,12,1,2020
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5800,12,18,1,2020
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5800,12,18,1,2020
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5800,12,18,1,2020
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,7900,10600,"23,5",28,1,2020
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,7900,10600,"23,5",28,1,2020
CORSO MAGENTA,Abitazioni signorili,OTTIMO,7900,10600,"23,5",28,1,2020
PARCO SEMPIONE,Box,NORMALE,2400,3600,10,"13,7",1,2020
ARCO DELLA PACE,Box,NORMALE,2400,3600,10,"13,7",1,2020
CORSO MAGENTA,Box,NORMALE,2400,3600,10,"13,7",1,2020
PARCO SEMPIONE,Magazzini,NORMALE,900,1200,"4,8","6,4",1,2020
ARCO DELLA PACE,Magazzini,NORMALE,900,1200,"4,8","6,4",1,2020
CORSO MAGENTA,Magazzini,NORMALE,900,1200,"4,8","6,4",1,2020
PARCO SEMPIONE,Negozi,OTTIMO,4900,7400,"24,7",39,1,2020
ARCO DELLA PACE,Negozi,OTTIMO,4900,7400,"24,7",39,1,2020
CORSO MAGENTA,Negozi,OTTIMO,4900,7400,"24,7",39,1,2020
PARCO SEMPIONE,Negozi,NORMALE,3300,4800,"16,6","23,7",1,2020
ARCO DELLA PACE,Negozi,NORMALE,3300,4800,"16,6","23,7",1,2020
CORSO MAGENTA,Negozi,NORMALE,3300,4800,"16,6","23,7",1,2020
PARCO SEMPIONE,Uffici,OTTIMO,3600,5300,"13,5","20,8",1,2020
ARCO DELLA PACE,Uffici,OTTIMO,3600,5300,"13,5","20,8",1,2020
CORSO MAGENTA,Uffici,OTTIMO,3600,5300,"13,5","20,8",1,2020
PARCO SEMPIONE,Uffici strutturati,OTTIMO,4000,6100,"20,5","30,5",1,2020
ARCO DELLA PACE,Uffici strutturati,OTTIMO,4000,6100,"20,5","30,5",1,2020
CORSO MAGENTA,Uffici strutturati,OTTIMO,4000,6100,"20,5","30,5",1,2020
PARCO SEMPIONE,Laboratori,NORMALE,1500,2000,"7,5",10,1,2020
ARCO DELLA PACE,Laboratori,NORMALE,1500,2000,"7,5",10,1,2020
CORSO MAGENTA,Laboratori,NORMALE,1500,2000,"7,5",10,1,2020
PARCO SEMPIONE,Abitazioni civili,OTTIMO,6000,8400,18,"26,2",2,2020
ARCO DELLA PACE,Abitazioni civili,OTTIMO,6000,8400,18,"26,2",2,2020
CORSO MAGENTA,Abitazioni civili,OTTIMO,6000,8400,18,"26,2",2,2020
PARCO SEMPIONE,Abitazioni civili,NORMALE,4000,5900,12,"17,2",2,2020
ARCO DELLA PACE,Abitazioni civili,NORMALE,4000,5900,12,"17,2",2,2020
CORSO MAGENTA,Abitazioni civili,NORMALE,4000,5900,12,"17,2",2,2020
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5800,12,18,2,2020
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5800,12,18,2,2020
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5800,12,18,2,2020
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,3000,3800,10,12,2,2020
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,3000,3800,10,12,2,2020
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,3000,3800,10,12,2,2020
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,7900,10500,"22,7",28,2,2020
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,7900,10500,"22,7",28,2,2020
CORSO MAGENTA,Abitazioni signorili,OTTIMO,7900,10500,"22,7",28,2,2020
