Zona_Descr,Descr_Tipologia,Stato,Compr_min,Compr_max,Loc_min,Loc_max,Semestre,Anno
BOCCACCIO ,Uffici strutturati,OTTIMO,4000,5000,18,"23,8",1,2013
CADORNA,Laboratori,NORMALE,1800,2100,"10,8","13,2",1,2013
MONTI,Laboratori,NORMALE,1800,2100,"10,8","13,2",1,2013
BOCCACCIO ,Laboratori,NORMALE,1800,2100,"10,8","13,2",1,2013
CADORNA,Abitazioni civili,SCADENTE,3700,4100,10,13,2,2013
MONTI,Abitazioni civili,SCADENTE,3700,4100,10,13,2,2013
BOCCACCIO ,Abitazioni civili,SCADENTE,3700,4100,10,13,2,2013
CADORNA,Abitazioni civili,OTTIMO,5600,7700,"15,5","21,5",2,2013
MONTI,Abitazioni civili,OTTIMO,5600,7700,"15,5","21,5",2,2013
BOCCACCIO ,Abitazioni civili,OTTIMO,5600,7700,"15,5","21,5",2,2013
CADORNA,Abitazioni civili,NORMALE,4200,5600,"13,5","15,5",2,2013
MONTI,Abitazioni civili,NORMALE,4200,5600,"13,5","15,5",2,2013
BOCCACCIO ,Abitazioni civili,NORMALE,4200,5600,"13,5","15,5",2,2013
CADORNA,Abitazioni di tipo economico,SCADENTE,3400,3900,11,12,2,2013
MONTI,Abitazioni di tipo economico,SCADENTE,3400,3900,11,12,2,2013
BOCCACCIO ,Abitazioni di tipo economico,SCADENTE,3400,3900,11,12,2,2013
CADORNA,Abitazioni di tipo economico,OTTIMO,5200,6500,14,20,2,2013
MONTI,Abitazioni di tipo economico,OTTIMO,5200,6500,14,20,2,2013
BOCCACCIO ,Abitazioni di tipo economico,OTTIMO,5200,6500,14,20,2,2013
CADORNA,Abitazioni di tipo economico,NORMALE,4000,5100,12,14,2,2013
MONTI,Abitazioni di tipo economico,NORMALE,4000,5100,12,14,2,2013
BOCCACCIO ,Abitazioni di tipo economico,NORMALE,4000,5100,12,14,2,2013
CADORNA,Box,NORMALE,3000,3900,14,18,2,2013
MONTI,Box,NORMALE,3000,3900,14,18,2,2013
BOCCACCIO ,Box,NORMALE,3000,3900,14,18,2,2013
CADORNA,Ville e Villini,SCADENTE,4000,5000,"12,5","15,5",2,2013
MONTI,Ville e Villini,SCADENTE,4000,5000,"12,5","15,5",2,2013
BOCCACCIO ,Ville e Villini,SCADENTE,4000,5000,"12,5","15,5",2,2013
CADORNA,Ville e Villini,OTTIMO,6000,8000,"16,5",24,2,2013
MONTI,Ville e Villini,OTTIMO,6000,8000,"16,5",24,2,2013
BOCCACCIO ,Ville e Villini,OTTIMO,6000,8000,"16,5",24,2,2013
CADORNA,Ville e Villini,NORMALE,4500,6000,"15,5","16,5",2,2013
MONTI,Ville e Villini,NORMALE,4500,6000,"15,5","16,5",2,2013
BOCCACCIO ,Ville e Villini,NORMALE,4500,6000,"15,5","16,5",2,2013
CADORNA,Magazzini,NORMALE,1000,1200,"4,8","6,6",2,2013
MONTI,Magazzini,NORMALE,1000,1200,"4,8","6,6",2,2013
BOCCACCIO ,Magazzini,NORMALE,1000,1200,"4,8","6,6",2,2013
CADORNA,Negozi,NORMALE,3900,5200,"16,5","23,8",2,2013
MONTI,Negozi,NORMALE,3900,5200,"16,5","23,8",2,2013
BOCCACCIO ,Negozi,NORMALE,3900,5200,"16,5","23,8",2,2013
CADORNA,Uffici,OTTIMO,3600,4500,"17,5","21,5",2,2013
MONTI,Uffici,OTTIMO,3600,4500,"17,5","21,5",2,2013
BOCCACCIO ,Uffici,OTTIMO,3600,4500,"17,5","21,5",2,2013
CADORNA,Uffici strutturati,OTTIMO,4000,4900,18,"23,8",2,2013
MONTI,Uffici strutturati,OTTIMO,4000,4900,18,"23,8",2,2013
BOCCACCIO ,Uffici strutturati,OTTIMO,4000,4900,18,"23,8",2,2013
CADORNA,Laboratori,NORMALE,1800,2100,"10,8","13,2",2,2013
MONTI,Laboratori,NORMALE,1800,2100,"10,8","13,2",2,2013
BOCCACCIO ,Laboratori,NORMALE,1800,2100,"10,8","13,2",2,2013
CASTELLO,Abitazioni civili,SCADENTE,3200,4200,11,14,1,2013
MELZI D`ERIL,Abitazioni civili,SCADENTE,3200,4200,11,14,1,2013
SARPI ,Abitazioni civili,SCADENTE,3200,4200,11,14,1,2013
CASTELLO,Abitazioni civili,OTTIMO,5500,7700,"18,2","25,2",1,2013
MELZI D`ERIL,Abitazioni civili,OTTIMO,5500,7700,"18,2","25,2",1,2013
SARPI ,Abitazioni civili,OTTIMO,5500,7700,"18,2","25,2",1,2013
CASTELLO,Abitazioni civili,NORMALE,4300,5400,"14,2","18,2",1,2013
MELZI D`ERIL,Abitazioni civili,NORMALE,4300,5400,"14,2","18,2",1,2013
SARPI ,Abitazioni civili,NORMALE,4300,5400,"14,2","18,2",1,2013
CASTELLO,Abitazioni di tipo economico,OTTIMO,4000,5100,"13,5",18,1,2013
MELZI D`ERIL,Abitazioni di tipo economico,OTTIMO,4000,5100,"13,5",18,1,2013
SARPI ,Abitazioni di tipo economico,OTTIMO,4000,5100,"13,5",18,1,2013
CASTELLO,Abitazioni di tipo economico,NORMALE,3200,4000,"11,5","13,5",1,2013
MELZI D`ERIL,Abitazioni di tipo economico,NORMALE,3200,4000,"11,5","13,5",1,2013
SARPI ,Abitazioni di tipo economico,NORMALE,3200,4000,"11,5","13,5",1,2013
CASTELLO,Abitazioni di tipo economico,SCADENTE,2400,3100,9,"11,5",1,2013
MELZI D`ERIL,Abitazioni di tipo economico,SCADENTE,2400,3100,9,"11,5",1,2013
SARPI ,Abitazioni di tipo economico,SCADENTE,2400,3100,9,"11,5",1,2013
CASTELLO,Box,NORMALE,2500,3600,9,13,1,2013
MELZI D`ERIL,Box,NORMALE,2500,3600,9,13,1,2013
SARPI ,Box,NORMALE,2500,3600,9,13,1,2013
CASTELLO,Magazzini,NORMALE,900,1100,"4,8","6,6",1,2013
MELZI D`ERIL,Magazzini,NORMALE,900,1100,"4,8","6,6",1,2013
SARPI ,Magazzini,NORMALE,900,1100,"4,8","6,6",1,2013
CASTELLO,Negozi,NORMALE,3400,4900,"14,2",21,1,2013
MELZI D`ERIL,Negozi,NORMALE,3400,4900,"14,2",21,1,2013
SARPI ,Negozi,NORMALE,3400,4900,"14,2",21,1,2013
CASTELLO,Uffici,OTTIMO,3400,4500,"14,5",18,1,2013
MELZI D`ERIL,Uffici,OTTIMO,3400,4500,"14,5",18,1,2013
SARPI ,Uffici,OTTIMO,3400,4500,"14,5",18,1,2013
CASTELLO,Uffici strutturati,OTTIMO,3800,5100,"18,7",26,1,2013
MELZI D`ERIL,Uffici strutturati,OTTIMO,3800,5100,"18,7",26,1,2013
SARPI ,Uffici strutturati,OTTIMO,3800,5100,"18,7",26,1,2013
CASTELLO,Laboratori,NORMALE,1500,1700,"8,2",10,1,2013
MELZI D`ERIL,Laboratori,NORMALE,1500,1700,"8,2",10,1,2013
SARPI ,Laboratori,NORMALE,1500,1700,"8,2",10,1,2013
CASTELLO,Abitazioni civili,SCADENTE,3200,4200,11,14,2,2013
MELZI D`ERIL,Abitazioni civili,SCADENTE,3200,4200,11,14,2,2013
SARPI ,Abitazioni civili,SCADENTE,3200,4200,11,14,2,2013
CASTELLO,Abitazioni civili,OTTIMO,5500,7800,19,"25,2",2,2013
MELZI D`ERIL,Abitazioni civili,OTTIMO,5500,7800,19,"25,2",2,2013
SARPI ,Abitazioni civili,OTTIMO,5500,7800,19,"25,2",2,2013
CASTELLO,Abitazioni civili,NORMALE,4200,5400,"14,2",19,2,2013
MELZI D`ERIL,Abitazioni civili,NORMALE,4200,5400,"14,2",19,2,2013
SARPI ,Abitazioni civili,NORMALE,4200,5400,"14,2",19,2,2013
CASTELLO,Abitazioni di tipo economico,OTTIMO,4000,5100,14,18,2,2013
MELZI D`ERIL,Abitazioni di tipo economico,OTTIMO,4000,5100,14,18,2,2013
SARPI ,Abitazioni di tipo economico,OTTIMO,4000,5100,14,18,2,2013
CASTELLO,Abitazioni di tipo economico,NORMALE,3200,4000,"11,5",14,2,2013
MELZI D`ERIL,Abitazioni di tipo economico,NORMALE,3200,4000,"11,5",14,2,2013
SARPI ,Abitazioni di tipo economico,NORMALE,3200,4000,"11,5",14,2,2013
CASTELLO,Abitazioni di tipo economico,SCADENTE,2400,3100,9,"11,5",2,2013
MELZI D`ERIL,Abitazioni di tipo economico,SCADENTE,2400,3100,9,"11,5",2,2013
SARPI ,Abitazioni di tipo economico,SCADENTE,2400,3100,9,"11,5",2,2013
CASTELLO,Box,NORMALE,2500,3600,9,13,2,2013
MELZI D`ERIL,Box,NORMALE,2500,3600,9,13,2,2013
SARPI ,Box,NORMALE,2500,3600,9,13,2,2013
CASTELLO,Magazzini,NORMALE,900,1100,"4,8","6,6",2,2013
MELZI D`ERIL,Magazzini,NORMALE,900,1100,"4,8","6,6",2,2013
SARPI ,Magazzini,NORMALE,900,1100,"4,8","6,6",2,2013
CASTELLO,Negozi,NORMALE,3500,4800,"14,2",21,2,2013
MELZI D`ERIL,Negozi,NORMALE,3500,4800,"14,2",21,2,2013
SARPI ,Negozi,NORMALE,3500,4800,"14,2",21,2,2013
CASTELLO,Uffici,OTTIMO,3400,4500,"14,8","18,4",2,2013
MELZI D`ERIL,Uffici,OTTIMO,3400,4500,"14,8","18,4",2,2013
SARPI ,Uffici,OTTIMO,3400,4500,"14,8","18,4",2,2013
CASTELLO,Uffici strutturati,OTTIMO,3800,5100,"18,7",26,2,2013
MELZI D`ERIL,Uffici strutturati,OTTIMO,3800,5100,"18,7",26,2,2013
SARPI ,Uffici strutturati,OTTIMO,3800,5100,"18,7",26,2,2013
CASTELLO,Laboratori,NORMALE,1600,1800,"8,2",10,2,2013
MELZI D`ERIL,Laboratori,NORMALE,1600,1800,"8,2",10,2,2013
SARPI ,Laboratori,NORMALE,1600,1800,"8,2",10,2,2013
TURATI,Abitazioni civili,SCADENTE,3500,4300,13,16,1,2013
MOSCOVA,Abitazioni civili,SCADENTE,3500,4300,13,16,1,2013
REPUBBLICA ,Abitazioni civili,SCADENTE,3500,4300,13,16,1,2013
TURATI,Abitazioni civili,OTTIMO,6000,8400,20,"27,8",1,2013
MOSCOVA,Abitazioni civili,OTTIMO,6000,8400,20,"27,8",1,2013
REPUBBLICA ,Abitazioni civili,OTTIMO,6000,8400,20,"27,8",1,2013
TURATI,Abitazioni civili,NORMALE,4300,5900,16,20,1,2013
MOSCOVA,Abitazioni civili,NORMALE,4300,5900,16,20,1,2013
REPUBBLICA ,Abitazioni civili,NORMALE,4300,5900,16,20,1,2013
TURATI,Abitazioni di tipo economico,OTTIMO,4300,5500,"16,5",21,1,2013
MOSCOVA,Abitazioni di tipo economico,OTTIMO,4300,5500,"16,5",21,1,2013
REPUBBLICA ,Abitazioni di tipo economico,OTTIMO,4300,5500,"16,5",21,1,2013
TURATI,Abitazioni di tipo economico,NORMALE,3400,4200,"12,5","16,5",1,2013
MOSCOVA,Abitazioni di tipo economico,NORMALE,3400,4200,"12,5","16,5",1,2013
REPUBBLICA ,Abitazioni di tipo economico,NORMALE,3400,4200,"12,5","16,5",1,2013
TURATI,Abitazioni di tipo economico,SCADENTE,2800,3400,"10,5","13,5",1,2013
MOSCOVA,Abitazioni di tipo economico,SCADENTE,2800,3400,"10,5","13,5",1,2013
REPUBBLICA ,Abitazioni di tipo economico,SCADENTE,2800,3400,"10,5","13,5",1,2013
TURATI,Box,NORMALE,2600,3700,"8,5","12,5",1,2013
MOSCOVA,Box,NORMALE,2600,3700,"8,5","12,5",1,2013
REPUBBLICA ,Box,NORMALE,2600,3700,"8,5","12,5",1,2013
TURATI,Magazzini,NORMALE,1200,1450,"7,2","8,6",1,2013
MOSCOVA,Magazzini,NORMALE,1200,1450,"7,2","8,6",1,2013
REPUBBLICA ,Magazzini,NORMALE,1200,1450,"7,2","8,6",1,2013
TURATI,Negozi,NORMALE,3800,5200,16,23,1,2013
MOSCOVA,Negozi,NORMALE,3800,5200,16,23,1,2013
REPUBBLICA ,Negozi,NORMALE,3800,5200,16,23,1,2013
TURATI,Uffici,OTTIMO,3900,5400,"17,2","23,2",1,2013
MOSCOVA,Uffici,OTTIMO,3900,5400,"17,2","23,2",1,2013
REPUBBLICA ,Uffici,OTTIMO,3900,5400,"17,2","23,2",1,2013
TURATI,Uffici strutturati,OTTIMO,4000,5800,20,30,1,2013
MOSCOVA,Uffici strutturati,OTTIMO,4000,5800,20,30,1,2013
REPUBBLICA ,Uffici strutturati,OTTIMO,4000,5800,20,30,1,2013
TURATI,Laboratori,NORMALE,1800,2200,"10,2",12,1,2013
MOSCOVA,Laboratori,NORMALE,1800,2200,"10,2",12,1,2013
REPUBBLICA ,Laboratori,NORMALE,1800,2200,"10,2",12,1,2013
TURATI,Abitazioni civili,SCADENTE,3500,4300,13,16,2,2013
MOSCOVA,Abitazioni civili,SCADENTE,3500,4300,13,16,2,2013
REPUBBLICA ,Abitazioni civili,SCADENTE,3500,4300,13,16,2,2013
TURATI,Abitazioni civili,OTTIMO,5900,8300,20,27,2,2013
MOSCOVA,Abitazioni civili,OTTIMO,5900,8300,20,27,2,2013
REPUBBLICA ,Abitazioni civili,OTTIMO,5900,8300,20,27,2,2013
TURATI,Abitazioni civili,NORMALE,4300,5900,16,20,2,2013
MOSCOVA,Abitazioni civili,NORMALE,4300,5900,16,20,2,2013
REPUBBLICA ,Abitazioni civili,NORMALE,4300,5900,16,20,2,2013
TURATI,Abitazioni di tipo economico,OTTIMO,4200,5400,"16,5",20,2,2013
MOSCOVA,Abitazioni di tipo economico,OTTIMO,4200,5400,"16,5",20,2,2013
REPUBBLICA ,Abitazioni di tipo economico,OTTIMO,4200,5400,"16,5",20,2,2013
TURATI,Abitazioni di tipo economico,NORMALE,3400,4200,"12,5","16,5",2,2013
MOSCOVA,Abitazioni di tipo economico,NORMALE,3400,4200,"12,5","16,5",2,2013
REPUBBLICA ,Abitazioni di tipo economico,NORMALE,3400,4200,"12,5","16,5",2,2013
TURATI,Abitazioni di tipo economico,SCADENTE,2800,3400,"10,5","13,5",2,2013
MOSCOVA,Abitazioni di tipo economico,SCADENTE,2800,3400,"10,5","13,5",2,2013
REPUBBLICA ,Abitazioni di tipo economico,SCADENTE,2800,3400,"10,5","13,5",2,2013
TURATI,Box,NORMALE,2600,3700,"8,5","12,5",2,2013
MOSCOVA,Box,NORMALE,2600,3700,"8,5","12,5",2,2013
REPUBBLICA ,Box,NORMALE,2600,3700,"8,5","12,5",2,2013
TURATI,Magazzini,NORMALE,1200,1450,"7,2","8,6",2,2013
MOSCOVA,Magazzini,NORMALE,1200,1450,"7,2","8,6",2,2013
REPUBBLICA ,Magazzini,NORMALE,1200,1450,"7,2","8,6",2,2013
TURATI,Negozi,NORMALE,3700,5200,16,23,2,2013
MOSCOVA,Negozi,NORMALE,3700,5200,16,23,2,2013
REPUBBLICA ,Negozi,NORMALE,3700,5200,16,23,2,2013
TURATI,Uffici,OTTIMO,3900,5400,"17,5","23,5",2,2013
MOSCOVA,Uffici,OTTIMO,3900,5400,"17,5","23,5",2,2013
REPUBBLICA ,Uffici,OTTIMO,3900,5400,"17,5","23,5",2,2013
TURATI,Uffici strutturati,OTTIMO,4000,5800,20,30,2,2013
MOSCOVA,Uffici strutturati,OTTIMO,4000,5800,20,30,2,2013
REPUBBLICA ,Uffici strutturati,OTTIMO,4000,5800,20,30,2,2013
TURATI,Laboratori,NORMALE,1800,2200,"10,2",12,2,2013
MOSCOVA,Laboratori,NORMALE,1800,2200,"10,2",12,2,2013
REPUBBLICA ,Laboratori,NORMALE,1800,2200,"10,2",12,2,2013
VENEZIA,Abitazioni civili,SCADENTE,4800,5800,13,16,1,2013
MAJNO,Abitazioni civili,SCADENTE,4800,5800,13,16,1,2013
MONFORTE ,Abitazioni civili,SCADENTE,4800,5800,13,16,1,2013
VENEZIA,Abitazioni civili,OTTIMO,7500,10100,"20,2","29,5",1,2013
MAJNO,Abitazioni civili,OTTIMO,7500,10100,"20,2","29,5",1,2013
MONFORTE ,Abitazioni civili,OTTIMO,7500,10100,"20,2","29,5",1,2013
VENEZIA,Abitazioni civili,NORMALE,5800,7400,17,19,1,2013
MAJNO,Abitazioni civili,NORMALE,5800,7400,17,19,1,2013
MONFORTE ,Abitazioni civili,NORMALE,5800,7400,17,19,1,2013
VENEZIA,Abitazioni di tipo economico,OTTIMO,5400,7400,20,22,1,2013
MAJNO,Abitazioni di tipo economico,OTTIMO,5400,7400,20,22,1,2013
MONFORTE ,Abitazioni di tipo economico,OTTIMO,5400,7400,20,22,1,2013
VENEZIA,Abitazioni di tipo economico,NORMALE,4300,5400,16,18,1,2013
MAJNO,Abitazioni di tipo economico,NORMALE,4300,5400,16,18,1,2013
MONFORTE ,Abitazioni di tipo economico,NORMALE,4300,5400,16,18,1,2013
VENEZIA,Abitazioni di tipo economico,SCADENTE,4000,4300,12,16,1,2013
MAJNO,Abitazioni di tipo economico,SCADENTE,4000,4300,12,16,1,2013
MONFORTE ,Abitazioni di tipo economico,SCADENTE,4000,4300,12,16,1,2013
VENEZIA,Box,NORMALE,3600,5200,12,18,1,2013
MAJNO,Box,NORMALE,3600,5200,12,18,1,2013
MONFORTE ,Box,NORMALE,3600,5200,12,18,1,2013
VENEZIA,Magazzini,NORMALE,900,1300,"5,4","7,8",1,2013
MAJNO,Magazzini,NORMALE,900,1300,"5,4","7,8",1,2013
MONFORTE ,Magazzini,NORMALE,900,1300,"5,4","7,8",1,2013
VENEZIA,Negozi,OTTIMO,5800,8400,28,40,1,2013
MAJNO,Negozi,OTTIMO,5800,8400,28,40,1,2013
MONFORTE ,Negozi,OTTIMO,5800,8400,28,40,1,2013
VENEZIA,Negozi,NORMALE,3400,4400,16,21,1,2013
MAJNO,Negozi,NORMALE,3400,4400,16,21,1,2013
MONFORTE ,Negozi,NORMALE,3400,4400,16,21,1,2013
VENEZIA,Uffici,OTTIMO,4300,6200,"17,8","24,8",1,2013
MAJNO,Uffici,OTTIMO,4300,6200,"17,8","24,8",1,2013
MONFORTE ,Uffici,OTTIMO,4300,6200,"17,8","24,8",1,2013
VENEZIA,Uffici strutturati,OTTIMO,5200,6600,"24,5",31,1,2013
MAJNO,Uffici strutturati,OTTIMO,5200,6600,"24,5",31,1,2013
MONFORTE ,Uffici strutturati,OTTIMO,5200,6600,"24,5",31,1,2013
VENEZIA,Laboratori,NORMALE,1700,2100,"10,3","12,5",1,2013
MAJNO,Laboratori,NORMALE,1700,2100,"10,3","12,5",1,2013
MONFORTE ,Laboratori,NORMALE,1700,2100,"10,3","12,5",1,2013
VENEZIA,Abitazioni civili,SCADENTE,4800,5800,13,16,2,2013
MAJNO,Abitazioni civili,SCADENTE,4800,5800,13,16,2,2013
MONFORTE ,Abitazioni civili,SCADENTE,4800,5800,13,16,2,2013
VENEZIA,Abitazioni civili,OTTIMO,7400,10100,"20,2","29,5",2,2013
MAJNO,Abitazioni civili,OTTIMO,7400,10100,"20,2","29,5",2,2013
MONFORTE ,Abitazioni civili,OTTIMO,7400,10100,"20,2","29,5",2,2013
VENEZIA,Abitazioni civili,NORMALE,5800,7300,17,19,2,2013
MAJNO,Abitazioni civili,NORMALE,5800,7300,17,19,2,2013
MONFORTE ,Abitazioni civili,NORMALE,5800,7300,17,19,2,2013
VENEZIA,Abitazioni di tipo economico,SCADENTE,4000,4300,12,16,2,2013
MAJNO,Abitazioni di tipo economico,SCADENTE,4000,4300,12,16,2,2013
MONFORTE ,Abitazioni di tipo economico,SCADENTE,4000,4300,12,16,2,2013
VENEZIA,Abitazioni di tipo economico,OTTIMO,5300,7400,20,22,2,2013
MAJNO,Abitazioni di tipo economico,OTTIMO,5300,7400,20,22,2,2013
MONFORTE ,Abitazioni di tipo economico,OTTIMO,5300,7400,20,22,2,2013
VENEZIA,Abitazioni di tipo economico,NORMALE,4300,5300,16,18,2,2013
MAJNO,Abitazioni di tipo economico,NORMALE,4300,5300,16,18,2,2013
MONFORTE ,Abitazioni di tipo economico,NORMALE,4300,5300,16,18,2,2013
VENEZIA,Box,NORMALE,3600,5200,12,18,2,2013
MAJNO,Box,NORMALE,3600,5200,12,18,2,2013
MONFORTE ,Box,NORMALE,3600,5200,12,18,2,2013
VENEZIA,Magazzini,NORMALE,900,1300,"5,4","7,8",2,2013
MAJNO,Magazzini,NORMALE,900,1300,"5,4","7,8",2,2013
MONFORTE ,Magazzini,NORMALE,900,1300,"5,4","7,8",2,2013
VENEZIA,Negozi,OTTIMO,5800,8400,28,40,2,2013
MAJNO,Negozi,OTTIMO,5800,8400,28,40,2,2013
MONFORTE ,Negozi,OTTIMO,5800,8400,28,40,2,2013
VENEZIA,Negozi,NORMALE,3500,4500,16,21,2,2013
MAJNO,Negozi,NORMALE,3500,4500,16,21,2,2013
MONFORTE ,Negozi,NORMALE,3500,4500,16,21,2,2013
VENEZIA,Uffici,OTTIMO,4400,6200,18,25,2,2013
MAJNO,Uffici,OTTIMO,4400,6200,18,25,2,2013
MONFORTE ,Uffici,OTTIMO,4400,6200,18,25,2,2013
VENEZIA,Uffici strutturati,OTTIMO,5200,6500,"24,5",31,2,2013
MAJNO,Uffici strutturati,OTTIMO,5200,6500,"24,5",31,2,2013
MONFORTE ,Uffici strutturati,OTTIMO,5200,6500,"24,5",31,2,2013
VENEZIA,Laboratori,NORMALE,1700,2200,"10,3","12,5",2,2013
MAJNO,Laboratori,NORMALE,1700,2200,"10,3","12,5",2,2013
MONFORTE ,Laboratori,NORMALE,1700,2200,"10,3","12,5",2,2013
MASCAGNI,Abitazioni civili,SCADENTE,3400,4200,12,15,1,2013
PORTA VITTORIA,Abitazioni civili,SCADENTE,3400,4200,12,15,1,2013
PORTA ROMANA ,Abitazioni civili,SCADENTE,3400,4200,12,15,1,2013
MASCAGNI,Abitazioni civili,OTTIMO,5400,7000,18,24,1,2013
PORTA VITTORIA,Abitazioni civili,OTTIMO,5400,7000,18,24,1,2013
PORTA ROMANA ,Abitazioni civili,OTTIMO,5400,7000,18,24,1,2013
MASCAGNI,Abitazioni civili,NORMALE,4200,5100,15,18,1,2013
PORTA VITTORIA,Abitazioni civili,NORMALE,4200,5100,15,18,1,2013
PORTA ROMANA ,Abitazioni civili,NORMALE,4200,5100,15,18,1,2013
MASCAGNI,Abitazioni di tipo economico,OTTIMO,4400,5500,14,20,1,2013
PORTA VITTORIA,Abitazioni di tipo economico,OTTIMO,4400,5500,14,20,1,2013
PORTA ROMANA ,Abitazioni di tipo economico,OTTIMO,4400,5500,14,20,1,2013
MASCAGNI,Abitazioni di tipo economico,NORMALE,3400,4400,12,16,1,2013
PORTA VITTORIA,Abitazioni di tipo economico,NORMALE,3400,4400,12,16,1,2013
PORTA ROMANA ,Abitazioni di tipo economico,NORMALE,3400,4400,12,16,1,2013
MASCAGNI,Abitazioni di tipo economico,SCADENTE,3000,3400,11,15,1,2013
PORTA VITTORIA,Abitazioni di tipo economico,SCADENTE,3000,3400,11,15,1,2013
PORTA ROMANA ,Abitazioni di tipo economico,SCADENTE,3000,3400,11,15,1,2013
MASCAGNI,Box,NORMALE,2900,4000,13,18,1,2013
PORTA VITTORIA,Box,NORMALE,2900,4000,13,18,1,2013
PORTA ROMANA ,Box,NORMALE,2900,4000,13,18,1,2013
MASCAGNI,Magazzini,NORMALE,900,1100,"5,8","6,8",1,2013
PORTA VITTORIA,Magazzini,NORMALE,900,1100,"5,8","6,8",1,2013
PORTA ROMANA ,Magazzini,NORMALE,900,1100,"5,8","6,8",1,2013
MASCAGNI,Negozi,NORMALE,2900,5200,"17,2","24,2",1,2013
PORTA VITTORIA,Negozi,NORMALE,2900,5200,"17,2","24,2",1,2013
PORTA ROMANA ,Negozi,NORMALE,2900,5200,"17,2","24,2",1,2013
MASCAGNI,Uffici,OTTIMO,3600,5100,"16,2","21,7",1,2013
PORTA VITTORIA,Uffici,OTTIMO,3600,5100,"16,2","21,7",1,2013
PORTA ROMANA ,Uffici,OTTIMO,3600,5100,"16,2","21,7",1,2013
MASCAGNI,Uffici strutturati,OTTIMO,4100,5800,"21,5",28,1,2013
PORTA VITTORIA,Uffici strutturati,OTTIMO,4100,5800,"21,5",28,1,2013
PORTA ROMANA ,Uffici strutturati,OTTIMO,4100,5800,"21,5",28,1,2013
MASCAGNI,Laboratori,NORMALE,1400,1750,"8,6","10,8",1,2013
PORTA VITTORIA,Laboratori,NORMALE,1400,1750,"8,6","10,8",1,2013
PORTA ROMANA ,Laboratori,NORMALE,1400,1750,"8,6","10,8",1,2013
