Zona_Descr,Descr_Tipologia,Stato,Compr_min,Compr_max,Loc_min,Loc_max,Semestre,Anno
PORTA GENOVA,Negozi,NORMALE,2700,3500,"12,5",18,1,2014
VIA SAN VITTORE,Negozi,NORMALE,2700,3500,"12,5",18,1,2014
PORTA TICINESE,Uffici,OTTIMO,3000,3800,"13,5","18,5",1,2014
PORTA GENOVA,Uffici,OTTIMO,3000,3800,"13,5","18,5",1,2014
VIA SAN VITTORE,Uffici,OTTIMO,3000,3800,"13,5","18,5",1,2014
PORTA TICINESE,Uffici strutturati,OTTIMO,3400,4500,16,"22,5",1,2014
PORTA GENOVA,Uffici strutturati,OTTIMO,3400,4500,16,"22,5",1,2014
VIA SAN VITTORE,Uffici strutturati,OTTIMO,3400,4500,16,"22,5",1,2014
PORTA TICINESE,Laboratori,NORMALE,1300,1700,7,9,1,2014
PORTA GENOVA,Laboratori,NORMALE,1300,1700,7,9,1,2014
VIA SAN VITTORE,Laboratori,NORMALE,1300,1700,7,9,1,2014
CENTRO STORICO -DUOMO,Abitazioni civili,OTTIMO,9000,12000,26,"38,8",1,2014
SANBABILA,Abitazioni civili,OTTIMO,9000,12000,26,"38,8",1,2014
MONTENAPOLEONE,Abitazioni civili,OTTIMO,9000,12000,26,"38,8",1,2014
MISSORI,Abitazioni civili,OTTIMO,9000,12000,26,"38,8",1,2014
CAIROLI,Abitazioni civili,OTTIMO,9000,12000,26,"38,8",1,2014
CENTRO STORICO -DUOMO,Abitazioni civili,NORMALE,7500,9000,"22,7",30,1,2014
SANBABILA,Abitazioni civili,NORMALE,7500,9000,"22,7",30,1,2014
MONTENAPOLEONE,Abitazioni civili,NORMALE,7500,9000,"22,7",30,1,2014
MISSORI,Abitazioni civili,NORMALE,7500,9000,"22,7",30,1,2014
CAIROLI,Abitazioni civili,NORMALE,7500,9000,"22,7",30,1,2014
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,NORMALE,6500,7500,18,21,1,2014
SANBABILA,Abitazioni di tipo economico,NORMALE,6500,7500,18,21,1,2014
MONTENAPOLEONE,Abitazioni di tipo economico,NORMALE,6500,7500,18,21,1,2014
MISSORI,Abitazioni di tipo economico,NORMALE,6500,7500,18,21,1,2014
CAIROLI,Abitazioni di tipo economico,NORMALE,6500,7500,18,21,1,2014
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,OTTIMO,7800,9000,22,30,1,2014
SANBABILA,Abitazioni di tipo economico,OTTIMO,7800,9000,22,30,1,2014
MONTENAPOLEONE,Abitazioni di tipo economico,OTTIMO,7800,9000,22,30,1,2014
MISSORI,Abitazioni di tipo economico,OTTIMO,7800,9000,22,30,1,2014
CAIROLI,Abitazioni di tipo economico,OTTIMO,7800,9000,22,30,1,2014
CENTRO STORICO -DUOMO,Abitazioni signorili,OTTIMO,12000,14000,39,45,1,2014
SANBABILA,Abitazioni signorili,OTTIMO,12000,14000,39,45,1,2014
MONTENAPOLEONE,Abitazioni signorili,OTTIMO,12000,14000,39,45,1,2014
MISSORI,Abitazioni signorili,OTTIMO,12000,14000,39,45,1,2014
CAIROLI,Abitazioni signorili,OTTIMO,12000,14000,39,45,1,2014
CENTRO STORICO -DUOMO,Box,NORMALE,4700,6700,"13,5",20,1,2014
SANBABILA,Box,NORMALE,4700,6700,"13,5",20,1,2014
MONTENAPOLEONE,Box,NORMALE,4700,6700,"13,5",20,1,2014
MISSORI,Box,NORMALE,4700,6700,"13,5",20,1,2014
CAIROLI,Box,NORMALE,4700,6700,"13,5",20,1,2014
CENTRO STORICO -DUOMO,Magazzini,NORMALE,2500,3200,14,18,1,2014
SANBABILA,Magazzini,NORMALE,2500,3200,14,18,1,2014
MONTENAPOLEONE,Magazzini,NORMALE,2500,3200,14,18,1,2014
MISSORI,Magazzini,NORMALE,2500,3200,14,18,1,2014
CAIROLI,Magazzini,NORMALE,2500,3200,14,18,1,2014
CENTRO STORICO -DUOMO,Negozi,OTTIMO,15000,21000,80,120,1,2014
SANBABILA,Negozi,OTTIMO,15000,21000,80,120,1,2014
MONTENAPOLEONE,Negozi,OTTIMO,15000,21000,80,120,1,2014
MISSORI,Negozi,OTTIMO,15000,21000,80,120,1,2014
CAIROLI,Negozi,OTTIMO,15000,21000,80,120,1,2014
CENTRO STORICO -DUOMO,Negozi,NORMALE,9500,12500,40,60,1,2014
SANBABILA,Negozi,NORMALE,9500,12500,40,60,1,2014
MONTENAPOLEONE,Negozi,NORMALE,9500,12500,40,60,1,2014
MISSORI,Negozi,NORMALE,9500,12500,40,60,1,2014
CAIROLI,Negozi,NORMALE,9500,12500,40,60,1,2014
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6200,8100,25,"35,2",1,2014
SANBABILA,Uffici,OTTIMO,6200,8100,25,"35,2",1,2014
MONTENAPOLEONE,Uffici,OTTIMO,6200,8100,25,"35,2",1,2014
MISSORI,Uffici,OTTIMO,6200,8100,25,"35,2",1,2014
CAIROLI,Uffici,OTTIMO,6200,8100,25,"35,2",1,2014
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6700,9100,30,40,1,2014
SANBABILA,Uffici strutturati,OTTIMO,6700,9100,30,40,1,2014
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6700,9100,30,40,1,2014
MISSORI,Uffici strutturati,OTTIMO,6700,9100,30,40,1,2014
CAIROLI,Uffici strutturati,OTTIMO,6700,9100,30,40,1,2014
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,16,21,1,2014
SANBABILA,Laboratori,NORMALE,2800,3300,16,21,1,2014
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,16,21,1,2014
MISSORI,Laboratori,NORMALE,2800,3300,16,21,1,2014
CAIROLI,Laboratori,NORMALE,2800,3300,16,21,1,2014
CENTRO STORICO -DUOMO,Abitazioni civili,OTTIMO,9000,12000,29,35,2,2014
SANBABILA,Abitazioni civili,OTTIMO,9000,12000,29,35,2,2014
MONTENAPOLEONE,Abitazioni civili,OTTIMO,9000,12000,29,35,2,2014
MISSORI,Abitazioni civili,OTTIMO,9000,12000,29,35,2,2014
CAIROLI,Abitazioni civili,OTTIMO,9000,12000,29,35,2,2014
CENTRO STORICO -DUOMO,Abitazioni civili,NORMALE,7500,9000,"22,7",29,2,2014
SANBABILA,Abitazioni civili,NORMALE,7500,9000,"22,7",29,2,2014
MONTENAPOLEONE,Abitazioni civili,NORMALE,7500,9000,"22,7",29,2,2014
MISSORI,Abitazioni civili,NORMALE,7500,9000,"22,7",29,2,2014
CAIROLI,Abitazioni civili,NORMALE,7500,9000,"22,7",29,2,2014
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,OTTIMO,7700,9000,22,30,2,2014
SANBABILA,Abitazioni di tipo economico,OTTIMO,7700,9000,22,30,2,2014
MONTENAPOLEONE,Abitazioni di tipo economico,OTTIMO,7700,9000,22,30,2,2014
MISSORI,Abitazioni di tipo economico,OTTIMO,7700,9000,22,30,2,2014
CAIROLI,Abitazioni di tipo economico,OTTIMO,7700,9000,22,30,2,2014
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,NORMALE,6400,7600,18,21,2,2014
SANBABILA,Abitazioni di tipo economico,NORMALE,6400,7600,18,21,2,2014
MONTENAPOLEONE,Abitazioni di tipo economico,NORMALE,6400,7600,18,21,2,2014
MISSORI,Abitazioni di tipo economico,NORMALE,6400,7600,18,21,2,2014
CAIROLI,Abitazioni di tipo economico,NORMALE,6400,7600,18,21,2,2014
CENTRO STORICO -DUOMO,Abitazioni signorili,OTTIMO,12000,14000,39,45,2,2014
SANBABILA,Abitazioni signorili,OTTIMO,12000,14000,39,45,2,2014
MONTENAPOLEONE,Abitazioni signorili,OTTIMO,12000,14000,39,45,2,2014
MISSORI,Abitazioni signorili,OTTIMO,12000,14000,39,45,2,2014
CAIROLI,Abitazioni signorili,OTTIMO,12000,14000,39,45,2,2014
CENTRO STORICO -DUOMO,Box,NORMALE,4700,6700,"13,5",20,2,2014
SANBABILA,Box,NORMALE,4700,6700,"13,5",20,2,2014
MONTENAPOLEONE,Box,NORMALE,4700,6700,"13,5",20,2,2014
MISSORI,Box,NORMALE,4700,6700,"13,5",20,2,2014
CAIROLI,Box,NORMALE,4700,6700,"13,5",20,2,2014
CENTRO STORICO -DUOMO,Magazzini,NORMALE,2500,3200,14,18,2,2014
SANBABILA,Magazzini,NORMALE,2500,3200,14,18,2,2014
MONTENAPOLEONE,Magazzini,NORMALE,2500,3200,14,18,2,2014
MISSORI,Magazzini,NORMALE,2500,3200,14,18,2,2014
CAIROLI,Magazzini,NORMALE,2500,3200,14,18,2,2014
CENTRO STORICO -DUOMO,Negozi,OTTIMO,15000,21000,81,120,2,2014
SANBABILA,Negozi,OTTIMO,15000,21000,81,120,2,2014
MONTENAPOLEONE,Negozi,OTTIMO,15000,21000,81,120,2,2014
MISSORI,Negozi,OTTIMO,15000,21000,81,120,2,2014
CAIROLI,Negozi,OTTIMO,15000,21000,81,120,2,2014
CENTRO STORICO -DUOMO,Negozi,NORMALE,9500,12500,41,60,2,2014
SANBABILA,Negozi,NORMALE,9500,12500,41,60,2,2014
MONTENAPOLEONE,Negozi,NORMALE,9500,12500,41,60,2,2014
MISSORI,Negozi,NORMALE,9500,12500,41,60,2,2014
CAIROLI,Negozi,NORMALE,9500,12500,41,60,2,2014
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6200,8100,25,"35,2",2,2014
SANBABILA,Uffici,OTTIMO,6200,8100,25,"35,2",2,2014
MONTENAPOLEONE,Uffici,OTTIMO,6200,8100,25,"35,2",2,2014
MISSORI,Uffici,OTTIMO,6200,8100,25,"35,2",2,2014
CAIROLI,Uffici,OTTIMO,6200,8100,25,"35,2",2,2014
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6700,9100,30,40,2,2014
SANBABILA,Uffici strutturati,OTTIMO,6700,9100,30,40,2,2014
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6700,9100,30,40,2,2014
MISSORI,Uffici strutturati,OTTIMO,6700,9100,30,40,2,2014
CAIROLI,Uffici strutturati,OTTIMO,6700,9100,30,40,2,2014
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,16,21,2,2014
SANBABILA,Laboratori,NORMALE,2800,3300,16,21,2,2014
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,16,21,2,2014
MISSORI,Laboratori,NORMALE,2800,3300,16,21,2,2014
CAIROLI,Laboratori,NORMALE,2800,3300,16,21,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,4500,5500,15,19,1,2014
SAN LORENZO,Abitazioni civili,NORMALE,4500,5500,15,19,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6000,7000,"20,5","26,5",1,2014
SAN LORENZO,Abitazioni civili,OTTIMO,6000,7000,"20,5","26,5",1,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5500,6000,17,19,1,2014
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5500,6000,17,19,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,1,2014
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7000,8500,23,27,1,2014
SAN LORENZO,Abitazioni signorili,OTTIMO,7000,8500,23,27,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4700,12,16,1,2014
SAN LORENZO,Box,NORMALE,3300,4700,12,16,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,1,2014
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3600,5400,19,26,1,2014
SAN LORENZO,Negozi,NORMALE,3600,5400,19,26,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4300,5200,"18,5","24,5",1,2014
SAN LORENZO,Uffici,OTTIMO,4300,5200,"18,5","24,5",1,2014
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4500,5900,20,28,1,2014
SAN LORENZO,Uffici strutturati,OTTIMO,4500,5900,20,28,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,12,15,1,2014
SAN LORENZO,Laboratori,NORMALE,2200,2600,12,15,1,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,7000,8000,"20,5","26,5",2,2014
SAN LORENZO,Abitazioni civili,OTTIMO,7000,8000,"20,5","26,5",2,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,5000,6500,15,19,2,2014
SAN LORENZO,Abitazioni civili,NORMALE,5000,6500,15,19,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,2,2014
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5500,6500,17,19,2,2014
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5500,6500,17,19,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,8000,9500,23,27,2,2014
SAN LORENZO,Abitazioni signorili,OTTIMO,8000,9500,23,27,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4700,12,16,2,2014
SAN LORENZO,Box,NORMALE,3300,4700,12,16,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,2,2014
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5300,7500,28,38,2,2014
SAN LORENZO,Negozi,OTTIMO,5300,7500,28,38,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3600,5300,"18,5",28,2,2014
SAN LORENZO,Negozi,NORMALE,3600,5300,"18,5",28,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4300,5200,"18,5","24,5",2,2014
SAN LORENZO,Uffici,OTTIMO,4300,5200,"18,5","24,5",2,2014
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4500,5900,20,28,2,2014
SAN LORENZO,Uffici strutturati,OTTIMO,4500,5900,20,28,2,2014
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,12,15,2,2014
SAN LORENZO,Laboratori,NORMALE,2200,2600,12,15,2,2014
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,8000,18,23,1,2014
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,8000,10000,25,30,1,2014
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,7000,8000,21,25,1,2014
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,17,21,1,2014
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,12000,"32,5",39,1,2014
CENTRO STORICO - BRERA,Box,NORMALE,4000,5000,12,15,1,2014
CENTRO STORICO - BRERA,Magazzini,NORMALE,1550,2300,"7,5",11,1,2014
CENTRO STORICO - BRERA,Negozi,NORMALE,4300,6400,22,32,1,2014
CENTRO STORICO - BRERA,Uffici,OTTIMO,3500,4500,14,18,1,2014
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4500,5500,18,22,1,2014
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3000,"12,5",15,1,2014
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,8000,10000,25,30,2,2014
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,8000,18,23,2,2014
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,17,21,2,2014
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6900,8000,21,25,2,2014
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,12000,"32,5",39,2,2014
CENTRO STORICO - BRERA,Box,NORMALE,4000,5000,12,15,2,2014
CENTRO STORICO - BRERA,Magazzini,NORMALE,1550,2300,"7,5",11,2,2014
CENTRO STORICO - BRERA,Negozi,OTTIMO,6000,8500,30,43,2,2014
