Zona_Descr,Descr_Tipologia,Stato,Compr_min,Compr_max,Loc_min,Loc_max,Semestre,Anno
MONTENAPOLEONE,Uffici,OTTIMO,6500,8200,24,33,1,2019
MISSORI,Uffici,OTTIMO,6500,8200,24,33,1,2019
CAIROLI,Uffici,OTTIMO,6500,8200,24,33,1,2019
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6600,9300,"29,5","42,8",1,2019
SANBABILA,Uffici strutturati,OTTIMO,6600,9300,"29,5","42,8",1,2019
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6600,9300,"29,5","42,8",1,2019
MISSORI,Uffici strutturati,OTTIMO,6600,9300,"29,5","42,8",1,2019
CAIROLI,Uffici strutturati,OTTIMO,6600,9300,"29,5","42,8",1,2019
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,15,"20,5",1,2019
SANBABILA,Laboratori,NORMALE,2800,3300,15,"20,5",1,2019
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,15,"20,5",1,2019
MISSORI,Laboratori,NORMALE,2800,3300,15,"20,5",1,2019
CAIROLI,Laboratori,NORMALE,2800,3300,15,"20,5",1,2019
CENTRO STORICO -DUOMO,Abitazioni civili,OTTIMO,9000,12300,28,"37,5",2,2019
SANBABILA,Abitazioni civili,OTTIMO,9000,12300,28,"37,5",2,2019
MONTENAPOLEONE,Abitazioni civili,OTTIMO,9000,12300,28,"37,5",2,2019
MISSORI,Abitazioni civili,OTTIMO,9000,12300,28,"37,5",2,2019
CAIROLI,Abitazioni civili,OTTIMO,9000,12300,28,"37,5",2,2019
CENTRO STORICO -DUOMO,Abitazioni civili,NORMALE,7400,9000,23,28,2,2019
SANBABILA,Abitazioni civili,NORMALE,7400,9000,23,28,2,2019
MONTENAPOLEONE,Abitazioni civili,NORMALE,7400,9000,23,28,2,2019
MISSORI,Abitazioni civili,NORMALE,7400,9000,23,28,2,2019
CAIROLI,Abitazioni civili,NORMALE,7400,9000,23,28,2,2019
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,OTTIMO,7800,9000,24,30,2,2019
SANBABILA,Abitazioni di tipo economico,OTTIMO,7800,9000,24,30,2,2019
MONTENAPOLEONE,Abitazioni di tipo economico,OTTIMO,7800,9000,24,30,2,2019
MISSORI,Abitazioni di tipo economico,OTTIMO,7800,9000,24,30,2,2019
CAIROLI,Abitazioni di tipo economico,OTTIMO,7800,9000,24,30,2,2019
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,NORMALE,6500,7800,18,22,2,2019
SANBABILA,Abitazioni di tipo economico,NORMALE,6500,7800,18,22,2,2019
MONTENAPOLEONE,Abitazioni di tipo economico,NORMALE,6500,7800,18,22,2,2019
MISSORI,Abitazioni di tipo economico,NORMALE,6500,7800,18,22,2,2019
CAIROLI,Abitazioni di tipo economico,NORMALE,6500,7800,18,22,2,2019
CENTRO STORICO -DUOMO,Abitazioni signorili,OTTIMO,11200,14300,"37,5",46,2,2019
SANBABILA,Abitazioni signorili,OTTIMO,11200,14300,"37,5",46,2,2019
MONTENAPOLEONE,Abitazioni signorili,OTTIMO,11200,14300,"37,5",46,2,2019
MISSORI,Abitazioni signorili,OTTIMO,11200,14300,"37,5",46,2,2019
CAIROLI,Abitazioni signorili,OTTIMO,11200,14300,"37,5",46,2,2019
CENTRO STORICO -DUOMO,Box,NORMALE,4700,6600,"14,5","21,5",2,2019
SANBABILA,Box,NORMALE,4700,6600,"14,5","21,5",2,2019
MONTENAPOLEONE,Box,NORMALE,4700,6600,"14,5","21,5",2,2019
MISSORI,Box,NORMALE,4700,6600,"14,5","21,5",2,2019
CAIROLI,Box,NORMALE,4700,6600,"14,5","21,5",2,2019
CENTRO STORICO -DUOMO,Magazzini,NORMALE,2550,3300,14,18,2,2019
SANBABILA,Magazzini,NORMALE,2550,3300,14,18,2,2019
MONTENAPOLEONE,Magazzini,NORMALE,2550,3300,14,18,2,2019
MISSORI,Magazzini,NORMALE,2550,3300,14,18,2,2019
CAIROLI,Magazzini,NORMALE,2550,3300,14,18,2,2019
CENTRO STORICO -DUOMO,Negozi,OTTIMO,15100,21600,83,124,2,2019
SANBABILA,Negozi,OTTIMO,15100,21600,83,124,2,2019
MONTENAPOLEONE,Negozi,OTTIMO,15100,21600,83,124,2,2019
MISSORI,Negozi,OTTIMO,15100,21600,83,124,2,2019
CAIROLI,Negozi,OTTIMO,15100,21600,83,124,2,2019
CENTRO STORICO -DUOMO,Negozi,NORMALE,8800,12400,40,59,2,2019
SANBABILA,Negozi,NORMALE,8800,12400,40,59,2,2019
MONTENAPOLEONE,Negozi,NORMALE,8800,12400,40,59,2,2019
MISSORI,Negozi,NORMALE,8800,12400,40,59,2,2019
CAIROLI,Negozi,NORMALE,8800,12400,40,59,2,2019
CENTRO STORICO -DUOMO,Uffici,OTTIMO,5800,9000,"21,3",36,2,2019
SANBABILA,Uffici,OTTIMO,5800,9000,"21,3",36,2,2019
MONTENAPOLEONE,Uffici,OTTIMO,5800,9000,"21,3",36,2,2019
MISSORI,Uffici,OTTIMO,5800,9000,"21,3",36,2,2019
CAIROLI,Uffici,OTTIMO,5800,9000,"21,3",36,2,2019
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6200,10000,"27,9","45,8",2,2019
SANBABILA,Uffici strutturati,OTTIMO,6200,10000,"27,9","45,8",2,2019
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6200,10000,"27,9","45,8",2,2019
MISSORI,Uffici strutturati,OTTIMO,6200,10000,"27,9","45,8",2,2019
CAIROLI,Uffici strutturati,OTTIMO,6200,10000,"27,9","45,8",2,2019
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,15,"20,5",2,2019
SANBABILA,Laboratori,NORMALE,2800,3300,15,"20,5",2,2019
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,15,"20,5",2,2019
MISSORI,Laboratori,NORMALE,2800,3300,15,"20,5",2,2019
CAIROLI,Laboratori,NORMALE,2800,3300,15,"20,5",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,5100,6800,15,"17,8",1,2019
SAN LORENZO,Abitazioni civili,NORMALE,5100,6800,15,"17,8",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6900,8200,"19,5","27,3",1,2019
SAN LORENZO,Abitazioni civili,OTTIMO,6900,8200,"19,5","27,3",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4100,5000,13,"16,3",1,2019
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4100,5000,13,"16,3",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"19,3",1,2019
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"19,3",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7700,9400,"23,9",29,1,2019
SAN LORENZO,Abitazioni signorili,OTTIMO,7700,9400,"23,9",29,1,2019
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4500,"10,5","15,5",1,2019
SAN LORENZO,Box,NORMALE,3300,4500,"10,5","15,5",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,1,2019
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,1,2019
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5400,7400,"29,5","40,8",1,2019
SAN LORENZO,Negozi,OTTIMO,5400,7400,"29,5","40,8",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3700,5300,19,"27,7",1,2019
SAN LORENZO,Negozi,NORMALE,3700,5300,19,"27,7",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4400,5400,19,"23,9",1,2019
SAN LORENZO,Uffici,OTTIMO,4400,5400,19,"23,9",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4600,6100,"20,6","27,9",1,2019
SAN LORENZO,Uffici strutturati,OTTIMO,4600,6100,"20,6","27,9",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,"11,7","14,7",1,2019
SAN LORENZO,Laboratori,NORMALE,2200,2600,"11,7","14,7",1,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6900,8200,"18,5","27,3",2,2019
SAN LORENZO,Abitazioni civili,OTTIMO,6900,8200,"18,5","27,3",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,5000,6900,"14,5","18,5",2,2019
SAN LORENZO,Abitazioni civili,NORMALE,5000,6900,"14,5","18,5",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4100,5100,13,17,2,2019
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4100,5100,13,17,2,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"20,2",2,2019
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"20,2",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7600,9400,"22,7",29,2,2019
SAN LORENZO,Abitazioni signorili,OTTIMO,7600,9400,"22,7",29,2,2019
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4500,"10,5","15,5",2,2019
SAN LORENZO,Box,NORMALE,3300,4500,"10,5","15,5",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1600,2300,"9,5",13,2,2019
SAN LORENZO,Magazzini,NORMALE,1600,2300,"9,5",13,2,2019
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5300,7400,"29,5","40,8",2,2019
SAN LORENZO,Negozi,OTTIMO,5300,7400,"29,5","40,8",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3700,5300,20,"27,7",2,2019
SAN LORENZO,Negozi,NORMALE,3700,5300,20,"27,7",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4200,5800,"18,2","25,6",2,2019
SAN LORENZO,Uffici,OTTIMO,4200,5800,"18,2","25,6",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4600,6200,"20,6","28,4",2,2019
SAN LORENZO,Uffici strutturati,OTTIMO,4600,6200,"20,6","28,4",2,2019
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,"11,7","14,7",2,2019
SAN LORENZO,Laboratori,NORMALE,2200,2600,"11,7","14,7",2,2019
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,8100,10200,"21,8","28,8",1,2019
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,8000,"18,6","21,8",1,2019
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6600,17,"20,3",1,2019
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6700,8000,"20,8","24,3",1,2019
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,12400,"32,2","38,6",1,2019
CENTRO STORICO - BRERA,Box,NORMALE,3500,5200,"11,5","15,5",1,2019
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2000,7,"10,5",1,2019
CENTRO STORICO - BRERA,Negozi,OTTIMO,6500,8500,30,"43,7",1,2019
CENTRO STORICO - BRERA,Negozi,NORMALE,4500,6500,20,"28,4",1,2019
CENTRO STORICO - BRERA,Uffici,OTTIMO,3900,4700,"17,3","23,4",1,2019
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4700,6000,21,27,1,2019
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3100,11,14,1,2019
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,8000,10000,"22,1",29,2,2019
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,8000,"18,6","22,1",2,2019
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6700,8000,"20,8","24,3",2,2019
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6600,17,"20,3",2,2019
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,12400,29,"38,6",2,2019
CENTRO STORICO - BRERA,Box,NORMALE,3500,5200,"11,5","15,5",2,2019
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2000,7,"10,5",2,2019
CENTRO STORICO - BRERA,Negozi,OTTIMO,6500,8500,30,"43,7",2,2019
CENTRO STORICO - BRERA,Negozi,NORMALE,4500,6500,20,"28,4",2,2019
CENTRO STORICO - BRERA,Uffici,OTTIMO,4300,5800,19,"25,6",2,2019
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4800,6200,"21,6","27,9",2,2019
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3100,11,14,2,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7800,9200,"21,3","25,9",1,2019
CADORNA,Abitazioni civili,OTTIMO,7800,9200,"21,3","25,9",1,2019
VIA DANTE,Abitazioni civili,OTTIMO,7800,9200,"21,3","25,9",1,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,5900,7800,"18,4","21,2",1,2019
CADORNA,Abitazioni civili,NORMALE,5900,7800,"18,4","21,2",1,2019
VIA DANTE,Abitazioni civili,NORMALE,5900,7800,"18,4","21,2",1,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6100,7600,"18,3","21,3",1,2019
CADORNA,Abitazioni di tipo economico,OTTIMO,6100,7600,"18,3","21,3",1,2019
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6100,7600,"18,3","21,3",1,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5500,6000,16,"18,2",1,2019
CADORNA,Abitazioni di tipo economico,NORMALE,5500,6000,16,"18,2",1,2019
VIA DANTE,Abitazioni di tipo economico,NORMALE,5500,6000,16,"18,2",1,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,9100,10900,26,36,1,2019
CADORNA,Abitazioni signorili,OTTIMO,9100,10900,26,36,1,2019
VIA DANTE,Abitazioni signorili,OTTIMO,9100,10900,26,36,1,2019
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3800,5100,"12,5",17,1,2019
CADORNA,Box,NORMALE,3800,5100,"12,5",17,1,2019
VIA DANTE,Box,NORMALE,3800,5100,"12,5",17,1,2019
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,10,13,1,2019
CADORNA,Magazzini,NORMALE,1500,2100,10,13,1,2019
VIA DANTE,Magazzini,NORMALE,1500,2100,10,13,1,2019
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5600,8000,"27,5","40,7",1,2019
CADORNA,Negozi,OTTIMO,5600,8000,"27,5","40,7",1,2019
VIA DANTE,Negozi,OTTIMO,5600,8000,"27,5","40,7",1,2019
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4000,5600,"18,4","26,8",1,2019
CADORNA,Negozi,NORMALE,4000,5600,"18,4","26,8",1,2019
VIA DANTE,Negozi,NORMALE,4000,5600,"18,4","26,8",1,2019
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,3600,4600,"13,8","19,8",1,2019
CADORNA,Uffici,OTTIMO,3600,4600,"13,8","19,8",1,2019
VIA DANTE,Uffici,OTTIMO,3600,4600,"13,8","19,8",1,2019
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4700,5800,20,24,1,2019
CADORNA,Uffici strutturati,OTTIMO,4700,5800,20,24,1,2019
VIA DANTE,Uffici strutturati,OTTIMO,4700,5800,20,24,1,2019
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,1,2019
CADORNA,Laboratori,NORMALE,2400,3000,12,15,1,2019
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,1,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7800,9600,"21,3","25,9",2,2019
CADORNA,Abitazioni civili,OTTIMO,7800,9600,"21,3","25,9",2,2019
VIA DANTE,Abitazioni civili,OTTIMO,7800,9600,"21,3","25,9",2,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6100,7800,"17,5","21,2",2,2019
CADORNA,Abitazioni civili,NORMALE,6100,7800,"17,5","21,2",2,2019
VIA DANTE,Abitazioni civili,NORMALE,6100,7800,"17,5","21,2",2,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",2,2019
CADORNA,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",2,2019
VIA DANTE,Abitazioni di tipo economico,NORMALE,5700,6100,16,"18,2",2,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6100,7800,"18,3","21,3",2,2019
CADORNA,Abitazioni di tipo economico,OTTIMO,6100,7800,"18,3","21,3",2,2019
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6100,7800,"18,3","21,3",2,2019
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,8700,11400,"24,7",36,2,2019
CADORNA,Abitazioni signorili,OTTIMO,8700,11400,"24,7",36,2,2019
VIA DANTE,Abitazioni signorili,OTTIMO,8700,11400,"24,7",36,2,2019
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3800,5100,"12,5",17,2,2019
CADORNA,Box,NORMALE,3800,5100,"12,5",17,2,2019
VIA DANTE,Box,NORMALE,3800,5100,"12,5",17,2,2019
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,10,13,2,2019
CADORNA,Magazzini,NORMALE,1500,2100,10,13,2,2019
VIA DANTE,Magazzini,NORMALE,1500,2100,10,13,2,2019
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5500,8000,"27,5","40,7",2,2019
CADORNA,Negozi,OTTIMO,5500,8000,"27,5","40,7",2,2019
VIA DANTE,Negozi,OTTIMO,5500,8000,"27,5","40,7",2,2019
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4000,5500,"18,4","26,8",2,2019
CADORNA,Negozi,NORMALE,4000,5500,"18,4","26,8",2,2019
VIA DANTE,Negozi,NORMALE,4000,5500,"18,4","26,8",2,2019
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,4300,5800,"16,4","25,1",2,2019
CADORNA,Uffici,OTTIMO,4300,5800,"16,4","25,1",2,2019
VIA DANTE,Uffici,OTTIMO,4300,5800,"16,4","25,1",2,2019
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4800,6200,"20,4","25,8",2,2019
CADORNA,Uffici strutturati,OTTIMO,4800,6200,"20,4","25,8",2,2019
VIA DANTE,Uffici strutturati,OTTIMO,4800,6200,"20,4","25,8",2,2019
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,2,2019
CADORNA,Laboratori,NORMALE,2400,3000,12,15,2,2019
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,2,2019
PARCO SEMPIONE,Abitazioni civili,OTTIMO,5800,8000,"16,9","24,8",1,2019
ARCO DELLA PACE,Abitazioni civili,OTTIMO,5800,8000,"16,9","24,8",1,2019
CORSO MAGENTA,Abitazioni civili,OTTIMO,5800,8000,"16,9","24,8",1,2019
PARCO SEMPIONE,Abitazioni civili,NORMALE,4300,5800,"13,2","16,8",1,2019
ARCO DELLA PACE,Abitazioni civili,NORMALE,4300,5800,"13,2","16,8",1,2019
CORSO MAGENTA,Abitazioni civili,NORMALE,4300,5800,"13,2","16,8",1,2019
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5300,"12,8","17,5",1,2019
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5300,"12,8","17,5",1,2019
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5300,"12,8","17,5",1,2019
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,3000,3800,10,"12,8",1,2019
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,3000,3800,10,"12,8",1,2019
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,3000,3800,10,"12,8",1,2019
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,7800,10700,"24,2",28,1,2019
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,7800,10700,"24,2",28,1,2019
CORSO MAGENTA,Abitazioni signorili,OTTIMO,7800,10700,"24,2",28,1,2019
PARCO SEMPIONE,Box,NORMALE,2400,3600,10,"13,7",1,2019
ARCO DELLA PACE,Box,NORMALE,2400,3600,10,"13,7",1,2019
CORSO MAGENTA,Box,NORMALE,2400,3600,10,"13,7",1,2019
PARCO SEMPIONE,Magazzini,NORMALE,900,1200,"4,8","6,4",1,2019
ARCO DELLA PACE,Magazzini,NORMALE,900,1200,"4,8","6,4",1,2019
CORSO MAGENTA,Magazzini,NORMALE,900,1200,"4,8","6,4",1,2019
PARCO SEMPIONE,Negozi,OTTIMO,5000,7400,26,39,1,2019
ARCO DELLA PACE,Negozi,OTTIMO,5000,7400,26,39,1,2019
CORSO MAGENTA,Negozi,OTTIMO,5000,7400,26,39,1,2019
PARCO SEMPIONE,Negozi,NORMALE,3300,4900,"16,6",25,1,2019
ARCO DELLA PACE,Negozi,NORMALE,3300,4900,"16,6",25,1,2019
CORSO MAGENTA,Negozi,NORMALE,3300,4900,"16,6",25,1,2019
PARCO SEMPIONE,Uffici,OTTIMO,3800,4700,"14,1","18,7",1,2019
ARCO DELLA PACE,Uffici,OTTIMO,3800,4700,"14,1","18,7",1,2019
CORSO MAGENTA,Uffici,OTTIMO,3800,4700,"14,1","18,7",1,2019
PARCO SEMPIONE,Uffici strutturati,OTTIMO,4000,5500,"20,5","27,3",1,2019
ARCO DELLA PACE,Uffici strutturati,OTTIMO,4000,5500,"20,5","27,3",1,2019
CORSO MAGENTA,Uffici strutturati,OTTIMO,4000,5500,"20,5","27,3",1,2019
PARCO SEMPIONE,Laboratori,NORMALE,1500,2000,"7,5",10,1,2019
ARCO DELLA PACE,Laboratori,NORMALE,1500,2000,"7,5",10,1,2019
CORSO MAGENTA,Laboratori,NORMALE,1500,2000,"7,5",10,1,2019
PARCO SEMPIONE,Abitazioni civili,OTTIMO,5800,8200,"16,9",26,2,2019
ARCO DELLA PACE,Abitazioni civili,OTTIMO,5800,8200,"16,9",26,2,2019
CORSO MAGENTA,Abitazioni civili,OTTIMO,5800,8200,"16,9",26,2,2019
PARCO SEMPIONE,Abitazioni civili,NORMALE,4300,5800,"13,2","16,9",2,2019
ARCO DELLA PACE,Abitazioni civili,NORMALE,4300,5800,"13,2","16,9",2,2019
CORSO MAGENTA,Abitazioni civili,NORMALE,4300,5800,"13,2","16,9",2,2019
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,3000,3800,10,"12,8",2,2019
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,3000,3800,10,"12,8",2,2019
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,3000,3800,10,"12,8",2,2019
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5800,"12,8",18,2,2019
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5800,"12,8",18,2,2019
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5800,"12,8",18,2,2019
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,7800,10700,"24,2",28,2,2019
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,7800,10700,"24,2",28,2,2019
