Zona_Descr,Descr_Tipologia,Stato,Compr_min,Compr_max,Loc_min,Loc_max,Semestre,Anno
CAIROLI,Negozi,OTTIMO,14900,21400,"79,8",119,2,2017
CENTRO STORICO -DUOMO,Negozi,NORMALE,9300,12600,"41,5","56,5",2,2017
SANBABILA,Negozi,NORMALE,9300,12600,"41,5","56,5",2,2017
MONTENAPOLEONE,Negozi,NORMALE,9300,12600,"41,5","56,5",2,2017
MISSORI,Negozi,NORMALE,9300,12600,"41,5","56,5",2,2017
CAIROLI,Negozi,NORMALE,9300,12600,"41,5","56,5",2,2017
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6400,8300,"23,8","34,5",2,2017
SANBABILA,Uffici,OTTIMO,6400,8300,"23,8","34,5",2,2017
MONTENAPOLEONE,Uffici,OTTIMO,6400,8300,"23,8","34,5",2,2017
MISSORI,Uffici,OTTIMO,6400,8300,"23,8","34,5",2,2017
CAIROLI,Uffici,OTTIMO,6400,8300,"23,8","34,5",2,2017
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6700,9100,"29,3","41,3",2,2017
SANBABILA,Uffici strutturati,OTTIMO,6700,9100,"29,3","41,3",2,2017
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6700,9100,"29,3","41,3",2,2017
MISSORI,Uffici strutturati,OTTIMO,6700,9100,"29,3","41,3",2,2017
CAIROLI,Uffici strutturati,OTTIMO,6700,9100,"29,3","41,3",2,2017
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2800,3300,15,"20,5",2,2017
SANBABILA,Laboratori,NORMALE,2800,3300,15,"20,5",2,2017
MONTENAPOLEONE,Laboratori,NORMALE,2800,3300,15,"20,5",2,2017
MISSORI,Laboratori,NORMALE,2800,3300,15,"20,5",2,2017
CAIROLI,Laboratori,NORMALE,2800,3300,15,"20,5",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6700,7900,18,"25,6",1,2017
SAN LORENZO,Abitazioni civili,OTTIMO,6700,7900,18,"25,6",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,4800,6600,"16,5",18,1,2017
SAN LORENZO,Abitazioni civili,NORMALE,4800,6600,"16,5",18,1,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4100,5000,13,"16,5",1,2017
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4100,5000,13,"16,5",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5100,6300,17,"18,5",1,2017
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5100,6300,17,"18,5",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7800,9100,"23,5","27,5",1,2017
SAN LORENZO,Abitazioni signorili,OTTIMO,7800,9100,"23,5","27,5",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4500,11,15,1,2017
SAN LORENZO,Box,NORMALE,3300,4500,11,15,1,2017
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,1,2017
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,1,2017
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5200,7200,"28,7","37,5",1,2017
SAN LORENZO,Negozi,OTTIMO,5200,7200,"28,7","37,5",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3500,5200,"18,2","28,5",1,2017
SAN LORENZO,Negozi,NORMALE,3500,5200,"18,2","28,5",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4400,5100,19,"24,8",1,2017
SAN LORENZO,Uffici,OTTIMO,4400,5100,19,"24,8",1,2017
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4600,5800,20,28,1,2017
SAN LORENZO,Uffici strutturati,OTTIMO,4600,5800,20,28,1,2017
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,12,15,1,2017
SAN LORENZO,Laboratori,NORMALE,2200,2600,12,15,1,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6800,8000,"18,8","25,8",2,2017
SAN LORENZO,Abitazioni civili,OTTIMO,6800,8000,"18,8","25,8",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,4900,6600,"16,3","17,8",2,2017
SAN LORENZO,Abitazioni civili,NORMALE,4900,6600,"16,3","17,8",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4100,5000,13,"16,3",2,2017
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4100,5000,13,"16,3",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"18,8",2,2017
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5100,6400,17,"18,8",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7700,9200,"23,3","27,5",2,2017
SAN LORENZO,Abitazioni signorili,OTTIMO,7700,9200,"23,3","27,5",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4500,11,15,2,2017
SAN LORENZO,Box,NORMALE,3300,4500,11,15,2,2017
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,2,2017
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,2,2017
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5200,7300,"28,7",38,2,2017
SAN LORENZO,Negozi,OTTIMO,5200,7300,"28,7",38,2,2017
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3600,5200,"18,2","28,5",2,2017
SAN LORENZO,Negozi,NORMALE,3600,5200,"18,2","28,5",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4300,5100,"18,8","24,8",2,2017
SAN LORENZO,Uffici,OTTIMO,4300,5100,"18,8","24,8",2,2017
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4600,5900,20,28,2,2017
SAN LORENZO,Uffici strutturati,OTTIMO,4600,5900,20,28,2,2017
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,12,15,2,2017
SAN LORENZO,Laboratori,NORMALE,2200,2600,12,15,2,2017
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,7900,9800,"22,5","27,8",1,2017
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,7900,"18,5","21,5",1,2017
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6600,7900,21,"24,5",1,2017
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,17,21,1,2017
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,9900,11700,33,"38,5",1,2017
CENTRO STORICO - BRERA,Box,NORMALE,3900,5000,12,15,1,2017
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2000,7,"10,5",1,2017
CENTRO STORICO - BRERA,Negozi,OTTIMO,6400,8300,"29,5",42,1,2017
CENTRO STORICO - BRERA,Negozi,NORMALE,4500,6300,"21,8","29,5",1,2017
CENTRO STORICO - BRERA,Uffici,OTTIMO,3800,4500,"16,5","22,5",1,2017
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4400,5300,21,24,1,2017
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3100,11,14,1,2017
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,8000,9900,"22,3","27,8",2,2017
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,7800,"18,6","21,8",2,2017
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,17,21,2,2017
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6600,7800,"21,3","24,8",2,2017
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,9800,11800,33,"38,2",2,2017
CENTRO STORICO - BRERA,Box,NORMALE,3800,5000,12,15,2,2017
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2000,7,"10,5",2,2017
CENTRO STORICO - BRERA,Negozi,OTTIMO,6500,8300,"29,5","42,5",2,2017
CENTRO STORICO - BRERA,Negozi,NORMALE,4600,6300,"21,8","29,3",2,2017
CENTRO STORICO - BRERA,Uffici,OTTIMO,3700,4500,"16,3","22,3",2,2017
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4400,5400,"21,2","24,3",2,2017
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3100,11,14,2,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7300,8900,22,"25,6",1,2017
CADORNA,Abitazioni civili,OTTIMO,7300,8900,22,"25,6",1,2017
VIA DANTE,Abitazioni civili,OTTIMO,7300,8900,22,"25,6",1,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6200,7300,"19,3",22,1,2017
CADORNA,Abitazioni civili,NORMALE,6200,7300,"19,3",22,1,2017
VIA DANTE,Abitazioni civili,NORMALE,6200,7300,"19,3",22,1,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6200,7400,"18,8",22,1,2017
CADORNA,Abitazioni di tipo economico,OTTIMO,6200,7400,"18,8",22,1,2017
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6200,7400,"18,8",22,1,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5500,6200,16,"18,5",1,2017
CADORNA,Abitazioni di tipo economico,NORMALE,5500,6200,16,"18,5",1,2017
VIA DANTE,Abitazioni di tipo economico,NORMALE,5500,6200,16,"18,5",1,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,9000,10500,25,35,1,2017
CADORNA,Abitazioni signorili,OTTIMO,9000,10500,25,35,1,2017
VIA DANTE,Abitazioni signorili,OTTIMO,9000,10500,25,35,1,2017
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3800,5100,"12,5","16,5",1,2017
CADORNA,Box,NORMALE,3800,5100,"12,5","16,5",1,2017
VIA DANTE,Box,NORMALE,3800,5100,"12,5","16,5",1,2017
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,10,13,1,2017
CADORNA,Magazzini,NORMALE,1500,2100,10,13,1,2017
VIA DANTE,Magazzini,NORMALE,1500,2100,10,13,1,2017
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5500,7800,27,39,1,2017
CADORNA,Negozi,OTTIMO,5500,7800,27,39,1,2017
VIA DANTE,Negozi,OTTIMO,5500,7800,27,39,1,2017
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4300,5500,19,27,1,2017
CADORNA,Negozi,NORMALE,4300,5500,19,27,1,2017
VIA DANTE,Negozi,NORMALE,4300,5500,19,27,1,2017
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,3800,4600,15,"20,5",1,2017
CADORNA,Uffici,OTTIMO,3800,4600,15,"20,5",1,2017
VIA DANTE,Uffici,OTTIMO,3800,4600,15,"20,5",1,2017
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4600,5500,"20,5","23,5",1,2017
CADORNA,Uffici strutturati,OTTIMO,4600,5500,"20,5","23,5",1,2017
VIA DANTE,Uffici strutturati,OTTIMO,4600,5500,"20,5","23,5",1,2017
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,1,2017
CADORNA,Laboratori,NORMALE,2400,3000,12,15,1,2017
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,1,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7400,9000,"22,3","25,9",2,2017
CADORNA,Abitazioni civili,OTTIMO,7400,9000,"22,3","25,9",2,2017
VIA DANTE,Abitazioni civili,OTTIMO,7400,9000,"22,3","25,9",2,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6300,7400,19,"21,8",2,2017
CADORNA,Abitazioni civili,NORMALE,6300,7400,19,"21,8",2,2017
VIA DANTE,Abitazioni civili,NORMALE,6300,7400,19,"21,8",2,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5500,6200,16,"18,5",2,2017
CADORNA,Abitazioni di tipo economico,NORMALE,5500,6200,16,"18,5",2,2017
VIA DANTE,Abitazioni di tipo economico,NORMALE,5500,6200,16,"18,5",2,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6200,7500,"18,8",22,2,2017
CADORNA,Abitazioni di tipo economico,OTTIMO,6200,7500,"18,8",22,2,2017
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6200,7500,"18,8",22,2,2017
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,8900,10500,25,35,2,2017
CADORNA,Abitazioni signorili,OTTIMO,8900,10500,25,35,2,2017
VIA DANTE,Abitazioni signorili,OTTIMO,8900,10500,25,35,2,2017
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3900,5100,"12,5","16,5",2,2017
CADORNA,Box,NORMALE,3900,5100,"12,5","16,5",2,2017
VIA DANTE,Box,NORMALE,3900,5100,"12,5","16,5",2,2017
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,10,13,2,2017
CADORNA,Magazzini,NORMALE,1500,2100,10,13,2,2017
VIA DANTE,Magazzini,NORMALE,1500,2100,10,13,2,2017
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5500,7900,"27,2","39,2",2,2017
CADORNA,Negozi,OTTIMO,5500,7900,"27,2","39,2",2,2017
VIA DANTE,Negozi,OTTIMO,5500,7900,"27,2","39,2",2,2017
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4200,5500,"18,7","26,8",2,2017
CADORNA,Negozi,NORMALE,4200,5500,"18,7","26,8",2,2017
VIA DANTE,Negozi,NORMALE,4200,5500,"18,7","26,8",2,2017
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,3900,4600,15,"20,5",2,2017
CADORNA,Uffici,OTTIMO,3900,4600,15,"20,5",2,2017
VIA DANTE,Uffici,OTTIMO,3900,4600,15,"20,5",2,2017
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4600,5400,"20,5","23,5",2,2017
CADORNA,Uffici strutturati,OTTIMO,4600,5400,"20,5","23,5",2,2017
VIA DANTE,Uffici strutturati,OTTIMO,4600,5400,"20,5","23,5",2,2017
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,2,2017
CADORNA,Laboratori,NORMALE,2400,3000,12,15,2,2017
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,2,2017
PARCO SEMPIONE,Abitazioni civili,NORMALE,4100,5600,"12,9","16,2",1,2017
ARCO DELLA PACE,Abitazioni civili,NORMALE,4100,5600,"12,9","16,2",1,2017
CORSO MAGENTA,Abitazioni civili,NORMALE,4100,5600,"12,9","16,2",1,2017
PARCO SEMPIONE,Abitazioni civili,OTTIMO,5700,7700,"17,4","23,5",1,2017
ARCO DELLA PACE,Abitazioni civili,OTTIMO,5700,7700,"17,4","23,5",1,2017
CORSO MAGENTA,Abitazioni civili,OTTIMO,5700,7700,"17,4","23,5",1,2017
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,2950,3800,10,"12,3",1,2017
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,2950,3800,10,"12,3",1,2017
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,2950,3800,10,"12,3",1,2017
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5000,"12,3","16,8",1,2017
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5000,"12,3","16,8",1,2017
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5000,"12,3","16,8",1,2017
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,8000,10900,"25,6","28,5",1,2017
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,8000,10900,"25,6","28,5",1,2017
CORSO MAGENTA,Abitazioni signorili,OTTIMO,8000,10900,"25,6","28,5",1,2017
PARCO SEMPIONE,Box,NORMALE,2500,3400,"9,5","12,8",1,2017
ARCO DELLA PACE,Box,NORMALE,2500,3400,"9,5","12,8",1,2017
CORSO MAGENTA,Box,NORMALE,2500,3400,"9,5","12,8",1,2017
PARCO SEMPIONE,Magazzini,NORMALE,900,1100,"4,8","6,2",1,2017
ARCO DELLA PACE,Magazzini,NORMALE,900,1100,"4,8","6,2",1,2017
CORSO MAGENTA,Magazzini,NORMALE,900,1100,"4,8","6,2",1,2017
PARCO SEMPIONE,Negozi,NORMALE,3400,4800,16,21,1,2017
ARCO DELLA PACE,Negozi,NORMALE,3400,4800,16,21,1,2017
CORSO MAGENTA,Negozi,NORMALE,3400,4800,16,21,1,2017
PARCO SEMPIONE,Uffici,OTTIMO,3700,4700,16,18,1,2017
ARCO DELLA PACE,Uffici,OTTIMO,3700,4700,16,18,1,2017
CORSO MAGENTA,Uffici,OTTIMO,3700,4700,16,18,1,2017
PARCO SEMPIONE,Uffici strutturati,OTTIMO,3900,5000,19,"25,5",1,2017
ARCO DELLA PACE,Uffici strutturati,OTTIMO,3900,5000,19,"25,5",1,2017
CORSO MAGENTA,Uffici strutturati,OTTIMO,3900,5000,19,"25,5",1,2017
PARCO SEMPIONE,Laboratori,NORMALE,1500,1800,8,"9,8",1,2017
ARCO DELLA PACE,Laboratori,NORMALE,1500,1800,8,"9,8",1,2017
CORSO MAGENTA,Laboratori,NORMALE,1500,1800,8,"9,8",1,2017
PARCO SEMPIONE,Abitazioni civili,NORMALE,4100,5600,"12,9","16,2",2,2017
ARCO DELLA PACE,Abitazioni civili,NORMALE,4100,5600,"12,9","16,2",2,2017
CORSO MAGENTA,Abitazioni civili,NORMALE,4100,5600,"12,9","16,2",2,2017
PARCO SEMPIONE,Abitazioni civili,OTTIMO,5700,7700,"17,4","23,7",2,2017
ARCO DELLA PACE,Abitazioni civili,OTTIMO,5700,7700,"17,4","23,7",2,2017
CORSO MAGENTA,Abitazioni civili,OTTIMO,5700,7700,"17,4","23,7",2,2017
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,2950,3800,"10,2","12,5",2,2017
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,2950,3800,"10,2","12,5",2,2017
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,2950,3800,"10,2","12,5",2,2017
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5000,"12,6",17,2,2017
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5000,"12,6",17,2,2017
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5000,"12,6",17,2,2017
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,7900,11000,"25,3","28,5",2,2017
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,7900,11000,"25,3","28,5",2,2017
CORSO MAGENTA,Abitazioni signorili,OTTIMO,7900,11000,"25,3","28,5",2,2017
PARCO SEMPIONE,Box,NORMALE,2500,3400,"9,5","12,8",2,2017
ARCO DELLA PACE,Box,NORMALE,2500,3400,"9,5","12,8",2,2017
CORSO MAGENTA,Box,NORMALE,2500,3400,"9,5","12,8",2,2017
PARCO SEMPIONE,Magazzini,NORMALE,900,1100,"4,8","6,2",2,2017
