Zona_Descr,Descr_Tipologia,Stato,Compr_min,Compr_max,Loc_min,Loc_max,Semestre,Anno
MONTENAPOLEONE,Negozi,OTTIMO,14800,21100,"81,5","120,5",1,2015
MISSORI,Negozi,OTTIMO,14800,21100,"81,5","120,5",1,2015
CAIROLI,Negozi,OTTIMO,14800,21100,"81,5","120,5",1,2015
CENTRO STORICO -DUOMO,Negozi,NORMALE,9400,12600,"41,5","60,5",1,2015
SANBABILA,Negozi,NORMALE,9400,12600,"41,5","60,5",1,2015
MONTENAPOLEONE,Negozi,NORMALE,9400,12600,"41,5","60,5",1,2015
MISSORI,Negozi,NORMALE,9400,12600,"41,5","60,5",1,2015
CAIROLI,Negozi,NORMALE,9400,12600,"41,5","60,5",1,2015
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6300,8200,"24,8",35,1,2015
SANBABILA,Uffici,OTTIMO,6300,8200,"24,8",35,1,2015
MONTENAPOLEONE,Uffici,OTTIMO,6300,8200,"24,8",35,1,2015
MISSORI,Uffici,OTTIMO,6300,8200,"24,8",35,1,2015
CAIROLI,Uffici,OTTIMO,6300,8200,"24,8",35,1,2015
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6700,9100,"28,8","39,8",1,2015
SANBABILA,Uffici strutturati,OTTIMO,6700,9100,"28,8","39,8",1,2015
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6700,9100,"28,8","39,8",1,2015
MISSORI,Uffici strutturati,OTTIMO,6700,9100,"28,8","39,8",1,2015
CAIROLI,Uffici strutturati,OTTIMO,6700,9100,"28,8","39,8",1,2015
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2700,3200,15,"20,5",1,2015
SANBABILA,Laboratori,NORMALE,2700,3200,15,"20,5",1,2015
MONTENAPOLEONE,Laboratori,NORMALE,2700,3200,15,"20,5",1,2015
MISSORI,Laboratori,NORMALE,2700,3200,15,"20,5",1,2015
CAIROLI,Laboratori,NORMALE,2700,3200,15,"20,5",1,2015
CENTRO STORICO -DUOMO,Abitazioni civili,NORMALE,7400,8800,"22,7",29,2,2015
SANBABILA,Abitazioni civili,NORMALE,7400,8800,"22,7",29,2,2015
MONTENAPOLEONE,Abitazioni civili,NORMALE,7400,8800,"22,7",29,2,2015
MISSORI,Abitazioni civili,NORMALE,7400,8800,"22,7",29,2,2015
CAIROLI,Abitazioni civili,NORMALE,7400,8800,"22,7",29,2,2015
CENTRO STORICO -DUOMO,Abitazioni civili,OTTIMO,8800,11800,29,35,2,2015
SANBABILA,Abitazioni civili,OTTIMO,8800,11800,29,35,2,2015
MONTENAPOLEONE,Abitazioni civili,OTTIMO,8800,11800,29,35,2,2015
MISSORI,Abitazioni civili,OTTIMO,8800,11800,29,35,2,2015
CAIROLI,Abitazioni civili,OTTIMO,8800,11800,29,35,2,2015
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,OTTIMO,7700,8800,22,30,2,2015
SANBABILA,Abitazioni di tipo economico,OTTIMO,7700,8800,22,30,2,2015
MONTENAPOLEONE,Abitazioni di tipo economico,OTTIMO,7700,8800,22,30,2,2015
MISSORI,Abitazioni di tipo economico,OTTIMO,7700,8800,22,30,2,2015
CAIROLI,Abitazioni di tipo economico,OTTIMO,7700,8800,22,30,2,2015
CENTRO STORICO -DUOMO,Abitazioni di tipo economico,NORMALE,6400,7600,"17,8",21,2,2015
SANBABILA,Abitazioni di tipo economico,NORMALE,6400,7600,"17,8",21,2,2015
MONTENAPOLEONE,Abitazioni di tipo economico,NORMALE,6400,7600,"17,8",21,2,2015
MISSORI,Abitazioni di tipo economico,NORMALE,6400,7600,"17,8",21,2,2015
CAIROLI,Abitazioni di tipo economico,NORMALE,6400,7600,"17,8",21,2,2015
CENTRO STORICO -DUOMO,Abitazioni signorili,OTTIMO,11800,13800,39,45,2,2015
SANBABILA,Abitazioni signorili,OTTIMO,11800,13800,39,45,2,2015
MONTENAPOLEONE,Abitazioni signorili,OTTIMO,11800,13800,39,45,2,2015
MISSORI,Abitazioni signorili,OTTIMO,11800,13800,39,45,2,2015
CAIROLI,Abitazioni signorili,OTTIMO,11800,13800,39,45,2,2015
CENTRO STORICO -DUOMO,Box,NORMALE,4700,6600,14,"20,2",2,2015
SANBABILA,Box,NORMALE,4700,6600,14,"20,2",2,2015
MONTENAPOLEONE,Box,NORMALE,4700,6600,14,"20,2",2,2015
MISSORI,Box,NORMALE,4700,6600,14,"20,2",2,2015
CAIROLI,Box,NORMALE,4700,6600,14,"20,2",2,2015
CENTRO STORICO -DUOMO,Magazzini,NORMALE,2550,3300,14,18,2,2015
SANBABILA,Magazzini,NORMALE,2550,3300,14,18,2,2015
MONTENAPOLEONE,Magazzini,NORMALE,2550,3300,14,18,2,2015
MISSORI,Magazzini,NORMALE,2550,3300,14,18,2,2015
CAIROLI,Magazzini,NORMALE,2550,3300,14,18,2,2015
CENTRO STORICO -DUOMO,Negozi,OTTIMO,14900,21200,80,120,2,2015
SANBABILA,Negozi,OTTIMO,14900,21200,80,120,2,2015
MONTENAPOLEONE,Negozi,OTTIMO,14900,21200,80,120,2,2015
MISSORI,Negozi,OTTIMO,14900,21200,80,120,2,2015
CAIROLI,Negozi,OTTIMO,14900,21200,80,120,2,2015
CENTRO STORICO -DUOMO,Negozi,NORMALE,9500,12700,42,"58,5",2,2015
SANBABILA,Negozi,NORMALE,9500,12700,42,"58,5",2,2015
MONTENAPOLEONE,Negozi,NORMALE,9500,12700,42,"58,5",2,2015
MISSORI,Negozi,NORMALE,9500,12700,42,"58,5",2,2015
CAIROLI,Negozi,NORMALE,9500,12700,42,"58,5",2,2015
CENTRO STORICO -DUOMO,Uffici,OTTIMO,6400,8200,26,36,2,2015
SANBABILA,Uffici,OTTIMO,6400,8200,26,36,2,2015
MONTENAPOLEONE,Uffici,OTTIMO,6400,8200,26,36,2,2015
MISSORI,Uffici,OTTIMO,6400,8200,26,36,2,2015
CAIROLI,Uffici,OTTIMO,6400,8200,26,36,2,2015
CENTRO STORICO -DUOMO,Uffici strutturati,OTTIMO,6700,9100,29,40,2,2015
SANBABILA,Uffici strutturati,OTTIMO,6700,9100,29,40,2,2015
MONTENAPOLEONE,Uffici strutturati,OTTIMO,6700,9100,29,40,2,2015
MISSORI,Uffici strutturati,OTTIMO,6700,9100,29,40,2,2015
CAIROLI,Uffici strutturati,OTTIMO,6700,9100,29,40,2,2015
CENTRO STORICO -DUOMO,Laboratori,NORMALE,2700,3200,15,"20,5",2,2015
SANBABILA,Laboratori,NORMALE,2700,3200,15,"20,5",2,2015
MONTENAPOLEONE,Laboratori,NORMALE,2700,3200,15,"20,5",2,2015
MISSORI,Laboratori,NORMALE,2700,3200,15,"20,5",2,2015
CAIROLI,Laboratori,NORMALE,2700,3200,15,"20,5",2,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6900,7900,18,25,1,2015
SAN LORENZO,Abitazioni civili,OTTIMO,6900,7900,18,25,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,5000,6500,"15,5","17,5",1,2015
SAN LORENZO,Abitazioni civili,NORMALE,5000,6500,"15,5","17,5",1,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5500,6500,17,19,1,2015
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5500,6500,17,19,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,1,2015
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,8000,9300,"22,5","26,5",1,2015
SAN LORENZO,Abitazioni signorili,OTTIMO,8000,9300,"22,5","26,5",1,2015
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4600,11,15,1,2015
SAN LORENZO,Box,NORMALE,3300,4600,11,15,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,1,2015
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5400,7400,28,"37,5",1,2015
SAN LORENZO,Negozi,OTTIMO,5400,7400,28,"37,5",1,2015
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3600,5300,19,"27,5",1,2015
SAN LORENZO,Negozi,NORMALE,3600,5300,19,"27,5",1,2015
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4400,5100,"18,7",24,1,2015
SAN LORENZO,Uffici,OTTIMO,4400,5100,"18,7",24,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4500,5900,20,28,1,2015
SAN LORENZO,Uffici strutturati,OTTIMO,4500,5900,20,28,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,12,15,1,2015
SAN LORENZO,Laboratori,NORMALE,2200,2600,12,15,1,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,OTTIMO,6800,7800,18,25,2,2015
SAN LORENZO,Abitazioni civili,OTTIMO,6800,7800,18,25,2,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni civili,NORMALE,4900,6300,"15,5","17,5",2,2015
SAN LORENZO,Abitazioni civili,NORMALE,4900,6300,"15,5","17,5",2,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,2,2015
SAN LORENZO,Abitazioni di tipo economico,NORMALE,4000,5000,13,16,2,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni di tipo economico,OTTIMO,5400,6400,17,19,2,2015
SAN LORENZO,Abitazioni di tipo economico,OTTIMO,5400,6400,17,19,2,2015
CENTRO STORICO -UNIVERSITA STATALE,Abitazioni signorili,OTTIMO,7900,9200,"22,5","26,5",2,2015
SAN LORENZO,Abitazioni signorili,OTTIMO,7900,9200,"22,5","26,5",2,2015
CENTRO STORICO -UNIVERSITA STATALE,Box,NORMALE,3300,4500,11,15,2,2015
SAN LORENZO,Box,NORMALE,3300,4500,11,15,2,2015
CENTRO STORICO -UNIVERSITA STATALE,Magazzini,NORMALE,1700,2300,10,13,2,2015
SAN LORENZO,Magazzini,NORMALE,1700,2300,10,13,2,2015
CENTRO STORICO -UNIVERSITA STATALE,Negozi,OTTIMO,5400,7400,28,"37,5",2,2015
SAN LORENZO,Negozi,OTTIMO,5400,7400,28,"37,5",2,2015
CENTRO STORICO -UNIVERSITA STATALE,Negozi,NORMALE,3700,5300,19,"27,5",2,2015
SAN LORENZO,Negozi,NORMALE,3700,5300,19,"27,5",2,2015
CENTRO STORICO -UNIVERSITA STATALE,Uffici,OTTIMO,4600,5100,"19,5","24,8",2,2015
SAN LORENZO,Uffici,OTTIMO,4600,5100,"19,5","24,8",2,2015
CENTRO STORICO -UNIVERSITA STATALE,Uffici strutturati,OTTIMO,4700,5900,20,28,2,2015
SAN LORENZO,Uffici strutturati,OTTIMO,4700,5900,20,28,2,2015
CENTRO STORICO -UNIVERSITA STATALE,Laboratori,NORMALE,2200,2600,12,15,2,2015
SAN LORENZO,Laboratori,NORMALE,2200,2600,12,15,2,2015
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,8000,9900,23,29,1,2015
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6500,7900,19,22,1,2015
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,17,21,1,2015
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6800,8000,21,25,1,2015
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,10000,11900,"32,5",38,1,2015
CENTRO STORICO - BRERA,Box,NORMALE,4000,5100,12,15,1,2015
CENTRO STORICO - BRERA,Magazzini,NORMALE,1450,2100,"7,5",11,1,2015
CENTRO STORICO - BRERA,Negozi,OTTIMO,6000,8500,30,43,1,2015
CENTRO STORICO - BRERA,Negozi,NORMALE,4200,5900,22,30,1,2015
CENTRO STORICO - BRERA,Uffici,OTTIMO,3500,4400,16,21,1,2015
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4500,5400,21,23,1,2015
CENTRO STORICO - BRERA,Laboratori,NORMALE,2400,3000,12,15,1,2015
CENTRO STORICO - BRERA,Abitazioni civili,OTTIMO,7900,9800,"22,5","28,5",2,2015
CENTRO STORICO - BRERA,Abitazioni civili,NORMALE,6400,7800,"18,5","21,5",2,2015
CENTRO STORICO - BRERA,Abitazioni di tipo economico,NORMALE,6000,6500,17,21,2,2015
CENTRO STORICO - BRERA,Abitazioni di tipo economico,OTTIMO,6700,7900,"20,5","24,5",2,2015
CENTRO STORICO - BRERA,Abitazioni signorili,OTTIMO,9900,11800,32,"37,5",2,2015
CENTRO STORICO - BRERA,Box,NORMALE,3900,5100,"11,5","14,5",2,2015
CENTRO STORICO - BRERA,Magazzini,NORMALE,1400,2050,7,"10,5",2,2015
CENTRO STORICO - BRERA,Negozi,OTTIMO,6300,8400,"29,5","42,5",2,2015
CENTRO STORICO - BRERA,Negozi,NORMALE,4500,6200,"21,5","29,5",2,2015
CENTRO STORICO - BRERA,Uffici,OTTIMO,3700,4300,"16,5","21,5",2,2015
CENTRO STORICO - BRERA,Uffici strutturati,OTTIMO,4400,5300,21,23,2,2015
CENTRO STORICO - BRERA,Laboratori,NORMALE,2500,3000,12,15,2,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7500,9000,22,"24,5",1,2015
CADORNA,Abitazioni civili,OTTIMO,7500,9000,22,"24,5",1,2015
VIA DANTE,Abitazioni civili,OTTIMO,7500,9000,22,"24,5",1,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6400,7500,19,22,1,2015
CADORNA,Abitazioni civili,NORMALE,6400,7500,19,22,1,2015
VIA DANTE,Abitazioni civili,NORMALE,6400,7500,19,22,1,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5500,6300,16,"18,5",1,2015
CADORNA,Abitazioni di tipo economico,NORMALE,5500,6300,16,"18,5",1,2015
VIA DANTE,Abitazioni di tipo economico,NORMALE,5500,6300,16,"18,5",1,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6300,7500,"18,5",22,1,2015
CADORNA,Abitazioni di tipo economico,OTTIMO,6300,7500,"18,5",22,1,2015
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6300,7500,"18,5",22,1,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,9200,10800,25,35,1,2015
CADORNA,Abitazioni signorili,OTTIMO,9200,10800,25,35,1,2015
VIA DANTE,Abitazioni signorili,OTTIMO,9200,10800,25,35,1,2015
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,4000,5100,13,17,1,2015
CADORNA,Box,NORMALE,4000,5100,13,17,1,2015
VIA DANTE,Box,NORMALE,4000,5100,13,17,1,2015
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,10,13,1,2015
CADORNA,Magazzini,NORMALE,1500,2100,10,13,1,2015
VIA DANTE,Magazzini,NORMALE,1500,2100,10,13,1,2015
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5400,7900,28,40,1,2015
CADORNA,Negozi,OTTIMO,5400,7900,28,40,1,2015
VIA DANTE,Negozi,OTTIMO,5400,7900,28,40,1,2015
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4000,5400,20,28,1,2015
CADORNA,Negozi,NORMALE,4000,5400,20,28,1,2015
VIA DANTE,Negozi,NORMALE,4000,5400,20,28,1,2015
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,3600,4400,"15,5",19,1,2015
CADORNA,Uffici,OTTIMO,3600,4400,"15,5",19,1,2015
VIA DANTE,Uffici,OTTIMO,3600,4400,"15,5",19,1,2015
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4500,5400,19,23,1,2015
CADORNA,Uffici strutturati,OTTIMO,4500,5400,19,23,1,2015
VIA DANTE,Uffici strutturati,OTTIMO,4500,5400,19,23,1,2015
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,1,2015
CADORNA,Laboratori,NORMALE,2400,3000,12,15,1,2015
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,1,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,OTTIMO,7400,8900,"22,5",25,2,2015
CADORNA,Abitazioni civili,OTTIMO,7400,8900,"22,5",25,2,2015
VIA DANTE,Abitazioni civili,OTTIMO,7400,8900,"22,5",25,2,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni civili,NORMALE,6400,7400,"19,5","22,5",2,2015
CADORNA,Abitazioni civili,NORMALE,6400,7400,"19,5","22,5",2,2015
VIA DANTE,Abitazioni civili,NORMALE,6400,7400,"19,5","22,5",2,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,NORMALE,5600,6400,16,"18,5",2,2015
CADORNA,Abitazioni di tipo economico,NORMALE,5600,6400,16,"18,5",2,2015
VIA DANTE,Abitazioni di tipo economico,NORMALE,5600,6400,16,"18,5",2,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni di tipo economico,OTTIMO,6400,7500,19,"22,5",2,2015
CADORNA,Abitazioni di tipo economico,OTTIMO,6400,7500,19,"22,5",2,2015
VIA DANTE,Abitazioni di tipo economico,OTTIMO,6400,7500,19,"22,5",2,2015
CENTRO STORICO -SANT`AMBROGIO,Abitazioni signorili,OTTIMO,9000,10600,25,35,2,2015
CADORNA,Abitazioni signorili,OTTIMO,9000,10600,25,35,2,2015
VIA DANTE,Abitazioni signorili,OTTIMO,9000,10600,25,35,2,2015
CENTRO STORICO -SANT`AMBROGIO,Box,NORMALE,3900,5000,"12,5","16,5",2,2015
CADORNA,Box,NORMALE,3900,5000,"12,5","16,5",2,2015
VIA DANTE,Box,NORMALE,3900,5000,"12,5","16,5",2,2015
CENTRO STORICO -SANT`AMBROGIO,Magazzini,NORMALE,1500,2100,10,13,2,2015
CADORNA,Magazzini,NORMALE,1500,2100,10,13,2,2015
VIA DANTE,Magazzini,NORMALE,1500,2100,10,13,2,2015
CENTRO STORICO -SANT`AMBROGIO,Negozi,OTTIMO,5400,7900,"27,5",39,2,2015
CADORNA,Negozi,OTTIMO,5400,7900,"27,5",39,2,2015
VIA DANTE,Negozi,OTTIMO,5400,7900,"27,5",39,2,2015
CENTRO STORICO -SANT`AMBROGIO,Negozi,NORMALE,4200,5300,"19,5","27,5",2,2015
CADORNA,Negozi,NORMALE,4200,5300,"19,5","27,5",2,2015
VIA DANTE,Negozi,NORMALE,4200,5300,"19,5","27,5",2,2015
CENTRO STORICO -SANT`AMBROGIO,Uffici,OTTIMO,3700,4500,16,20,2,2015
CADORNA,Uffici,OTTIMO,3700,4500,16,20,2,2015
VIA DANTE,Uffici,OTTIMO,3700,4500,16,20,2,2015
CENTRO STORICO -SANT`AMBROGIO,Uffici strutturati,OTTIMO,4600,5500,20,"23,5",2,2015
CADORNA,Uffici strutturati,OTTIMO,4600,5500,20,"23,5",2,2015
VIA DANTE,Uffici strutturati,OTTIMO,4600,5500,20,"23,5",2,2015
CENTRO STORICO -SANT`AMBROGIO,Laboratori,NORMALE,2400,3000,12,15,2,2015
CADORNA,Laboratori,NORMALE,2400,3000,12,15,2,2015
VIA DANTE,Laboratori,NORMALE,2400,3000,12,15,2,2015
PARCO SEMPIONE,Abitazioni civili,NORMALE,4000,5400,13,17,1,2015
ARCO DELLA PACE,Abitazioni civili,NORMALE,4000,5400,13,17,1,2015
CORSO MAGENTA,Abitazioni civili,NORMALE,4000,5400,13,17,1,2015
PARCO SEMPIONE,Abitazioni civili,OTTIMO,5500,7600,"18,2",24,1,2015
ARCO DELLA PACE,Abitazioni civili,OTTIMO,5500,7600,"18,2",24,1,2015
CORSO MAGENTA,Abitazioni civili,OTTIMO,5500,7600,"18,2",24,1,2015
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3800,5000,13,"17,5",1,2015
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3800,5000,13,"17,5",1,2015
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3800,5000,13,"17,5",1,2015
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,3000,3800,11,13,1,2015
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,3000,3800,11,13,1,2015
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,3000,3800,11,13,1,2015
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,8000,11000,"26,5","28,5",1,2015
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,8000,11000,"26,5","28,5",1,2015
CORSO MAGENTA,Abitazioni signorili,OTTIMO,8000,11000,"26,5","28,5",1,2015
PARCO SEMPIONE,Box,NORMALE,2450,3400,9,"12,8",1,2015
ARCO DELLA PACE,Box,NORMALE,2450,3400,9,"12,8",1,2015
CORSO MAGENTA,Box,NORMALE,2450,3400,9,"12,8",1,2015
PARCO SEMPIONE,Magazzini,NORMALE,900,1200,"4,8","6,6",1,2015
ARCO DELLA PACE,Magazzini,NORMALE,900,1200,"4,8","6,6",1,2015
CORSO MAGENTA,Magazzini,NORMALE,900,1200,"4,8","6,6",1,2015
PARCO SEMPIONE,Negozi,NORMALE,3500,4700,15,22,1,2015
ARCO DELLA PACE,Negozi,NORMALE,3500,4700,15,22,1,2015
CORSO MAGENTA,Negozi,NORMALE,3500,4700,15,22,1,2015
PARCO SEMPIONE,Uffici,OTTIMO,3500,4400,15,18,1,2015
ARCO DELLA PACE,Uffici,OTTIMO,3500,4400,15,18,1,2015
CORSO MAGENTA,Uffici,OTTIMO,3500,4400,15,18,1,2015
PARCO SEMPIONE,Uffici strutturati,OTTIMO,3800,5000,"18,5","25,5",1,2015
ARCO DELLA PACE,Uffici strutturati,OTTIMO,3800,5000,"18,5","25,5",1,2015
CORSO MAGENTA,Uffici strutturati,OTTIMO,3800,5000,"18,5","25,5",1,2015
PARCO SEMPIONE,Laboratori,NORMALE,1500,1800,8,"9,8",1,2015
ARCO DELLA PACE,Laboratori,NORMALE,1500,1800,8,"9,8",1,2015
CORSO MAGENTA,Laboratori,NORMALE,1500,1800,8,"9,8",1,2015
PARCO SEMPIONE,Abitazioni civili,NORMALE,4000,5400,"12,5","16,5",2,2015
ARCO DELLA PACE,Abitazioni civili,NORMALE,4000,5400,"12,5","16,5",2,2015
CORSO MAGENTA,Abitazioni civili,NORMALE,4000,5400,"12,5","16,5",2,2015
PARCO SEMPIONE,Abitazioni civili,OTTIMO,5500,7600,"17,6","23,7",2,2015
ARCO DELLA PACE,Abitazioni civili,OTTIMO,5500,7600,"17,6","23,7",2,2015
CORSO MAGENTA,Abitazioni civili,OTTIMO,5500,7600,"17,6","23,7",2,2015
PARCO SEMPIONE,Abitazioni di tipo economico,OTTIMO,3700,5000,"12,5",17,2,2015
ARCO DELLA PACE,Abitazioni di tipo economico,OTTIMO,3700,5000,"12,5",17,2,2015
CORSO MAGENTA,Abitazioni di tipo economico,OTTIMO,3700,5000,"12,5",17,2,2015
PARCO SEMPIONE,Abitazioni di tipo economico,NORMALE,2950,3800,11,"12,5",2,2015
ARCO DELLA PACE,Abitazioni di tipo economico,NORMALE,2950,3800,11,"12,5",2,2015
CORSO MAGENTA,Abitazioni di tipo economico,NORMALE,2950,3800,11,"12,5",2,2015
PARCO SEMPIONE,Abitazioni signorili,OTTIMO,7800,10800,26,28,2,2015
ARCO DELLA PACE,Abitazioni signorili,OTTIMO,7800,10800,26,28,2,2015
CORSO MAGENTA,Abitazioni signorili,OTTIMO,7800,10800,26,28,2,2015
PARCO SEMPIONE,Box,NORMALE,2400,3300,9,"12,8",2,2015
ARCO DELLA PACE,Box,NORMALE,2400,3300,9,"12,8",2,2015
CORSO MAGENTA,Box,NORMALE,2400,3300,9,"12,8",2,2015
PARCO SEMPIONE,Magazzini,NORMALE,900,1200,"4,8","6,6",2,2015
ARCO DELLA PACE,Magazzini,NORMALE,900,1200,"4,8","6,6",2,2015
CORSO MAGENTA,Magazzini,NORMALE,900,1200,"4,8","6,6",2,2015
PARCO SEMPIONE,Negozi,NORMALE,3500,4700,"15,2","22,2",2,2015
ARCO DELLA PACE,Negozi,NORMALE,3500,4700,"15,2","22,2",2,2015
CORSO MAGENTA,Negozi,NORMALE,3500,4700,"15,2","22,2",2,2015
