Quotazioni Immobiliari : Valori di Mercato - Semestre 2013/1 - elaborazione del 07-APR-23
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;20;Abitazioni civili;NORMALE;P;3300;4200;L;9,2;11,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;21;Abitazioni di tipo economico;OTTIMO; ;3400;4300;L;9;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;21;Abitazioni di tipo economico;NORMALE;P;2500;3400;L;7,5;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;21;Abitazioni di tipo economico;SCADENTE; ;2100;2500;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;13;Box;NORMALE;P;2000;2900;L;7,5;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;9;Magazzini;NORMALE;P;800;900;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;5;Negozi;NORMALE;P;2350;3300;L;13;17,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;6;Uffici;OTTIMO;P;2600;3500;L;10;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;18;Uffici strutturati;OTTIMO;P;2800;3700;L;13;20;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;8;Capannoni industriali;NORMALE;P;800;1100;L;4,7;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;7;Capannoni tipici;NORMALE;P;900;1200;L;4,7;6,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C02;MI00000297;10;Laboratori;NORMALE;P;1000;1400;L;5,8;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;20;Abitazioni civili;SCADENTE; ;2600;3300;L;9;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;20;Abitazioni civili;OTTIMO; ;4200;5900;L;14;18,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;20;Abitazioni civili;NORMALE;P;3300;4200;L;10;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;21;Abitazioni di tipo economico;OTTIMO; ;3500;4600;L;9,5;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;21;Abitazioni di tipo economico;NORMALE;P;2900;3500;L;6,5;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;21;Abitazioni di tipo economico;SCADENTE; ;2100;2600;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;13;Box;NORMALE;P;1800;3000;L;7;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;1;Ville e Villini;SCADENTE; ;2400;2700;L;7,5;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;1;Ville e Villini;OTTIMO; ;4000;5500;L;12,5;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;1;Ville e Villini;NORMALE;P;3300;3800;L;8,5;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;9;Magazzini;NORMALE;P;600;800;L;3,5;4,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;5;Negozi;NORMALE;P;2300;3500;L;10,2;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;6;Uffici;OTTIMO;P;2700;3600;L;10,2;13,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;18;Uffici strutturati;OTTIMO;P;3000;4100;L;15,4;20,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C03;MI00000298;10;Laboratori;NORMALE;P;900;1300;L;5,5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;20;Abitazioni civili;SCADENTE; ;3200;4000;L;10,5;13,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;20;Abitazioni civili;OTTIMO; ;4900;6200;L;14,7;18,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;20;Abitazioni civili;NORMALE;P;4200;4700;L;13,5;14,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;21;Abitazioni di tipo economico;OTTIMO; ;4300;5100;L;11;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;21;Abitazioni di tipo economico;NORMALE;P;3500;4000;L;9,5;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;21;Abitazioni di tipo economico;SCADENTE; ;2600;3500;L;7,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;13;Box;NORMALE;P;2400;3500;L;8;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;1;Ville e Villini;SCADENTE; ;3200;4000;L;9,5;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;1;Ville e Villini;OTTIMO; ;4700;6000;L;14;17,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;1;Ville e Villini;NORMALE;P;4200;4700;L;12;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;9;Magazzini;NORMALE;P;700;1000;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;5;Negozi;NORMALE;P;2700;3900;L;13,5;19,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;6;Uffici;OTTIMO;P;3200;4400;L;11,5;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;18;Uffici strutturati;OTTIMO;P;3400;4500;L;16,9;22,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C04;MI00000299;10;Laboratori;NORMALE;P;1250;1650;L;7,2;9,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;20;Abitazioni civili;NORMALE;P;3200;3800;L;9;10,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;20;Abitazioni civili;SCADENTE; ;2600;3100;L;6,5;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;20;Abitazioni civili;OTTIMO; ;4000;5000;L;10,3;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;21;Abitazioni di tipo economico;SCADENTE; ;2000;2300;L;6;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;21;Abitazioni di tipo economico;OTTIMO; ;3100;3900;L;9;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;21;Abitazioni di tipo economico;NORMALE;P;2300;2900;L;7;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;13;Box;NORMALE;P;2100;2900;L;7,5;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;1;Ville e Villini;SCADENTE; ;2600;3200;L;8;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;1;Ville e Villini;NORMALE;P;3300;4000;L;10;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;1;Ville e Villini;OTTIMO; ;4000;5100;L;12,5;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;9;Magazzini;NORMALE;P;500;750;L;3;4,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;5;Negozi;NORMALE;P;2550;3600;L;10,2;15,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;6;Uffici;OTTIMO;P;2800;3800;L;9,5;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;18;Uffici strutturati;OTTIMO;P;2650;4000;L;13,3;19,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;8;Capannoni industriali;NORMALE;P;750;1050;L;4,5;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;7;Capannoni tipici;NORMALE;P;800;1100;L;4,8;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C05;MI00000300;10;Laboratori;NORMALE;P;1100;1400;L;6,8;9,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;20;Abitazioni civili;SCADENTE; ;2000;2500;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;20;Abitazioni civili;OTTIMO; ;3800;5300;L;10,5;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;20;Abitazioni civili;NORMALE;P;2650;3500;L;7,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;21;Abitazioni di tipo economico;OTTIMO; ;3000;3600;L;9;10,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;21;Abitazioni di tipo economico;NORMALE;P;2300;3000;L;7;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;21;Abitazioni di tipo economico;SCADENTE; ;1900;2300;L;5,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;13;Box;NORMALE;P;2000;2900;L;8;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;9;Magazzini;NORMALE;P;700;1000;L;3,4;4,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;5;Negozi;OTTIMO;P;5000;7000;L;25;35;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;5;Negozi;NORMALE; ;1900;2900;L;10;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;6;Uffici;OTTIMO;P;2000;2600;L;7,5;9,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;18;Uffici strutturati;OTTIMO;P;2350;3200;L;12,2;17,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;8;Capannoni industriali;NORMALE;P;800;1150;L;4,8;6,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;7;Capannoni tipici;NORMALE;P;850;1200;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C06;MI00000301;10;Laboratori;NORMALE;P;1050;1450;L;6,2;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;20;Abitazioni civili;SCADENTE; ;2000;2400;L;7;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;20;Abitazioni civili;OTTIMO; ;3900;5100;L;12,8;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;20;Abitazioni civili;NORMALE;P;2500;3900;L;10,2;12,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;21;Abitazioni di tipo economico;OTTIMO; ;3000;4000;L;10;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;21;Abitazioni di tipo economico;NORMALE;P;2200;3000;L;7;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;21;Abitazioni di tipo economico;SCADENTE; ;1700;2200;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;13;Box;NORMALE;P;1950;2700;L;7;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;9;Magazzini;NORMALE;P;700;900;L;4,8;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;5;Negozi;NORMALE;P;2300;3500;L;10,2;15,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;6;Uffici;OTTIMO;P;2900;3900;L;12;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;18;Uffici strutturati;OTTIMO;P;3400;4400;L;15;20;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;8;Capannoni industriali;NORMALE;P;900;1200;L;5;6,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;7;Capannoni tipici;NORMALE;P;900;1200;L;5,4;7,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C07;MI00000302;10;Laboratori;NORMALE;P;1000;1500;L;6,2;9,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;20;Abitazioni civili;SCADENTE; ;2000;2500;L;6;6,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;20;Abitazioni civili;OTTIMO; ;3400;5000;L;10,2;13,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;20;Abitazioni civili;NORMALE;P;2500;3400;L;7,3;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;21;Abitazioni di tipo economico;OTTIMO; ;2600;3500;L;9;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;21;Abitazioni di tipo economico;NORMALE;P;2200;2600;L;7;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;21;Abitazioni di tipo economico;SCADENTE; ;1800;2200;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;13;Box;NORMALE;P;1950;2750;L;7,5;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;9;Magazzini;NORMALE;P;500;750;L;3,5;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;5;Negozi;NORMALE;P;1900;3100;L;9,8;14,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;6;Uffici;OTTIMO;P;2300;3000;L;10;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;18;Uffici strutturati;OTTIMO;P;2400;3500;L;13,3;19,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;8;Capannoni industriali;NORMALE;P;900;1100;L;5,4;6,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;7;Capannoni tipici;NORMALE;P;900;1150;L;5,4;6,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C08;MI00000303;10;Laboratori;NORMALE;P;1100;1400;L;6,8;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;20;Abitazioni civili;NORMALE;P;3400;4300;L;10;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;20;Abitazioni civili;SCADENTE; ;2600;3400;L;7,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;20;Abitazioni civili;OTTIMO; ;4300;5900;L;12;17,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;21;Abitazioni di tipo economico;SCADENTE; ;2000;2400;L;6;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;21;Abitazioni di tipo economico;OTTIMO; ;3500;4500;L;10,5;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;21;Abitazioni di tipo economico;NORMALE;P;2400;3300;L;7,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;13;Box;NORMALE;P;2400;3500;L;8,5;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;1;Ville e Villini;SCADENTE; ;2600;3400;L;7,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;1;Ville e Villini;NORMALE;P;3400;4300;L;10;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;1;Ville e Villini;OTTIMO; ;4400;5900;L;12,5;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;9;Magazzini;NORMALE;P;600;800;L;3,6;4,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;5;Negozi;NORMALE;P;2200;3500;L;10,5;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;6;Uffici;OTTIMO;P;2650;3800;L;9,8;14,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;18;Uffici strutturati;OTTIMO;P;2750;4100;L;14,3;20,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;8;Capannoni industriali;NORMALE;P;850;1050;L;5;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;7;Capannoni tipici;NORMALE;P;950;1200;L;5,2;6,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C09;MI00000304;10;Laboratori;NORMALE;P;1100;1400;L;6,2;8,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;20;Abitazioni civili;SCADENTE; ;2600;3000;L;8;10,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;20;Abitazioni civili;OTTIMO; ;4200;5700;L;13;18;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;20;Abitazioni civili;NORMALE;P;3000;3900;L;10,5;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;21;Abitazioni di tipo economico;OTTIMO; ;3400;4500;L;11;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;21;Abitazioni di tipo economico;NORMALE;P;2300;3300;L;8;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;21;Abitazioni di tipo economico;SCADENTE; ;2000;2300;L;6,5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;13;Box;NORMALE;P;2500;3400;L;9;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;9;Magazzini;NORMALE;P;600;800;L;3,4;4,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;5;Negozi;OTTIMO;P;5600;8100;L;28;40;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;5;Negozi;NORMALE; ;2400;3500;L;11;18;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;6;Uffici;OTTIMO;P;3100;3400;L;11,5;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;18;Uffici strutturati;OTTIMO;P;3200;4000;L;16,3;20,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;8;Capannoni industriali;NORMALE;P;900;1150;L;5;6,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;7;Capannoni tipici;NORMALE;P;900;1200;L;5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C10;MI00000305;10;Laboratori;NORMALE;P;1000;1400;L;6,2;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;20;Abitazioni civili;SCADENTE; ;2100;3000;L;6,5;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;20;Abitazioni civili;OTTIMO; ;3800;4900;L;10,2;13,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;20;Abitazioni civili;NORMALE;P;3100;3600;L;8,5;9,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;21;Abitazioni di tipo economico;OTTIMO; ;3100;3800;L;9;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;21;Abitazioni di tipo economico;NORMALE;P;2300;2800;L;6,5;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;21;Abitazioni di tipo economico;SCADENTE; ;1700;2200;L;5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;13;Box;NORMALE;P;2100;2900;L;7,5;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;9;Magazzini;NORMALE;P;600;800;L;3,6;4,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;5;Negozi;OTTIMO; ;5900;8200;L;28,5;41,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;5;Negozi;NORMALE;P;2300;3200;L;10,2;14,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;6;Uffici;OTTIMO;P;2650;3100;L;9,8;11,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;18;Uffici strutturati;OTTIMO;P;2800;3600;L;14,8;19,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;8;Capannoni industriali;NORMALE;P;850;1050;L;5;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;7;Capannoni tipici;NORMALE;P;850;1100;L;5;6,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C11;MI00000306;10;Laboratori;NORMALE;P;1000;1250;L;6,2;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;NORMALE;P;2900;4000;L;8,7;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;SCADENTE; ;2300;2900;L;7;8,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;OTTIMO; ;4000;6500;L;11;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;21;Abitazioni di tipo economico;SCADENTE; ;1750;2250;L;5,5;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;21;Abitazioni di tipo economico;OTTIMO; ;3200;4000;L;8,5;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;21;Abitazioni di tipo economico;NORMALE;P;2250;3200;L;7,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;13;Box;NORMALE;P;2300;3400;L;9;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;1;Ville e Villini;SCADENTE; ;2400;3000;L;6,5;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;1;Ville e Villini;NORMALE; ;3100;3700;L;8,5;11;L;
