Neighborhood,Type,Status,Min_Sale_Price,Max_Sale_Price,Min_Rent_Price,Max_Rent_Price,Semester,Year,Avg_Sale_Price,Avg_Rent_Price
ORTOMERCATO,Capannoni tipici,OTTIMO,750,1050,4.0,5.8,1,2012,900.0,4.9
MOLISE,Capannoni tipici,OTTIMO,750,1050,4.0,5.8,1,2012,900.0,4.9
PIRANESI,Capannoni tipici,OTTIMO,750,1050,4.0,5.8,1,2012,900.0,4.9
ORTOMERCATO,Laboratori,NORMALE,700,900,3.6,4.8,1,2012,800.0,4.2
MOLISE,Laboratori,NORMALE,700,900,3.6,4.8,1,2012,800.0,4.2
PIRANESI,Laboratori,NORMALE,700,900,3.6,4.8,1,2012,800.0,4.2
ORTOMERCATO,Abitazioni civili,SCADENTE,1750,2150,4.0,5.0,2,2012,1950.0,4.5
MOLISE,Abitazioni civili,SCADENTE,1750,2150,4.0,5.0,2,2012,1950.0,4.5
PIRANESI,Abitazioni civili,SCADENTE,1750,2150,4.0,5.0,2,2012,1950.0,4.5
ORTOMERCATO,Abitazioni civili,OTTIMO,3300,4300,7.5,10.5,2,2012,3800.0,9.0
MOLISE,Abitazioni civili,OTTIMO,3300,4300,7.5,10.5,2,2012,3800.0,9.0
PIRANESI,Abitazioni civili,OTTIMO,3300,4300,7.5,10.5,2,2012,3800.0,9.0
ORTOMERCATO,Abitazioni civili,NORMALE,2250,3000,5.5,7.0,2,2012,2625.0,6.25
MOLISE,Abitazioni civili,NORMALE,2250,3000,5.5,7.0,2,2012,2625.0,6.25
PIRANESI,Abitazioni civili,NORMALE,2250,3000,5.5,7.0,2,2012,2625.0,6.25
ORTOMERCATO,Abitazioni di tipo economico,OTTIMO,2200,2600,4.5,6.0,2,2012,2400.0,5.25
MOLISE,Abitazioni di tipo economico,OTTIMO,2200,2600,4.5,6.0,2,2012,2400.0,5.25
PIRANESI,Abitazioni di tipo economico,OTTIMO,2200,2600,4.5,6.0,2,2012,2400.0,5.25
ORTOMERCATO,Abitazioni di tipo economico,NORMALE,1850,2200,3.5,4.5,2,2012,2025.0,4.0
MOLISE,Abitazioni di tipo economico,NORMALE,1850,2200,3.5,4.5,2,2012,2025.0,4.0
PIRANESI,Abitazioni di tipo economico,NORMALE,1850,2200,3.5,4.5,2,2012,2025.0,4.0
ORTOMERCATO,Abitazioni di tipo economico,SCADENTE,1500,1750,3.5,4.0,2,2012,1625.0,3.75
MOLISE,Abitazioni di tipo economico,SCADENTE,1500,1750,3.5,4.0,2,2012,1625.0,3.75
PIRANESI,Abitazioni di tipo economico,SCADENTE,1500,1750,3.5,4.0,2,2012,1625.0,3.75
ORTOMERCATO,Box,NORMALE,1750,2500,7.5,11.0,2,2012,2125.0,9.25
MOLISE,Box,NORMALE,1750,2500,7.5,11.0,2,2012,2125.0,9.25
PIRANESI,Box,NORMALE,1750,2500,7.5,11.0,2,2012,2125.0,9.25
ORTOMERCATO,Magazzini,NORMALE,400,550,2.4,3.2,2,2012,475.0,2.8
MOLISE,Magazzini,NORMALE,400,550,2.4,3.2,2,2012,475.0,2.8
PIRANESI,Magazzini,NORMALE,400,550,2.4,3.2,2,2012,475.0,2.8
ORTOMERCATO,Negozi,NORMALE,1500,2250,7.0,10.8,2,2012,1875.0,8.9
MOLISE,Negozi,NORMALE,1500,2250,7.0,10.8,2,2012,1875.0,8.9
PIRANESI,Negozi,NORMALE,1500,2250,7.0,10.8,2,2012,1875.0,8.9
ORTOMERCATO,Uffici,OTTIMO,1800,2400,7.5,9.3,2,2012,2100.0,8.4
MOLISE,Uffici,OTTIMO,1800,2400,7.5,9.3,2,2012,2100.0,8.4
PIRANESI,Uffici,OTTIMO,1800,2400,7.5,9.3,2,2012,2100.0,8.4
ORTOMERCATO,Uffici strutturati,OTTIMO,2000,3100,10.7,15.7,2,2012,2550.0,13.2
MOLISE,Uffici strutturati,OTTIMO,2000,3100,10.7,15.7,2,2012,2550.0,13.2
PIRANESI,Uffici strutturati,OTTIMO,2000,3100,10.7,15.7,2,2012,2550.0,13.2
ORTOMERCATO,Capannoni industriali,OTTIMO,750,950,4.4,5.6,2,2012,850.0,5.0
MOLISE,Capannoni industriali,OTTIMO,750,950,4.4,5.6,2,2012,850.0,5.0
PIRANESI,Capannoni industriali,OTTIMO,750,950,4.4,5.6,2,2012,850.0,5.0
ORTOMERCATO,Capannoni tipici,OTTIMO,750,1050,4.0,5.8,2,2012,900.0,4.9
MOLISE,Capannoni tipici,OTTIMO,750,1050,4.0,5.8,2,2012,900.0,4.9
PIRANESI,Capannoni tipici,OTTIMO,750,1050,4.0,5.8,2,2012,900.0,4.9
ORTOMERCATO,Laboratori,NORMALE,700,900,3.6,4.8,2,2012,800.0,4.2
MOLISE,Laboratori,NORMALE,700,900,3.6,4.8,2,2012,800.0,4.2
PIRANESI,Laboratori,NORMALE,700,900,3.6,4.8,2,2012,800.0,4.2
BONCOMPAGNI,Abitazioni civili,SCADENTE,1550,2100,4.5,6.0,1,2012,1825.0,5.25
TOFFETTI,Abitazioni civili,SCADENTE,1550,2100,4.5,6.0,1,2012,1825.0,5.25
BACCHIGLIONE,Abitazioni civili,SCADENTE,1550,2100,4.5,6.0,1,2012,1825.0,5.25
BONCOMPAGNI,Abitazioni civili,OTTIMO,2850,3500,8.5,10.0,1,2012,3175.0,9.25
TOFFETTI,Abitazioni civili,OTTIMO,2850,3500,8.5,10.0,1,2012,3175.0,9.25
BACCHIGLIONE,Abitazioni civili,OTTIMO,2850,3500,8.5,10.0,1,2012,3175.0,9.25
BONCOMPAGNI,Abitazioni civili,NORMALE,2150,2600,6.0,7.5,1,2012,2375.0,6.75
TOFFETTI,Abitazioni civili,NORMALE,2150,2600,6.0,7.5,1,2012,2375.0,6.75
BACCHIGLIONE,Abitazioni civili,NORMALE,2150,2600,6.0,7.5,1,2012,2375.0,6.75
BONCOMPAGNI,Abitazioni di tipo economico,OTTIMO,1900,2450,5.0,6.5,1,2012,2175.0,5.75
TOFFETTI,Abitazioni di tipo economico,OTTIMO,1900,2450,5.0,6.5,1,2012,2175.0,5.75
BACCHIGLIONE,Abitazioni di tipo economico,OTTIMO,1900,2450,5.0,6.5,1,2012,2175.0,5.75
BONCOMPAGNI,Abitazioni di tipo economico,NORMALE,1700,1900,4.5,5.0,1,2012,1800.0,4.75
TOFFETTI,Abitazioni di tipo economico,NORMALE,1700,1900,4.5,5.0,1,2012,1800.0,4.75
BACCHIGLIONE,Abitazioni di tipo economico,NORMALE,1700,1900,4.5,5.0,1,2012,1800.0,4.75
BONCOMPAGNI,Abitazioni di tipo economico,SCADENTE,1450,1700,4.0,4.5,1,2012,1575.0,4.25
TOFFETTI,Abitazioni di tipo economico,SCADENTE,1450,1700,4.0,4.5,1,2012,1575.0,4.25
BACCHIGLIONE,Abitazioni di tipo economico,SCADENTE,1450,1700,4.0,4.5,1,2012,1575.0,4.25
BONCOMPAGNI,Box,NORMALE,1550,2300,6.0,9.0,1,2012,1925.0,7.5
TOFFETTI,Box,NORMALE,1550,2300,6.0,9.0,1,2012,1925.0,7.5
BACCHIGLIONE,Box,NORMALE,1550,2300,6.0,9.0,1,2012,1925.0,7.5
BONCOMPAGNI,Magazzini,NORMALE,450,600,2.6,3.6,1,2012,525.0,3.1
TOFFETTI,Magazzini,NORMALE,450,600,2.6,3.6,1,2012,525.0,3.1
BACCHIGLIONE,Magazzini,NORMALE,450,600,2.6,3.6,1,2012,525.0,3.1
BONCOMPAGNI,Negozi,NORMALE,1500,2150,5.9,8.3,1,2012,1825.0,7.1000000000000005
TOFFETTI,Negozi,NORMALE,1500,2150,5.9,8.3,1,2012,1825.0,7.1000000000000005
BACCHIGLIONE,Negozi,NORMALE,1500,2150,5.9,8.3,1,2012,1825.0,7.1000000000000005
BONCOMPAGNI,Uffici,OTTIMO,1650,2150,6.5,8.1,1,2012,1900.0,7.3
TOFFETTI,Uffici,OTTIMO,1650,2150,6.5,8.1,1,2012,1900.0,7.3
BACCHIGLIONE,Uffici,OTTIMO,1650,2150,6.5,8.1,1,2012,1900.0,7.3
BONCOMPAGNI,Uffici strutturati,NORMALE,1950,2600,10.5,13.9,1,2012,2275.0,12.2
TOFFETTI,Uffici strutturati,NORMALE,1950,2600,10.5,13.9,1,2012,2275.0,12.2
BACCHIGLIONE,Uffici strutturati,NORMALE,1950,2600,10.5,13.9,1,2012,2275.0,12.2
BONCOMPAGNI,Capannoni industriali,OTTIMO,800,1050,4.6,6.2,1,2012,925.0,5.4
TOFFETTI,Capannoni industriali,OTTIMO,800,1050,4.6,6.2,1,2012,925.0,5.4
BACCHIGLIONE,Capannoni industriali,OTTIMO,800,1050,4.6,6.2,1,2012,925.0,5.4
BONCOMPAGNI,Capannoni tipici,OTTIMO,800,1100,4.4,6.2,1,2012,950.0,5.300000000000001
TOFFETTI,Capannoni tipici,OTTIMO,800,1100,4.4,6.2,1,2012,950.0,5.300000000000001
BACCHIGLIONE,Capannoni tipici,OTTIMO,800,1100,4.4,6.2,1,2012,950.0,5.300000000000001
BONCOMPAGNI,Laboratori,NORMALE,800,1100,5.0,6.6,1,2012,950.0,5.8
TOFFETTI,Laboratori,NORMALE,800,1100,5.0,6.6,1,2012,950.0,5.8
BACCHIGLIONE,Laboratori,NORMALE,800,1100,5.0,6.6,1,2012,950.0,5.8
BONCOMPAGNI,Abitazioni civili,SCADENTE,1500,2100,4.5,6.0,2,2012,1800.0,5.25
TOFFETTI,Abitazioni civili,SCADENTE,1500,2100,4.5,6.0,2,2012,1800.0,5.25
BACCHIGLIONE,Abitazioni civili,SCADENTE,1500,2100,4.5,6.0,2,2012,1800.0,5.25
BONCOMPAGNI,Abitazioni civili,OTTIMO,2800,3500,8.5,10.0,2,2012,3150.0,9.25
TOFFETTI,Abitazioni civili,OTTIMO,2800,3500,8.5,10.0,2,2012,3150.0,9.25
BACCHIGLIONE,Abitazioni civili,OTTIMO,2800,3500,8.5,10.0,2,2012,3150.0,9.25
BONCOMPAGNI,Abitazioni civili,NORMALE,2100,2600,6.0,7.5,2,2012,2350.0,6.75
TOFFETTI,Abitazioni civili,NORMALE,2100,2600,6.0,7.5,2,2012,2350.0,6.75
BACCHIGLIONE,Abitazioni civili,NORMALE,2100,2600,6.0,7.5,2,2012,2350.0,6.75
BONCOMPAGNI,Abitazioni di tipo economico,OTTIMO,1850,2450,5.0,6.5,2,2012,2150.0,5.75
TOFFETTI,Abitazioni di tipo economico,OTTIMO,1850,2450,5.0,6.5,2,2012,2150.0,5.75
BACCHIGLIONE,Abitazioni di tipo economico,OTTIMO,1850,2450,5.0,6.5,2,2012,2150.0,5.75
BONCOMPAGNI,Abitazioni di tipo economico,NORMALE,1650,1850,4.5,5.0,2,2012,1750.0,4.75
TOFFETTI,Abitazioni di tipo economico,NORMALE,1650,1850,4.5,5.0,2,2012,1750.0,4.75
BACCHIGLIONE,Abitazioni di tipo economico,NORMALE,1650,1850,4.5,5.0,2,2012,1750.0,4.75
BONCOMPAGNI,Abitazioni di tipo economico,SCADENTE,1400,1650,4.0,4.5,2,2012,1525.0,4.25
TOFFETTI,Abitazioni di tipo economico,SCADENTE,1400,1650,4.0,4.5,2,2012,1525.0,4.25
BACCHIGLIONE,Abitazioni di tipo economico,SCADENTE,1400,1650,4.0,4.5,2,2012,1525.0,4.25
BONCOMPAGNI,Box,NORMALE,1550,2300,6.0,9.0,2,2012,1925.0,7.5
TOFFETTI,Box,NORMALE,1550,2300,6.0,9.0,2,2012,1925.0,7.5
BACCHIGLIONE,Box,NORMALE,1550,2300,6.0,9.0,2,2012,1925.0,7.5
BONCOMPAGNI,Magazzini,NORMALE,450,600,2.6,3.6,2,2012,525.0,3.1
TOFFETTI,Magazzini,NORMALE,450,600,2.6,3.6,2,2012,525.0,3.1
BACCHIGLIONE,Magazzini,NORMALE,450,600,2.6,3.6,2,2012,525.0,3.1
BONCOMPAGNI,Negozi,NORMALE,1500,2100,5.9,8.3,2,2012,1800.0,7.1000000000000005
TOFFETTI,Negozi,NORMALE,1500,2100,5.9,8.3,2,2012,1800.0,7.1000000000000005
BACCHIGLIONE,Negozi,NORMALE,1500,2100,5.9,8.3,2,2012,1800.0,7.1000000000000005
BONCOMPAGNI,Uffici,OTTIMO,1650,2100,6.5,8.1,2,2012,1875.0,7.3
TOFFETTI,Uffici,OTTIMO,1650,2100,6.5,8.1,2,2012,1875.0,7.3
BACCHIGLIONE,Uffici,OTTIMO,1650,2100,6.5,8.1,2,2012,1875.0,7.3
BONCOMPAGNI,Uffici strutturati,NORMALE,1950,2550,10.5,13.9,2,2012,2250.0,12.2
TOFFETTI,Uffici strutturati,NORMALE,1950,2550,10.5,13.9,2,2012,2250.0,12.2
BACCHIGLIONE,Uffici strutturati,NORMALE,1950,2550,10.5,13.9,2,2012,2250.0,12.2
BONCOMPAGNI,Capannoni industriali,OTTIMO,800,1000,4.6,6.2,2,2012,900.0,5.4
TOFFETTI,Capannoni industriali,OTTIMO,800,1000,4.6,6.2,2,2012,900.0,5.4
BACCHIGLIONE,Capannoni industriali,OTTIMO,800,1000,4.6,6.2,2,2012,900.0,5.4
BONCOMPAGNI,Capannoni tipici,OTTIMO,800,1100,4.4,6.2,2,2012,950.0,5.300000000000001
TOFFETTI,Capannoni tipici,OTTIMO,800,1100,4.4,6.2,2,2012,950.0,5.300000000000001
BACCHIGLIONE,Capannoni tipici,OTTIMO,800,1100,4.4,6.2,2,2012,950.0,5.300000000000001
BONCOMPAGNI,Laboratori,NORMALE,800,1100,5.0,6.6,2,2012,950.0,5.8
TOFFETTI,Laboratori,NORMALE,800,1100,5.0,6.6,2,2012,950.0,5.8
BACCHIGLIONE,Laboratori,NORMALE,800,1100,5.0,6.6,2,2012,950.0,5.8
OMERO,Abitazioni civili,SCADENTE,1600,2000,4.0,5.0,1,2012,1800.0,4.5
GABRIELE ROSA,Abitazioni civili,SCADENTE,1600,2000,4.0,5.0,1,2012,1800.0,4.5
BRENTA,Abitazioni civili,SCADENTE,1600,2000,4.0,5.0,1,2012,1800.0,4.5
OMERO,Abitazioni civili,OTTIMO,2650,3400,6.5,8.0,1,2012,3025.0,7.25
GABRIELE ROSA,Abitazioni civili,OTTIMO,2650,3400,6.5,8.0,1,2012,3025.0,7.25
BRENTA,Abitazioni civili,OTTIMO,2650,3400,6.5,8.0,1,2012,3025.0,7.25
OMERO,Abitazioni civili,NORMALE,2000,2650,5.0,6.5,1,2012,2325.0,5.75
GABRIELE ROSA,Abitazioni civili,NORMALE,2000,2650,5.0,6.5,1,2012,2325.0,5.75
BRENTA,Abitazioni civili,NORMALE,2000,2650,5.0,6.5,1,2012,2325.0,5.75
OMERO,Abitazioni di tipo economico,OTTIMO,2150,2600,4.5,5.5,1,2012,2375.0,5.0
GABRIELE ROSA,Abitazioni di tipo economico,OTTIMO,2150,2600,4.5,5.5,1,2012,2375.0,5.0
BRENTA,Abitazioni di tipo economico,OTTIMO,2150,2600,4.5,5.5,1,2012,2375.0,5.0
OMERO,Abitazioni di tipo economico,NORMALE,1900,2100,4.0,4.5,1,2012,2000.0,4.25
GABRIELE ROSA,Abitazioni di tipo economico,NORMALE,1900,2100,4.0,4.5,1,2012,2000.0,4.25
BRENTA,Abitazioni di tipo economico,NORMALE,1900,2100,4.0,4.5,1,2012,2000.0,4.25
OMERO,Abitazioni di tipo economico,SCADENTE,1600,1850,3.0,4.0,1,2012,1725.0,3.5
GABRIELE ROSA,Abitazioni di tipo economico,SCADENTE,1600,1850,3.0,4.0,1,2012,1725.0,3.5
BRENTA,Abitazioni di tipo economico,SCADENTE,1600,1850,3.0,4.0,1,2012,1725.0,3.5
OMERO,Box,NORMALE,1450,2050,5.5,8.0,1,2012,1750.0,6.75
GABRIELE ROSA,Box,NORMALE,1450,2050,5.5,8.0,1,2012,1750.0,6.75
BRENTA,Box,NORMALE,1450,2050,5.5,8.0,1,2012,1750.0,6.75
OMERO,Magazzini,NORMALE,500,650,2.8,3.8,1,2012,575.0,3.3
GABRIELE ROSA,Magazzini,NORMALE,500,650,2.8,3.8,1,2012,575.0,3.3
BRENTA,Magazzini,NORMALE,500,650,2.8,3.8,1,2012,575.0,3.3
OMERO,Negozi,NORMALE,1450,2100,6.0,8.5,1,2012,1775.0,7.25
GABRIELE ROSA,Negozi,NORMALE,1450,2100,6.0,8.5,1,2012,1775.0,7.25
BRENTA,Negozi,NORMALE,1450,2100,6.0,8.5,1,2012,1775.0,7.25
OMERO,Uffici,OTTIMO,1600,2100,6.5,8.5,1,2012,1850.0,7.5
GABRIELE ROSA,Uffici,OTTIMO,1600,2100,6.5,8.5,1,2012,1850.0,7.5
BRENTA,Uffici,OTTIMO,1600,2100,6.5,8.5,1,2012,1850.0,7.5
OMERO,Uffici strutturati,OTTIMO,1850,2350,10.5,12.5,1,2012,2100.0,11.5
GABRIELE ROSA,Uffici strutturati,OTTIMO,1850,2350,10.5,12.5,1,2012,2100.0,11.5
BRENTA,Uffici strutturati,OTTIMO,1850,2350,10.5,12.5,1,2012,2100.0,11.5
OMERO,Capannoni industriali,OTTIMO,800,1050,4.6,6.2,1,2012,925.0,5.4
GABRIELE ROSA,Capannoni industriali,OTTIMO,800,1050,4.6,6.2,1,2012,925.0,5.4
BRENTA,Capannoni industriali,OTTIMO,800,1050,4.6,6.2,1,2012,925.0,5.4
OMERO,Capannoni tipici,OTTIMO,800,1100,4.5,6.0,1,2012,950.0,5.25
GABRIELE ROSA,Capannoni tipici,OTTIMO,800,1100,4.5,6.0,1,2012,950.0,5.25
BRENTA,Capannoni tipici,OTTIMO,800,1100,4.5,6.0,1,2012,950.0,5.25
OMERO,Laboratori,NORMALE,900,1150,5.3,6.8,1,2012,1025.0,6.05
GABRIELE ROSA,Laboratori,NORMALE,900,1150,5.3,6.8,1,2012,1025.0,6.05
BRENTA,Laboratori,NORMALE,900,1150,5.3,6.8,1,2012,1025.0,6.05
OMERO,Abitazioni civili,SCADENTE,1550,1950,4.0,5.0,2,2012,1750.0,4.5
GABRIELE ROSA,Abitazioni civili,SCADENTE,1550,1950,4.0,5.0,2,2012,1750.0,4.5
BRENTA,Abitazioni civili,SCADENTE,1550,1950,4.0,5.0,2,2012,1750.0,4.5
OMERO,Abitazioni civili,OTTIMO,2600,3400,6.5,8.0,2,2012,3000.0,7.25
GABRIELE ROSA,Abitazioni civili,OTTIMO,2600,3400,6.5,8.0,2,2012,3000.0,7.25
BRENTA,Abitazioni civili,OTTIMO,2600,3400,6.5,8.0,2,2012,3000.0,7.25
OMERO,Abitazioni civili,NORMALE,1950,2600,5.0,6.5,2,2012,2275.0,5.75
GABRIELE ROSA,Abitazioni civili,NORMALE,1950,2600,5.0,6.5,2,2012,2275.0,5.75
BRENTA,Abitazioni civili,NORMALE,1950,2600,5.0,6.5,2,2012,2275.0,5.75
OMERO,Abitazioni di tipo economico,OTTIMO,2100,2550,4.5,5.5,2,2012,2325.0,5.0
GABRIELE ROSA,Abitazioni di tipo economico,OTTIMO,2100,2550,4.5,5.5,2,2012,2325.0,5.0
BRENTA,Abitazioni di tipo economico,OTTIMO,2100,2550,4.5,5.5,2,2012,2325.0,5.0
OMERO,Abitazioni di tipo economico,NORMALE,1850,2050,4.0,4.5,2,2012,1950.0,4.25
GABRIELE ROSA,Abitazioni di tipo economico,NORMALE,1850,2050,4.0,4.5,2,2012,1950.0,4.25
BRENTA,Abitazioni di tipo economico,NORMALE,1850,2050,4.0,4.5,2,2012,1950.0,4.25
OMERO,Abitazioni di tipo economico,SCADENTE,1500,1800,3.0,4.0,2,2012,1650.0,3.5
GABRIELE ROSA,Abitazioni di tipo economico,SCADENTE,1500,1800,3.0,4.0,2,2012,1650.0,3.5
BRENTA,Abitazioni di tipo economico,SCADENTE,1500,1800,3.0,4.0,2,2012,1650.0,3.5
OMERO,Box,NORMALE,1450,2050,5.5,8.0,2,2012,1750.0,6.75
GABRIELE ROSA,Box,NORMALE,1450,2050,5.5,8.0,2,2012,1750.0,6.75
BRENTA,Box,NORMALE,1450,2050,5.5,8.0,2,2012,1750.0,6.75
OMERO,Magazzini,NORMALE,450,600,2.8,3.8,2,2012,525.0,3.3
GABRIELE ROSA,Magazzini,NORMALE,450,600,2.8,3.8,2,2012,525.0,3.3
BRENTA,Magazzini,NORMALE,450,600,2.8,3.8,2,2012,525.0,3.3
OMERO,Negozi,NORMALE,1400,2000,6.0,8.5,2,2012,1700.0,7.25
GABRIELE ROSA,Negozi,NORMALE,1400,2000,6.0,8.5,2,2012,1700.0,7.25
BRENTA,Negozi,NORMALE,1400,2000,6.0,8.5,2,2012,1700.0,7.25
OMERO,Uffici,OTTIMO,1550,2000,6.5,8.5,2,2012,1775.0,7.5
GABRIELE ROSA,Uffici,OTTIMO,1550,2000,6.5,8.5,2,2012,1775.0,7.5
BRENTA,Uffici,OTTIMO,1550,2000,6.5,8.5,2,2012,1775.0,7.5
OMERO,Uffici strutturati,OTTIMO,1800,2300,10.5,12.5,2,2012,2050.0,11.5
GABRIELE ROSA,Uffici strutturati,OTTIMO,1800,2300,10.5,12.5,2,2012,2050.0,11.5
BRENTA,Uffici strutturati,OTTIMO,1800,2300,10.5,12.5,2,2012,2050.0,11.5
OMERO,Capannoni industriali,OTTIMO,800,1000,4.6,6.2,2,2012,900.0,5.4
GABRIELE ROSA,Capannoni industriali,OTTIMO,800,1000,4.6,6.2,2,2012,900.0,5.4
BRENTA,Capannoni industriali,OTTIMO,800,1000,4.6,6.2,2,2012,900.0,5.4
OMERO,Capannoni tipici,OTTIMO,800,1050,4.5,6.0,2,2012,925.0,5.25
GABRIELE ROSA,Capannoni tipici,OTTIMO,800,1050,4.5,6.0,2,2012,925.0,5.25
BRENTA,Capannoni tipici,OTTIMO,800,1050,4.5,6.0,2,2012,925.0,5.25
OMERO,Laboratori,NORMALE,900,1100,5.3,6.8,2,2012,1000.0,6.05
GABRIELE ROSA,Laboratori,NORMALE,900,1100,5.3,6.8,2,2012,1000.0,6.05
BRENTA,Laboratori,NORMALE,900,1100,5.3,6.8,2,2012,1000.0,6.05
RONCHETTO,Abitazioni civili,NORMALE,1850,2400,6.0,8.0,1,2012,2125.0,7.0
CHIARAVALLE,Abitazioni civili,NORMALE,1850,2400,6.0,8.0,1,2012,2125.0,7.0
RIPAMONTI,Abitazioni civili,NORMALE,1850,2400,6.0,8.0,1,2012,2125.0,7.0
RONCHETTO,Abitazioni civili,SCADENTE,1500,1750,5.0,6.0,1,2012,1625.0,5.5
CHIARAVALLE,Abitazioni civili,SCADENTE,1500,1750,5.0,6.0,1,2012,1625.0,5.5
RIPAMONTI,Abitazioni civili,SCADENTE,1500,1750,5.0,6.0,1,2012,1625.0,5.5
RONCHETTO,Abitazioni civili,OTTIMO,2400,2650,7.2,8.7,1,2012,2525.0,7.949999999999999
CHIARAVALLE,Abitazioni civili,OTTIMO,2400,2650,7.2,8.7,1,2012,2525.0,7.949999999999999
RIPAMONTI,Abitazioni civili,OTTIMO,2400,2650,7.2,8.7,1,2012,2525.0,7.949999999999999
RONCHETTO,Abitazioni di tipo economico,SCADENTE,1200,1400,4.0,4.5,1,2012,1300.0,4.25
CHIARAVALLE,Abitazioni di tipo economico,SCADENTE,1200,1400,4.0,4.5,1,2012,1300.0,4.25
RIPAMONTI,Abitazioni di tipo economico,SCADENTE,1200,1400,4.0,4.5,1,2012,1300.0,4.25
RONCHETTO,Abitazioni di tipo economico,OTTIMO,1950,2200,5.5,6.5,1,2012,2075.0,6.0
CHIARAVALLE,Abitazioni di tipo economico,OTTIMO,1950,2200,5.5,6.5,1,2012,2075.0,6.0
RIPAMONTI,Abitazioni di tipo economico,OTTIMO,1950,2200,5.5,6.5,1,2012,2075.0,6.0
RONCHETTO,Abitazioni di tipo economico,NORMALE,1500,1950,5.0,6.0,1,2012,1725.0,5.5
CHIARAVALLE,Abitazioni di tipo economico,NORMALE,1500,1950,5.0,6.0,1,2012,1725.0,5.5
RIPAMONTI,Abitazioni di tipo economico,NORMALE,1500,1950,5.0,6.0,1,2012,1725.0,5.5
RONCHETTO,Box,NORMALE,1300,1800,6.0,8.5,1,2012,1550.0,7.25
CHIARAVALLE,Box,NORMALE,1300,1800,6.0,8.5,1,2012,1550.0,7.25
RIPAMONTI,Box,NORMALE,1300,1800,6.0,8.5,1,2012,1550.0,7.25
RONCHETTO,Ville e Villini,SCADENTE,1500,1750,4.3,5.0,1,2012,1625.0,4.65
CHIARAVALLE,Ville e Villini,SCADENTE,1500,1750,4.3,5.0,1,2012,1625.0,4.65
RIPAMONTI,Ville e Villini,SCADENTE,1500,1750,4.3,5.0,1,2012,1625.0,4.65
RONCHETTO,Ville e Villini,NORMALE,1850,2350,5.5,6.5,1,2012,2100.0,6.0
CHIARAVALLE,Ville e Villini,NORMALE,1850,2350,5.5,6.5,1,2012,2100.0,6.0
RIPAMONTI,Ville e Villini,NORMALE,1850,2350,5.5,6.5,1,2012,2100.0,6.0
RONCHETTO,Ville e Villini,OTTIMO,2350,2600,6.5,7.5,1,2012,2475.0,7.0
CHIARAVALLE,Ville e Villini,OTTIMO,2350,2600,6.5,7.5,1,2012,2475.0,7.0
RIPAMONTI,Ville e Villini,OTTIMO,2350,2600,6.5,7.5,1,2012,2475.0,7.0
RONCHETTO,Magazzini,NORMALE,500,650,3.0,4.0,1,2012,575.0,3.5
CHIARAVALLE,Magazzini,NORMALE,500,650,3.0,4.0,1,2012,575.0,3.5
RIPAMONTI,Magazzini,NORMALE,500,650,3.0,4.0,1,2012,575.0,3.5
RONCHETTO,Negozi,NORMALE,1300,1750,5.0,7.3,1,2012,1525.0,6.15
CHIARAVALLE,Negozi,NORMALE,1300,1750,5.0,7.3,1,2012,1525.0,6.15
RIPAMONTI,Negozi,NORMALE,1300,1750,5.0,7.3,1,2012,1525.0,6.15
RONCHETTO,Uffici,OTTIMO,1650,1950,7.5,8.2,1,2012,1800.0,7.85
CHIARAVALLE,Uffici,OTTIMO,1650,1950,7.5,8.2,1,2012,1800.0,7.85
RIPAMONTI,Uffici,OTTIMO,1650,1950,7.5,8.2,1,2012,1800.0,7.85
RONCHETTO,Uffici strutturati,OTTIMO,1850,2400,9.7,12.7,1,2012,2125.0,11.2
CHIARAVALLE,Uffici strutturati,OTTIMO,1850,2400,9.7,12.7,1,2012,2125.0,11.2
RIPAMONTI,Uffici strutturati,OTTIMO,1850,2400,9.7,12.7,1,2012,2125.0,11.2
RONCHETTO,Capannoni industriali,OTTIMO,850,950,5.0,5.6,1,2012,900.0,5.3
CHIARAVALLE,Capannoni industriali,OTTIMO,850,950,5.0,5.6,1,2012,900.0,5.3
RIPAMONTI,Capannoni industriali,OTTIMO,850,950,5.0,5.6,1,2012,900.0,5.3
RONCHETTO,Capannoni tipici,OTTIMO,850,1000,4.6,5.4,1,2012,925.0,5.0
CHIARAVALLE,Capannoni tipici,OTTIMO,850,1000,4.6,5.4,1,2012,925.0,5.0
RIPAMONTI,Capannoni tipici,OTTIMO,850,1000,4.6,5.4,1,2012,925.0,5.0
RONCHETTO,Laboratori,NORMALE,700,900,4.3,6.0,1,2012,800.0,5.15
CHIARAVALLE,Laboratori,NORMALE,700,900,4.3,6.0,1,2012,800.0,5.15
RIPAMONTI,Laboratori,NORMALE,700,900,4.3,6.0,1,2012,800.0,5.15
RONCHETTO,Abitazioni civili,NORMALE,1900,2400,6.0,8.0,2,2012,2150.0,7.0
CHIARAVALLE,Abitazioni civili,NORMALE,1900,2400,6.0,8.0,2,2012,2150.0,7.0
RIPAMONTI,Abitazioni civili,NORMALE,1900,2400,6.0,8.0,2,2012,2150.0,7.0
RONCHETTO,Abitazioni civili,SCADENTE,1500,1700,5.0,6.0,2,2012,1600.0,5.5
CHIARAVALLE,Abitazioni civili,SCADENTE,1500,1700,5.0,6.0,2,2012,1600.0,5.5
