Neighborhood,Type,Status,Min_Sale_Price,Max_Sale_Price,Min_Rent_Price,Max_Rent_Price,Semester,Year,Avg_Sale_Price,Avg_Rent_Price
P. ROSSI,Magazzini,NORMALE,450,650,2.3,3.5,1,2018,550.0,2.9
COMASINA,Magazzini,NORMALE,450,650,2.3,3.5,1,2018,550.0,2.9
BOVISASCA,Negozi,NORMALE,1450,1900,7.2,9.0,1,2018,1675.0,8.1
AFFORI,Negozi,NORMALE,1450,1900,7.2,9.0,1,2018,1675.0,8.1
P. ROSSI,Negozi,NORMALE,1450,1900,7.2,9.0,1,2018,1675.0,8.1
COMASINA,Negozi,NORMALE,1450,1900,7.2,9.0,1,2018,1675.0,8.1
BOVISASCA,Uffici,OTTIMO,1500,1900,6.2,8.0,1,2018,1700.0,7.1
AFFORI,Uffici,OTTIMO,1500,1900,6.2,8.0,1,2018,1700.0,7.1
P. ROSSI,Uffici,OTTIMO,1500,1900,6.2,8.0,1,2018,1700.0,7.1
COMASINA,Uffici,OTTIMO,1500,1900,6.2,8.0,1,2018,1700.0,7.1
BOVISASCA,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,1,2018,1975.0,10.6
AFFORI,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,1,2018,1975.0,10.6
P. ROSSI,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,1,2018,1975.0,10.6
COMASINA,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,1,2018,1975.0,10.6
BOVISASCA,Capannoni industriali,OTTIMO,800,950,4.4,5.2,1,2018,875.0,4.800000000000001
AFFORI,Capannoni industriali,OTTIMO,800,950,4.4,5.2,1,2018,875.0,4.800000000000001
P. ROSSI,Capannoni industriali,OTTIMO,800,950,4.4,5.2,1,2018,875.0,4.800000000000001
COMASINA,Capannoni industriali,OTTIMO,800,950,4.4,5.2,1,2018,875.0,4.800000000000001
BOVISASCA,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,1,2018,950.0,5.1
AFFORI,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,1,2018,950.0,5.1
P. ROSSI,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,1,2018,950.0,5.1
COMASINA,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,1,2018,950.0,5.1
BOVISASCA,Laboratori,NORMALE,750,1000,4.4,5.6,1,2018,875.0,5.0
AFFORI,Laboratori,NORMALE,750,1000,4.4,5.6,1,2018,875.0,5.0
P. ROSSI,Laboratori,NORMALE,750,1000,4.4,5.6,1,2018,875.0,5.0
COMASINA,Laboratori,NORMALE,750,1000,4.4,5.6,1,2018,875.0,5.0
BOVISASCA,Abitazioni civili,OTTIMO,2450,3400,7.8,10.3,2,2018,2925.0,9.05
AFFORI,Abitazioni civili,OTTIMO,2450,3400,7.8,10.3,2,2018,2925.0,9.05
P. ROSSI,Abitazioni civili,OTTIMO,2450,3400,7.8,10.3,2,2018,2925.0,9.05
COMASINA,Abitazioni civili,OTTIMO,2450,3400,7.8,10.3,2,2018,2925.0,9.05
BOVISASCA,Abitazioni civili,NORMALE,1700,2450,5.4,7.8,2,2018,2075.0,6.6
AFFORI,Abitazioni civili,NORMALE,1700,2450,5.4,7.8,2,2018,2075.0,6.6
P. ROSSI,Abitazioni civili,NORMALE,1700,2450,5.4,7.8,2,2018,2075.0,6.6
COMASINA,Abitazioni civili,NORMALE,1700,2450,5.4,7.8,2,2018,2075.0,6.6
BOVISASCA,Abitazioni di tipo economico,NORMALE,1400,1650,4.8,5.4,2,2018,1525.0,5.1
AFFORI,Abitazioni di tipo economico,NORMALE,1400,1650,4.8,5.4,2,2018,1525.0,5.1
P. ROSSI,Abitazioni di tipo economico,NORMALE,1400,1650,4.8,5.4,2,2018,1525.0,5.1
COMASINA,Abitazioni di tipo economico,NORMALE,1400,1650,4.8,5.4,2,2018,1525.0,5.1
BOVISASCA,Abitazioni di tipo economico,OTTIMO,1700,2300,5.6,7.5,2,2018,2000.0,6.55
AFFORI,Abitazioni di tipo economico,OTTIMO,1700,2300,5.6,7.5,2,2018,2000.0,6.55
P. ROSSI,Abitazioni di tipo economico,OTTIMO,1700,2300,5.6,7.5,2,2018,2000.0,6.55
COMASINA,Abitazioni di tipo economico,OTTIMO,1700,2300,5.6,7.5,2,2018,2000.0,6.55
BOVISASCA,Box,NORMALE,1300,1700,5.2,7.5,2,2018,1500.0,6.35
AFFORI,Box,NORMALE,1300,1700,5.2,7.5,2,2018,1500.0,6.35
P. ROSSI,Box,NORMALE,1300,1700,5.2,7.5,2,2018,1500.0,6.35
COMASINA,Box,NORMALE,1300,1700,5.2,7.5,2,2018,1500.0,6.35
BOVISASCA,Ville e Villini,NORMALE,1950,2450,6.0,7.6,2,2018,2200.0,6.8
AFFORI,Ville e Villini,NORMALE,1950,2450,6.0,7.6,2,2018,2200.0,6.8
P. ROSSI,Ville e Villini,NORMALE,1950,2450,6.0,7.6,2,2018,2200.0,6.8
COMASINA,Ville e Villini,NORMALE,1950,2450,6.0,7.6,2,2018,2200.0,6.8
BOVISASCA,Ville e Villini,OTTIMO,2500,3400,7.8,10.5,2,2018,2950.0,9.15
AFFORI,Ville e Villini,OTTIMO,2500,3400,7.8,10.5,2,2018,2950.0,9.15
P. ROSSI,Ville e Villini,OTTIMO,2500,3400,7.8,10.5,2,2018,2950.0,9.15
COMASINA,Ville e Villini,OTTIMO,2500,3400,7.8,10.5,2,2018,2950.0,9.15
BOVISASCA,Magazzini,NORMALE,450,650,2.3,3.5,2,2018,550.0,2.9
AFFORI,Magazzini,NORMALE,450,650,2.3,3.5,2,2018,550.0,2.9
P. ROSSI,Magazzini,NORMALE,450,650,2.3,3.5,2,2018,550.0,2.9
COMASINA,Magazzini,NORMALE,450,650,2.3,3.5,2,2018,550.0,2.9
BOVISASCA,Negozi,NORMALE,1450,1900,7.2,9.0,2,2018,1675.0,8.1
AFFORI,Negozi,NORMALE,1450,1900,7.2,9.0,2,2018,1675.0,8.1
P. ROSSI,Negozi,NORMALE,1450,1900,7.2,9.0,2,2018,1675.0,8.1
COMASINA,Negozi,NORMALE,1450,1900,7.2,9.0,2,2018,1675.0,8.1
BOVISASCA,Uffici,OTTIMO,1500,1900,6.2,8.0,2,2018,1700.0,7.1
AFFORI,Uffici,OTTIMO,1500,1900,6.2,8.0,2,2018,1700.0,7.1
P. ROSSI,Uffici,OTTIMO,1500,1900,6.2,8.0,2,2018,1700.0,7.1
COMASINA,Uffici,OTTIMO,1500,1900,6.2,8.0,2,2018,1700.0,7.1
BOVISASCA,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,2,2018,1975.0,10.6
AFFORI,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,2,2018,1975.0,10.6
P. ROSSI,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,2,2018,1975.0,10.6
COMASINA,Uffici strutturati,OTTIMO,1550,2400,8.7,12.5,2,2018,1975.0,10.6
BOVISASCA,Capannoni industriali,OTTIMO,800,950,4.4,5.2,2,2018,875.0,4.800000000000001
AFFORI,Capannoni industriali,OTTIMO,800,950,4.4,5.2,2,2018,875.0,4.800000000000001
P. ROSSI,Capannoni industriali,OTTIMO,800,950,4.4,5.2,2,2018,875.0,4.800000000000001
COMASINA,Capannoni industriali,OTTIMO,800,950,4.4,5.2,2,2018,875.0,4.800000000000001
BOVISASCA,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,2,2018,950.0,5.1
AFFORI,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,2,2018,950.0,5.1
P. ROSSI,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,2,2018,950.0,5.1
COMASINA,Capannoni tipici,OTTIMO,850,1050,4.7,5.5,2,2018,950.0,5.1
BOVISASCA,Laboratori,NORMALE,750,1000,4.4,5.6,2,2018,875.0,5.0
AFFORI,Laboratori,NORMALE,750,1000,4.4,5.6,2,2018,875.0,5.0
P. ROSSI,Laboratori,NORMALE,750,1000,4.4,5.6,2,2018,875.0,5.0
COMASINA,Laboratori,NORMALE,750,1000,4.4,5.6,2,2018,875.0,5.0
NIGUARDA,Abitazioni civili,OTTIMO,2450,3500,8.3,10.9,1,2018,2975.0,9.600000000000001
BIGNAMI,Abitazioni civili,OTTIMO,2450,3500,8.3,10.9,1,2018,2975.0,9.600000000000001
PARCO NORD,Abitazioni civili,OTTIMO,2450,3500,8.3,10.9,1,2018,2975.0,9.600000000000001
NIGUARDA,Abitazioni civili,NORMALE,1850,2400,6.3,8.0,1,2018,2125.0,7.15
BIGNAMI,Abitazioni civili,NORMALE,1850,2400,6.3,8.0,1,2018,2125.0,7.15
PARCO NORD,Abitazioni civili,NORMALE,1850,2400,6.3,8.0,1,2018,2125.0,7.15
NIGUARDA,Abitazioni di tipo economico,OTTIMO,2050,2500,6.5,7.5,1,2018,2275.0,7.0
BIGNAMI,Abitazioni di tipo economico,OTTIMO,2050,2500,6.5,7.5,1,2018,2275.0,7.0
PARCO NORD,Abitazioni di tipo economico,OTTIMO,2050,2500,6.5,7.5,1,2018,2275.0,7.0
NIGUARDA,Abitazioni di tipo economico,NORMALE,1700,1850,5.2,6.2,1,2018,1775.0,5.7
BIGNAMI,Abitazioni di tipo economico,NORMALE,1700,1850,5.2,6.2,1,2018,1775.0,5.7
PARCO NORD,Abitazioni di tipo economico,NORMALE,1700,1850,5.2,6.2,1,2018,1775.0,5.7
NIGUARDA,Box,NORMALE,1250,1850,4.6,6.8,1,2018,1550.0,5.699999999999999
BIGNAMI,Box,NORMALE,1250,1850,4.6,6.8,1,2018,1550.0,5.699999999999999
PARCO NORD,Box,NORMALE,1250,1850,4.6,6.8,1,2018,1550.0,5.699999999999999
NIGUARDA,Magazzini,NORMALE,450,600,2.5,3.5,1,2018,525.0,3.0
BIGNAMI,Magazzini,NORMALE,450,600,2.5,3.5,1,2018,525.0,3.0
PARCO NORD,Magazzini,NORMALE,450,600,2.5,3.5,1,2018,525.0,3.0
NIGUARDA,Negozi,NORMALE,1350,1900,6.2,9.1,1,2018,1625.0,7.65
BIGNAMI,Negozi,NORMALE,1350,1900,6.2,9.1,1,2018,1625.0,7.65
PARCO NORD,Negozi,NORMALE,1350,1900,6.2,9.1,1,2018,1625.0,7.65
NIGUARDA,Uffici,OTTIMO,1650,1950,6.0,7.5,1,2018,1800.0,6.75
BIGNAMI,Uffici,OTTIMO,1650,1950,6.0,7.5,1,2018,1800.0,6.75
PARCO NORD,Uffici,OTTIMO,1650,1950,6.0,7.5,1,2018,1800.0,6.75
NIGUARDA,Uffici strutturati,OTTIMO,1950,2450,10.0,12.8,1,2018,2200.0,11.4
BIGNAMI,Uffici strutturati,OTTIMO,1950,2450,10.0,12.8,1,2018,2200.0,11.4
PARCO NORD,Uffici strutturati,OTTIMO,1950,2450,10.0,12.8,1,2018,2200.0,11.4
NIGUARDA,Capannoni industriali,OTTIMO,800,1000,4.3,5.5,1,2018,900.0,4.9
BIGNAMI,Capannoni industriali,OTTIMO,800,1000,4.3,5.5,1,2018,900.0,4.9
PARCO NORD,Capannoni industriali,OTTIMO,800,1000,4.3,5.5,1,2018,900.0,4.9
NIGUARDA,Capannoni tipici,OTTIMO,850,1150,4.4,5.8,1,2018,1000.0,5.1
BIGNAMI,Capannoni tipici,OTTIMO,850,1150,4.4,5.8,1,2018,1000.0,5.1
PARCO NORD,Capannoni tipici,OTTIMO,850,1150,4.4,5.8,1,2018,1000.0,5.1
NIGUARDA,Laboratori,NORMALE,800,1000,5.0,6.3,1,2018,900.0,5.65
BIGNAMI,Laboratori,NORMALE,800,1000,5.0,6.3,1,2018,900.0,5.65
PARCO NORD,Laboratori,NORMALE,800,1000,5.0,6.3,1,2018,900.0,5.65
NIGUARDA,Abitazioni civili,OTTIMO,2450,3500,8.3,10.9,2,2018,2975.0,9.600000000000001
BIGNAMI,Abitazioni civili,OTTIMO,2450,3500,8.3,10.9,2,2018,2975.0,9.600000000000001
PARCO NORD,Abitazioni civili,OTTIMO,2450,3500,8.3,10.9,2,2018,2975.0,9.600000000000001
NIGUARDA,Abitazioni civili,NORMALE,1900,2450,6.5,8.2,2,2018,2175.0,7.35
BIGNAMI,Abitazioni civili,NORMALE,1900,2450,6.5,8.2,2,2018,2175.0,7.35
PARCO NORD,Abitazioni civili,NORMALE,1900,2450,6.5,8.2,2,2018,2175.0,7.35
NIGUARDA,Abitazioni di tipo economico,OTTIMO,1950,2500,6.5,7.5,2,2018,2225.0,7.0
BIGNAMI,Abitazioni di tipo economico,OTTIMO,1950,2500,6.5,7.5,2,2018,2225.0,7.0
PARCO NORD,Abitazioni di tipo economico,OTTIMO,1950,2500,6.5,7.5,2,2018,2225.0,7.0
NIGUARDA,Abitazioni di tipo economico,NORMALE,1700,1850,5.2,6.2,2,2018,1775.0,5.7
BIGNAMI,Abitazioni di tipo economico,NORMALE,1700,1850,5.2,6.2,2,2018,1775.0,5.7
PARCO NORD,Abitazioni di tipo economico,NORMALE,1700,1850,5.2,6.2,2,2018,1775.0,5.7
NIGUARDA,Box,NORMALE,1200,1850,4.4,6.8,2,2018,1525.0,5.6
BIGNAMI,Box,NORMALE,1200,1850,4.4,6.8,2,2018,1525.0,5.6
PARCO NORD,Box,NORMALE,1200,1850,4.4,6.8,2,2018,1525.0,5.6
NIGUARDA,Magazzini,NORMALE,450,600,2.5,3.5,2,2018,525.0,3.0
BIGNAMI,Magazzini,NORMALE,450,600,2.5,3.5,2,2018,525.0,3.0
PARCO NORD,Magazzini,NORMALE,450,600,2.5,3.5,2,2018,525.0,3.0
NIGUARDA,Negozi,NORMALE,1350,1900,6.2,9.1,2,2018,1625.0,7.65
BIGNAMI,Negozi,NORMALE,1350,1900,6.2,9.1,2,2018,1625.0,7.65
PARCO NORD,Negozi,NORMALE,1350,1900,6.2,9.1,2,2018,1625.0,7.65
NIGUARDA,Uffici,OTTIMO,1600,2000,6.0,7.5,2,2018,1800.0,6.75
BIGNAMI,Uffici,OTTIMO,1600,2000,6.0,7.5,2,2018,1800.0,6.75
PARCO NORD,Uffici,OTTIMO,1600,2000,6.0,7.5,2,2018,1800.0,6.75
NIGUARDA,Uffici strutturati,OTTIMO,1900,2500,10.0,12.8,2,2018,2200.0,11.4
BIGNAMI,Uffici strutturati,OTTIMO,1900,2500,10.0,12.8,2,2018,2200.0,11.4
PARCO NORD,Uffici strutturati,OTTIMO,1900,2500,10.0,12.8,2,2018,2200.0,11.4
NIGUARDA,Capannoni industriali,OTTIMO,800,1000,4.3,5.5,2,2018,900.0,4.9
BIGNAMI,Capannoni industriali,OTTIMO,800,1000,4.3,5.5,2,2018,900.0,4.9
PARCO NORD,Capannoni industriali,OTTIMO,800,1000,4.3,5.5,2,2018,900.0,4.9
NIGUARDA,Capannoni tipici,OTTIMO,850,1150,4.4,5.8,2,2018,1000.0,5.1
BIGNAMI,Capannoni tipici,OTTIMO,850,1150,4.4,5.8,2,2018,1000.0,5.1
PARCO NORD,Capannoni tipici,OTTIMO,850,1150,4.4,5.8,2,2018,1000.0,5.1
NIGUARDA,Laboratori,NORMALE,800,1000,5.0,6.3,2,2018,900.0,5.65
BIGNAMI,Laboratori,NORMALE,800,1000,5.0,6.3,2,2018,900.0,5.65
PARCO NORD,Laboratori,NORMALE,800,1000,5.0,6.3,2,2018,900.0,5.65
SARCA,Abitazioni civili,OTTIMO,2700,3600,8.6,12.0,1,2018,3150.0,10.3
BICOCCA,Abitazioni civili,OTTIMO,2700,3600,8.6,12.0,1,2018,3150.0,10.3
SARCA,Abitazioni civili,NORMALE,2100,2600,6.0,8.4,1,2018,2350.0,7.2
BICOCCA,Abitazioni civili,NORMALE,2100,2600,6.0,8.4,1,2018,2350.0,7.2
SARCA,Abitazioni di tipo economico,OTTIMO,2200,2600,6.2,8.0,1,2018,2400.0,7.1
BICOCCA,Abitazioni di tipo economico,OTTIMO,2200,2600,6.2,8.0,1,2018,2400.0,7.1
SARCA,Abitazioni di tipo economico,NORMALE,1500,2100,4.5,6.0,1,2018,1800.0,5.25
BICOCCA,Abitazioni di tipo economico,NORMALE,1500,2100,4.5,6.0,1,2018,1800.0,5.25
SARCA,Box,NORMALE,1300,1700,4.7,6.8,1,2018,1500.0,5.75
BICOCCA,Box,NORMALE,1300,1700,4.7,6.8,1,2018,1500.0,5.75
SARCA,Magazzini,NORMALE,600,800,3.2,4.4,1,2018,700.0,3.8000000000000003
BICOCCA,Magazzini,NORMALE,600,800,3.2,4.4,1,2018,700.0,3.8000000000000003
SARCA,Negozi,NORMALE,1300,1750,7.5,10.2,1,2018,1525.0,8.85
BICOCCA,Negozi,NORMALE,1300,1750,7.5,10.2,1,2018,1525.0,8.85
SARCA,Uffici,OTTIMO,1500,2000,7.6,10.0,1,2018,1750.0,8.8
BICOCCA,Uffici,OTTIMO,1500,2000,7.6,10.0,1,2018,1750.0,8.8
SARCA,Uffici strutturati,OTTIMO,2150,3000,11.5,16.5,1,2018,2575.0,14.0
BICOCCA,Uffici strutturati,OTTIMO,2150,3000,11.5,16.5,1,2018,2575.0,14.0
SARCA,Capannoni industriali,OTTIMO,750,1000,4.0,5.5,1,2018,875.0,4.75
BICOCCA,Capannoni industriali,OTTIMO,750,1000,4.0,5.5,1,2018,875.0,4.75
SARCA,Capannoni tipici,OTTIMO,800,1050,4.2,5.2,1,2018,925.0,4.7
BICOCCA,Capannoni tipici,OTTIMO,800,1050,4.2,5.2,1,2018,925.0,4.7
SARCA,Laboratori,NORMALE,800,950,4.3,5.8,1,2018,875.0,5.05
BICOCCA,Laboratori,NORMALE,800,950,4.3,5.8,1,2018,875.0,5.05
SARCA,Abitazioni civili,OTTIMO,2600,3700,8.6,12.4,2,2018,3150.0,10.5
BICOCCA,Abitazioni civili,OTTIMO,2600,3700,8.6,12.4,2,2018,3150.0,10.5
SARCA,Abitazioni civili,NORMALE,2100,2600,6.0,8.4,2,2018,2350.0,7.2
BICOCCA,Abitazioni civili,NORMALE,2100,2600,6.0,8.4,2,2018,2350.0,7.2
SARCA,Abitazioni di tipo economico,OTTIMO,2200,2550,6.2,8.0,2,2018,2375.0,7.1
BICOCCA,Abitazioni di tipo economico,OTTIMO,2200,2550,6.2,8.0,2,2018,2375.0,7.1
SARCA,Abitazioni di tipo economico,NORMALE,1500,2100,4.5,6.0,2,2018,1800.0,5.25
BICOCCA,Abitazioni di tipo economico,NORMALE,1500,2100,4.5,6.0,2,2018,1800.0,5.25
SARCA,Box,NORMALE,1300,1700,4.7,6.8,2,2018,1500.0,5.75
BICOCCA,Box,NORMALE,1300,1700,4.7,6.8,2,2018,1500.0,5.75
SARCA,Magazzini,NORMALE,550,800,3.0,4.1,2,2018,675.0,3.55
BICOCCA,Magazzini,NORMALE,550,800,3.0,4.1,2,2018,675.0,3.55
SARCA,Negozi,NORMALE,1250,1700,7.3,10.0,2,2018,1475.0,8.65
BICOCCA,Negozi,NORMALE,1250,1700,7.3,10.0,2,2018,1475.0,8.65
SARCA,Uffici,OTTIMO,1500,2000,7.6,10.0,2,2018,1750.0,8.8
BICOCCA,Uffici,OTTIMO,1500,2000,7.6,10.0,2,2018,1750.0,8.8
SARCA,Uffici strutturati,OTTIMO,2100,3000,11.5,16.5,2,2018,2550.0,14.0
BICOCCA,Uffici strutturati,OTTIMO,2100,3000,11.5,16.5,2,2018,2550.0,14.0
SARCA,Capannoni industriali,OTTIMO,750,1000,4.0,5.5,2,2018,875.0,4.75
BICOCCA,Capannoni industriali,OTTIMO,750,1000,4.0,5.5,2,2018,875.0,4.75
SARCA,Capannoni tipici,OTTIMO,800,1050,4.2,5.2,2,2018,925.0,4.7
BICOCCA,Capannoni tipici,OTTIMO,800,1050,4.2,5.2,2,2018,925.0,4.7
SARCA,Laboratori,NORMALE,800,950,4.3,5.8,2,2018,875.0,5.05
BICOCCA,Laboratori,NORMALE,800,950,4.3,5.8,2,2018,875.0,5.05
MONZA,Abitazioni civili,OTTIMO,2300,3400,7.9,11.0,1,2018,2850.0,9.45
CRESCENZAGO,Abitazioni civili,OTTIMO,2300,3400,7.9,11.0,1,2018,2850.0,9.45
GORLA,Abitazioni civili,OTTIMO,2300,3400,7.9,11.0,1,2018,2850.0,9.45
QUARTIERE ADRIANO,Abitazioni civili,OTTIMO,2300,3400,7.9,11.0,1,2018,2850.0,9.45
MONZA,Abitazioni civili,NORMALE,1800,2300,6.5,7.8,1,2018,2050.0,7.15
CRESCENZAGO,Abitazioni civili,NORMALE,1800,2300,6.5,7.8,1,2018,2050.0,7.15
GORLA,Abitazioni civili,NORMALE,1800,2300,6.5,7.8,1,2018,2050.0,7.15
QUARTIERE ADRIANO,Abitazioni civili,NORMALE,1800,2300,6.5,7.8,1,2018,2050.0,7.15
MONZA,Abitazioni di tipo economico,OTTIMO,1750,2300,6.2,7.8,1,2018,2025.0,7.0
CRESCENZAGO,Abitazioni di tipo economico,OTTIMO,1750,2300,6.2,7.8,1,2018,2025.0,7.0
GORLA,Abitazioni di tipo economico,OTTIMO,1750,2300,6.2,7.8,1,2018,2025.0,7.0
QUARTIERE ADRIANO,Abitazioni di tipo economico,OTTIMO,1750,2300,6.2,7.8,1,2018,2025.0,7.0
MONZA,Abitazioni di tipo economico,NORMALE,1600,1750,5.2,6.0,1,2018,1675.0,5.6
CRESCENZAGO,Abitazioni di tipo economico,NORMALE,1600,1750,5.2,6.0,1,2018,1675.0,5.6
GORLA,Abitazioni di tipo economico,NORMALE,1600,1750,5.2,6.0,1,2018,1675.0,5.6
QUARTIERE ADRIANO,Abitazioni di tipo economico,NORMALE,1600,1750,5.2,6.0,1,2018,1675.0,5.6
MONZA,Box,NORMALE,1200,1900,5.0,8.0,1,2018,1550.0,6.5
CRESCENZAGO,Box,NORMALE,1200,1900,5.0,8.0,1,2018,1550.0,6.5
GORLA,Box,NORMALE,1200,1900,5.0,8.0,1,2018,1550.0,6.5
QUARTIERE ADRIANO,Box,NORMALE,1200,1900,5.0,8.0,1,2018,1550.0,6.5
MONZA,Magazzini,NORMALE,650,800,4.0,5.0,1,2018,725.0,4.5
CRESCENZAGO,Magazzini,NORMALE,650,800,4.0,5.0,1,2018,725.0,4.5
GORLA,Magazzini,NORMALE,650,800,4.0,5.0,1,2018,725.0,4.5
QUARTIERE ADRIANO,Magazzini,NORMALE,650,800,4.0,5.0,1,2018,725.0,4.5
MONZA,Negozi,NORMALE,1600,2300,7.0,10.0,1,2018,1950.0,8.5
CRESCENZAGO,Negozi,NORMALE,1600,2300,7.0,10.0,1,2018,1950.0,8.5
GORLA,Negozi,NORMALE,1600,2300,7.0,10.0,1,2018,1950.0,8.5
QUARTIERE ADRIANO,Negozi,NORMALE,1600,2300,7.0,10.0,1,2018,1950.0,8.5
MONZA,Uffici,OTTIMO,1550,2150,7.0,9.5,1,2018,1850.0,8.25
CRESCENZAGO,Uffici,OTTIMO,1550,2150,7.0,9.5,1,2018,1850.0,8.25
GORLA,Uffici,OTTIMO,1550,2150,7.0,9.5,1,2018,1850.0,8.25
QUARTIERE ADRIANO,Uffici,OTTIMO,1550,2150,7.0,9.5,1,2018,1850.0,8.25
MONZA,Uffici strutturati,OTTIMO,2100,2650,11.0,14.0,1,2018,2375.0,12.5
CRESCENZAGO,Uffici strutturati,OTTIMO,2100,2650,11.0,14.0,1,2018,2375.0,12.5
GORLA,Uffici strutturati,OTTIMO,2100,2650,11.0,14.0,1,2018,2375.0,12.5
QUARTIERE ADRIANO,Uffici strutturati,OTTIMO,2100,2650,11.0,14.0,1,2018,2375.0,12.5
MONZA,Capannoni industriali,OTTIMO,800,1050,4.3,6.0,1,2018,925.0,5.15
CRESCENZAGO,Capannoni industriali,OTTIMO,800,1050,4.3,6.0,1,2018,925.0,5.15
GORLA,Capannoni industriali,OTTIMO,800,1050,4.3,6.0,1,2018,925.0,5.15
QUARTIERE ADRIANO,Capannoni industriali,OTTIMO,800,1050,4.3,6.0,1,2018,925.0,5.15
MONZA,Capannoni tipici,OTTIMO,700,1050,4.0,5.8,1,2018,875.0,4.9
CRESCENZAGO,Capannoni tipici,OTTIMO,700,1050,4.0,5.8,1,2018,875.0,4.9
GORLA,Capannoni tipici,OTTIMO,700,1050,4.0,5.8,1,2018,875.0,4.9
QUARTIERE ADRIANO,Capannoni tipici,OTTIMO,700,1050,4.0,5.8,1,2018,875.0,4.9
MONZA,Laboratori,NORMALE,900,1200,5.0,7.2,1,2018,1050.0,6.1
CRESCENZAGO,Laboratori,NORMALE,900,1200,5.0,7.2,1,2018,1050.0,6.1
GORLA,Laboratori,NORMALE,900,1200,5.0,7.2,1,2018,1050.0,6.1
QUARTIERE ADRIANO,Laboratori,NORMALE,900,1200,5.0,7.2,1,2018,1050.0,6.1
MONZA,Abitazioni civili,OTTIMO,2350,3500,8.1,11.2,2,2018,2925.0,9.649999999999999
CRESCENZAGO,Abitazioni civili,OTTIMO,2350,3500,8.1,11.2,2,2018,2925.0,9.649999999999999
GORLA,Abitazioni civili,OTTIMO,2350,3500,8.1,11.2,2,2018,2925.0,9.649999999999999
QUARTIERE ADRIANO,Abitazioni civili,OTTIMO,2350,3500,8.1,11.2,2,2018,2925.0,9.649999999999999
MONZA,Abitazioni civili,NORMALE,1850,2350,6.5,8.0,2,2018,2100.0,7.25
CRESCENZAGO,Abitazioni civili,NORMALE,1850,2350,6.5,8.0,2,2018,2100.0,7.25
GORLA,Abitazioni civili,NORMALE,1850,2350,6.5,8.0,2,2018,2100.0,7.25
QUARTIERE ADRIANO,Abitazioni civili,NORMALE,1850,2350,6.5,8.0,2,2018,2100.0,7.25
MONZA,Abitazioni di tipo economico,OTTIMO,1700,2300,6.0,7.8,2,2018,2000.0,6.9
CRESCENZAGO,Abitazioni di tipo economico,OTTIMO,1700,2300,6.0,7.8,2,2018,2000.0,6.9
GORLA,Abitazioni di tipo economico,OTTIMO,1700,2300,6.0,7.8,2,2018,2000.0,6.9
QUARTIERE ADRIANO,Abitazioni di tipo economico,OTTIMO,1700,2300,6.0,7.8,2,2018,2000.0,6.9
MONZA,Abitazioni di tipo economico,NORMALE,1600,1700,5.2,6.0,2,2018,1650.0,5.6
CRESCENZAGO,Abitazioni di tipo economico,NORMALE,1600,1700,5.2,6.0,2,2018,1650.0,5.6
GORLA,Abitazioni di tipo economico,NORMALE,1600,1700,5.2,6.0,2,2018,1650.0,5.6
QUARTIERE ADRIANO,Abitazioni di tipo economico,NORMALE,1600,1700,5.2,6.0,2,2018,1650.0,5.6
MONZA,Box,NORMALE,1200,1900,5.0,8.0,2,2018,1550.0,6.5
CRESCENZAGO,Box,NORMALE,1200,1900,5.0,8.0,2,2018,1550.0,6.5
GORLA,Box,NORMALE,1200,1900,5.0,8.0,2,2018,1550.0,6.5
QUARTIERE ADRIANO,Box,NORMALE,1200,1900,5.0,8.0,2,2018,1550.0,6.5
MONZA,Magazzini,NORMALE,650,800,4.0,5.0,2,2018,725.0,4.5
CRESCENZAGO,Magazzini,NORMALE,650,800,4.0,5.0,2,2018,725.0,4.5
GORLA,Magazzini,NORMALE,650,800,4.0,5.0,2,2018,725.0,4.5
QUARTIERE ADRIANO,Magazzini,NORMALE,650,800,4.0,5.0,2,2018,725.0,4.5
MONZA,Negozi,NORMALE,1550,2300,6.8,10.0,2,2018,1925.0,8.4
CRESCENZAGO,Negozi,NORMALE,1550,2300,6.8,10.0,2,2018,1925.0,8.4
GORLA,Negozi,NORMALE,1550,2300,6.8,10.0,2,2018,1925.0,8.4
QUARTIERE ADRIANO,Negozi,NORMALE,1550,2300,6.8,10.0,2,2018,1925.0,8.4
MONZA,Uffici,OTTIMO,1550,2150,7.0,9.5,2,2018,1850.0,8.25
CRESCENZAGO,Uffici,OTTIMO,1550,2150,7.0,9.5,2,2018,1850.0,8.25
GORLA,Uffici,OTTIMO,1550,2150,7.0,9.5,2,2018,1850.0,8.25
